"di_id","year","value"
"AD",2015,
"AE",2015,
"AF",2015,
"AG",2015,
"AL",2015,
"AM",2015,
"AO",2015,
"AR",2015,
"AS",2015,
"AT",2015,
"AU",2015,
"AW",2015,
"AZ",2015,
"BA",2015,
"BB",2015,
"BD",2015,
"BE",2015,
"BF",2015,
"BG",2015,
"BH",2015,
"BI",2015,
"BJ",2015,
"BM",2015,
"BN",2015,
"BO",2015,
"BR",2015,
"BS",2015,
"BT",2015,
"BW",2015,
"BY",2015,
"BZ",2015,
"CA",2015,
"CD",2015,
"CF",2015,
"CG",2015,
"CH",2015,
"CI",2015,
"CL",2015,
"CM",2015,
"CN",2015,
"CO",2015,
"CR",2015,
"CU",2015,
"CV",2015,
"CW",2015,
"CY",2015,
"CZ",2015,
"DE",2015,
"DJ",2015,
"DK",2015,
"DM",2015,
"DO",2015,
"DZ",2015,
"EC",2015,
"EE",2015,
"EG",2015,
"ER",2015,
"ES",2015,
"ET",2015,
"EU",2015,
"FI",2015,
"FJ",2015,
"FM",2015,
"FO",2015,
"FR",2015,
"GA",2015,
"GB",2015,
"GD",2015,
"GE",2015,
"GH",2015,
"GI",2015,
"GL",2015,
"GM",2015,
"GN",2015,
"GQ",2015,
"GR",2015,
"GT",2015,
"GU",2015,
"GW",2015,
"GY",2015,
"HK",2015,
"HN",2015,
"HR",2015,
"HT",2015,
"HU",2015,
"ID",2015,
"IE",2015,
"IL",2015,
"IM",2015,
"IN",2015,
"IQ",2015,
"IR",2015,
"IS",2015,
"IT",2015,
"JM",2015,
"JO",2015,
"JP",2015,
"KE",2015,
"KG",2015,
"KH",2015,
"KI",2015,
"KM",2015,
"KN",2015,
"KP",2015,
"KR",2015,
"KW",2015,
"KY",2015,
"KZ",2015,
"LA",2015,
"LB",2015,
"LC",2015,
"LI",2015,
"LK",2015,
"LR",2015,
"LS",2015,
"LT",2015,
"LU",2015,
"LV",2015,
"LY",2015,
"MA",2015,
"MC",2015,
"MD",2015,
"ME",2015,
"MF",2015,
"MG",2015,
"MH",2015,
"MK",2015,
"ML",2015,
"MM",2015,
"MN",2015,
"MO",2015,
"MP",2015,
"MR",2015,
"MT",2015,
"MU",2015,
"MV",2015,
"MW",2015,
"MX",2015,
"MY",2015,
"MZ",2015,
"NA",2015,
"NC",2015,
"NE",2015,
"NG",2015,
"NI",2015,
"NL",2015,
"NO",2015,
"NP",2015,
"NR",2015,
"NZ",2015,
"OM",2015,
"PA",2015,
"PE",2015,
"PF",2015,
"PG",2015,
"PH",2015,
"PK",2015,
"PL",2015,
"PR",2015,
"PS",2015,
"PT",2015,
"PW",2015,
"PY",2015,
"QA",2015,
"RO",2015,
"RS",2015,
"RU",2015,
"RW",2015,
"SA",2015,
"SB",2015,
"SC",2015,
"SD",2015,
"SE",2015,
"SG",2015,
"SI",2015,
"SK",2015,
"SL",2015,
"SM",2015,
"SN",2015,
"SO",2015,
"SR",2015,
"SS",2015,
"ST",2015,
"SV",2015,
"SX",2015,
"SY",2015,
"SZ",2015,
"TC",2015,
"TD",2015,
"TG",2015,
"TH",2015,
"TJ",2015,
"TL",2015,
"TM",2015,
"TN",2015,
"TO",2015,
"TR",2015,
"TT",2015,
"TV",2015,
"TZ",2015,
"UA",2015,
"UG",2015,
"US",2015,
"UY",2015,
"UZ",2015,
"VC",2015,
"VE",2015,
"VG",2015,
"VI",2015,
"VN",2015,
"VU",2015,
"WS",2015,
"XK",2015,
"YE",2015,
"ZA",2015,
"ZM",2015,
"ZW",2015,
"AD",2014,
"AE",2014,77.37
"AF",2014,60.37
"AG",2014,75.94
"AL",2014,77.83
"AM",2014,74.68
"AO",2014,52.27
"AR",2014,76.16
"AS",2014,
"AT",2014,81.34
"AU",2014,82.25
"AW",2014,75.45
"AZ",2014,70.76
"BA",2014,76.43
"BB",2014,75.5
"BD",2014,71.63
"BE",2014,80.59
"BF",2014,58.59
"BG",2014,75.41
"BH",2014,76.68
"BI",2014,56.69
"BJ",2014,59.51
"BM",2014,80.8
"BN",2014,78.81
"BO",2014,68.34
"BR",2014,74.4
"BS",2014,75.23
"BT",2014,69.47
"BW",2014,64.43
"BY",2014,72.98
"BZ",2014,70.08
"CA",2014,81.96
"CD",2014,58.66
"CF",2014,50.66
"CG",2014,62.31
"CH",2014,82.85
"CI",2014,51.56
"CL",2014,81.5
"CM",2014,55.49
"CN",2014,75.78
"CO",2014,73.99
"CR",2014,79.4
"CU",2014,79.39
"CV",2014,73.15
"CW",2014,77.82
"CY",2014,80.13
"CZ",2014,78.28
"DE",2014,80.84
"DJ",2014,62.02
"DK",2014,80.55
"DM",2014,
"DO",2014,73.5
"DZ",2014,74.81
"EC",2014,75.87
"EE",2014,77.24
"EG",2014,71.12
"ER",2014,63.66
"ES",2014,83.08
"ET",2014,64.04
"EU",2014,80.67
"FI",2014,81.13
"FJ",2014,70.09
"FM",2014,69.1
"FO",2014,81.69
"FR",2014,82.37
"GA",2014,64.38
"GB",2014,81.06
"GD",2014,73.37
"GE",2014,74.67
"GH",2014,61.31
"GI",2014,
"GL",2014,
"GM",2014,60.23
"GN",2014,58.73
"GQ",2014,57.65
"GR",2014,81.29
"GT",2014,71.72
"GU",2014,79.13
"GW",2014,55.16
"GY",2014,66.41
"HK",2014,83.98
"HN",2014,73.14
"HR",2014,77.33
"HT",2014,62.75
"HU",2014,75.87
"ID",2014,68.89
"IE",2014,81.15
"IL",2014,82.15
"IM",2014,
"IN",2014,68.01
"IQ",2014,69.4
"IR",2014,75.39
"IS",2014,82.06
"IT",2014,82.69
"JM",2014,75.65
"JO",2014,74.05
"JP",2014,83.59
"KE",2014,61.58
"KG",2014,70.4
"KH",2014,68.21
"KI",2014,65.95
"KM",2014,63.26
"KN",2014,
"KP",2014,70.07
"KR",2014,82.16
"KW",2014,74.59
"KY",2014,
"KZ",2014,71.62
"LA",2014,66.12
"LB",2014,79.37
"LC",2014,75.05
"LI",2014,82.26
"LK",2014,74.79
"LR",2014,60.83
"LS",2014,49.7
"LT",2014,73.97
"LU",2014,82.21
"LV",2014,74.19
"LY",2014,71.72
"MA",2014,74.02
"MC",2014,
"MD",2014,71.46
"ME",2014,76.18
"MF",2014,79.32
"MG",2014,65.09
"MH",2014,
"MK",2014,75.34
"ML",2014,57.99
"MM",2014,65.86
"MN",2014,69.46
"MO",2014,80.55
"MP",2014,
"MR",2014,63.02
"MT",2014,81.75
"MU",2014,74.19
"MV",2014,76.77
"MW",2014,62.72
"MX",2014,76.72
"MY",2014,74.72
"MZ",2014,55.03
"NA",2014,64.68
"NC",2014,77.57
"NE",2014,61.46
"NG",2014,52.75
"NI",2014,74.81
"NL",2014,81.3
"NO",2014,81.75
"NP",2014,69.6
"NR",2014,
"NZ",2014,81.4
"OM",2014,77.09
"PA",2014,77.6
"PE",2014,74.53
"PF",2014,76.54
"PG",2014,62.61
"PH",2014,68.27
"PK",2014,66.18
"PL",2014,77.25
"PR",2014,79.37
"PS",2014,72.9
"PT",2014,80.72
"PW",2014,
"PY",2014,72.92
"QA",2014,78.6
"RO",2014,75.06
"RS",2014,75.53
"RU",2014,70.37
"RW",2014,63.97
"SA",2014,74.34
"SB",2014,67.93
"SC",2014,73.23
"SD",2014,63.46
"SE",2014,81.96
"SG",2014,82.65
"SI",2014,80.52
"SK",2014,76.71
"SL",2014,50.88
"SM",2014,
"SN",2014,66.37
"SO",2014,55.35
"SR",2014,71.15
"SS",2014,55.68
"ST",2014,66.38
"SV",2014,72.75
"SX",2014,
"SY",2014,70.07
"SZ",2014,48.93
"TC",2014,
"TD",2014,51.56
"TG",2014,59.66
"TH",2014,74.42
"TJ",2014,69.6
"TL",2014,68.26
"TM",2014,65.6
"TN",2014,74.14
"TO",2014,72.79
"TR",2014,75.16
"TT",2014,70.44
"TV",2014,
"TZ",2014,64.94
"UA",2014,71.19
"UG",2014,58.47
"US",2014,78.94
"UY",2014,76.99
"UZ",2014,68.34
"VC",2014,72.94
"VE",2014,74.24
"VG",2014,
"VI",2014,79.77
"VN",2014,75.63
"VU",2014,71.92
"WS",2014,73.51
"XK",2014,71.1
"YE",2014,63.82
"ZA",2014,57.18
"ZM",2014,60.05
"ZW",2014,57.5
"AD",2013,
"AE",2013,77.2
"AF",2013,60.03
"AG",2013,75.78
"AL",2013,77.64
"AM",2013,74.56
"AO",2013,51.87
"AR",2013,75.99
"AS",2013,
"AT",2013,81.14
"AU",2013,82.15
"AW",2013,75.33
"AZ",2013,70.69
"BA",2013,76.28
"BB",2013,75.33
"BD",2013,71.25
"BE",2013,80.59
"BF",2013,58.24
"BG",2013,74.86
"BH",2013,76.55
"BI",2013,56.25
"BJ",2013,59.31
"BM",2013,80.57
"BN",2013,78.55
"BO",2013,67.91
"BR",2013,74.12
"BS",2013,75.07
"BT",2013,69.1
"BW",2013,64.36
"BY",2013,72.47
"BZ",2013,69.98
"CA",2013,81.77
"CD",2013,58.27
"CF",2013,49.88
"CG",2013,61.67
"CH",2013,82.8
"CI",2013,51.21
"CL",2013,81.2
"CM",2013,55.04
"CN",2013,75.59
"CO",2013,73.81
"CR",2013,79.23
"CU",2013,79.26
"CV",2013,72.97
"CW",2013,
"CY",2013,79.95
"CZ",2013,78.18
"DE",2013,80.84
"DJ",2013,61.69
"DK",2013,80.3
"DM",2013,
"DO",2013,73.32
"DZ",2013,74.57
"EC",2013,75.65
"EE",2013,77.14
"EG",2013,70.93
"ER",2013,63.18
"ES",2013,83.08
"ET",2013,63.44
"EU",2013,80.59
"FI",2013,80.98
"FJ",2013,69.92
"FM",2013,68.97
"FO",2013,81.44
"FR",2013,82.22
"GA",2013,63.84
"GB",2013,81
"GD",2013,73.19
"GE",2013,74.51
"GH",2013,61.14
"GI",2013,
"GL",2013,
"GM",2013,60
"GN",2013,58.22
"GQ",2013,57.29
"GR",2013,81.29
"GT",2013,71.49
"GU",2013,78.87
"GW",2013,54.84
"GY",2013,66.31
"HK",2013,83.83
"HN",2013,72.94
"HR",2013,77.13
"HT",2013,62.4
"HU",2013,75.57
"ID",2013,68.7
"IE",2013,81
"IL",2013,82.06
"IM",2013,
"IN",2013,67.66
"IQ",2013,69.18
"IR",2013,75.13
"IS",2013,82.06
"IT",2013,82.69
"JM",2013,75.49
"JO",2013,73.9
"JP",2013,83.33
"KE",2013,60.95
"KG",2013,70.2
"KH",2013,67.77
"KI",2013,65.77
"KM",2013,62.93
"KN",2013,
"KP",2013,69.79
"KR",2013,81.71
"KW",2013,74.47
"KY",2013,
"KZ",2013,70.45
"LA",2013,65.69
"LB",2013,79.13
"LC",2013,74.91
"LI",2013,82.26
"LK",2013,74.65
"LR",2013,60.52
"LS",2013,49.33
"LT",2013,73.91
"LU",2013,81.8
"LV",2013,73.98
"LY",2013,71.66
"MA",2013,73.71
"MC",2013,
"MD",2013,71.17
"ME",2013,75.97
"MF",2013,79.17
"MG",2013,64.67
"MH",2013,
"MK",2013,75.19
"ML",2013,57.54
"MM",2013,65.65
"MN",2013,69.06
"MO",2013,80.34
"MP",2013,
"MR",2013,62.8
"MT",2013,81.75
"MU",2013,74.02
"MV",2013,76.6
"MW",2013,61.47
"MX",2013,76.53
"MY",2013,74.57
"MZ",2013,54.64
"NA",2013,64.34
"NC",2013,77.32
"NE",2013,60.83
"NG",2013,52.44
"NI",2013,74.51
"NL",2013,81.3
"NO",2013,81.75
"NP",2013,69.22
"NR",2013,
"NZ",2013,81.41
"OM",2013,76.84
"PA",2013,77.42
"PE",2013,74.28
"PF",2013,76.33
"PG",2013,62.45
"PH",2013,68.13
"PK",2013,65.96
"PL",2013,77
"PR",2013,79.16
"PS",2013,72.73
"PT",2013,80.72
"PW",2013,
"PY",2013,72.8
"QA",2013,78.42
"RO",2013,75.06
"RS",2013,75.19
"RU",2013,70.37
"RW",2013,63.39
"SA",2013,74.18
"SB",2013,67.72
"SC",2013,73.12
"SD",2013,63.17
"SE",2013,81.96
"SG",2013,82.25
"SI",2013,80.32
"SK",2013,76.41
"SL",2013,50.36
"SM",2013,
"SN",2013,65.88
"SO",2013,55.02
"SR",2013,70.99
"SS",2013,55.22
"ST",2013,66.26
"SV",2013,72.5
"SX",2013,
"SY",2013,70.3
"SZ",2013,48.94
"TC",2013,
"TD",2013,51.19
"TG",2013,59.13
"TH",2013,74.25
"TJ",2013,69.4
"TL",2013,68.02
"TM",2013,65.46
"TN",2013,74.04
"TO",2013,72.64
"TR",2013,74.9
"TT",2013,70.31
"TV",2013,
"TZ",2013,64.29
"UA",2013,71.16
"UG",2013,57.77
"US",2013,78.84
"UY",2013,76.84
"UZ",2013,68.22
"VC",2013,72.81
"VE",2013,74.07
"VG",2013,
"VI",2013,79.62
"VN",2013,75.48
"VU",2013,71.67
"WS",2013,73.25
"XK",2013,70.8
"YE",2013,63.58
"ZA",2013,56.74
"ZM",2013,59.24
"ZW",2013,55.63
"AD",2012,
"AE",2012,77.02
"AF",2012,59.68
"AG",2012,75.62
"AL",2012,77.44
"AM",2012,74.45
"AO",2012,51.46
"AR",2012,75.82
"AS",2012,
"AT",2012,80.94
"AU",2012,82.05
"AW",2012,75.21
"AZ",2012,70.62
"BA",2012,76.12
"BB",2012,75.17
"BD",2012,70.86
"BE",2012,80.39
"BF",2012,57.88
"BG",2012,74.31
"BH",2012,76.41
"BI",2012,55.79
"BJ",2012,59.12
"BM",2012,81.68
"BN",2012,78.25
"BO",2012,67.45
