"row_id","from_di_id","to_di_id","year","sector","oof_bundle","channel","value"
67,"AU","FM",2006,"other","oof-grant","unspecified",783947
68,"AU","MM",2006,"other","oof-grant","unspecified",1702582
69,"AU","NR",2006,"other","oof-grant","unspecified",1146245
70,"AU","NP",2006,"other","oof-grant","unspecified",671410
71,"AU","NG",2006,"other","oof-grant","unspecified",1358675
72,"AU","oceania",2006,"other","oof-grant","unspecified",2097134
73,"AU","PK",2006,"other","oof-grant","unspecified",3018315
74,"AU","PG",2006,"other","oof-grant","unspecified",5169414
75,"AU","PH",2006,"other","oof-grant","unspecified",6240619
76,"AU","WS",2006,"other","oof-grant","unspecified",760246
77,"AU","SA",2006,"other","oof-grant","unspecified",3901778
78,"AU","SB",2006,"other","oof-grant","unspecified",2250957
79,"AU","ZA",2006,"other","oof-grant","unspecified",5604196
80,"AU","LK",2006,"other","oof-grant","unspecified",5689103
81,"AU","ex-yugoslavia",2006,"other","oof-grant","unspecified",6624376
82,"AU","TH",2006,"other","oof-grant","unspecified",7105995
83,"AU","TH",2006,"other-social-services","oof-grant","unspecified",1919567
84,"AU","TL",2006,"other","oof-grant","unspecified",386339
85,"AU","TO",2006,"other","oof-grant","unspecified",547138
86,"AU","TR",2006,"other","oof-grant","unspecified",3613398
87,"AU","VU",2006,"other","oof-grant","unspecified",2215555
88,"AU","VN",2006,"other","oof-grant","unspecified",8468837
89,"AU","PS",2006,"other","oof-grant","unspecified",459506
90,"AU","ZW",2006,"other","oof-grant","unspecified",4821933
91,"AT","country-unspecified",2006,"other","oof-export-credit","unspecified",86540000
92,"AT","country-unspecified",2006,"other","oof-loan","unspecified",82924117
93,"BE","africa",2006,"other","oof-loan","unspecified",16173028
94,"BE","america",2006,"other","oof-loan","unspecified",7974632
95,"BE","asia",2006,"other","oof-loan","unspecified",5205743
96,"BE","country-unspecified",2006,"other","oof-loan","unspecified",512808
97,"BE","europe",2006,"other","oof-loan","unspecified",4094145
98,"CA","country-unspecified",2006,"other","oof-export-credit","unspecified",2821310000
99,"CA","country-unspecified",2006,"other","oof-loan","unspecified",15280000
100,"cardb","country-unspecified",2006,"other","oof-loan","unspecified",97180000
101,"DK","country-unspecified",2006,"other","oof-loan","unspecified",55470000
102,"ebrd","country-unspecified",2006,"other","oof-loan","unspecified",1562570000
103,"EU","AL",2006,"other","oof-loan","unspecified",23772389
104,"EU","BA",2006,"other","oof-loan","unspecified",82042584
105,"EU","BW",2006,"other","oof-loan","unspecified",10854961
106,"EU","BR",2006,"other","oof-loan","unspecified",15485956
107,"EU","CN",2006,"other","oof-loan","unspecified",212318815
108,"EU","HR",2006,"other","oof-loan","unspecified",335774966
109,"EU","EG",2006,"other","oof-loan","unspecified",238581391
110,"EU","MK",2006,"other","oof-loan","unspecified",14417255
111,"EU","ID",2006,"other","oof-loan","unspecified",16322183
112,"EU","JO",2006,"other","oof-loan","unspecified",30028956
113,"EU","KE",2006,"other","oof-loan","unspecified",4379144
114,"EU","LA",2006,"other","oof-loan","unspecified",26588992
115,"EU","LB",2006,"other","oof-loan","unspecified",78310018
116,"EU","MV",2006,"other","oof-loan","unspecified",21187512
117,"EU","MU",2006,"other","oof-loan","unspecified",5162416
118,"EU","MX",2006,"other","oof-loan","unspecified",94574104
119,"EU","MA",2006,"other","oof-loan","unspecified",306223178
120,"EU","NG",2006,"other","oof-loan","unspecified",83689776
121,"EU","north-central-america",2006,"other","oof-loan","unspecified",4461596
122,"EU","PK",2006,"other","oof-loan","unspecified",54524969
123,"EU","PE",2006,"other","oof-loan","unspecified",40651420
124,"EU","RS",2006,"other","oof-loan","unspecified",196863017
125,"EU","ZA",2006,"other","oof-loan","unspecified",75372127
126,"EU","south-of-sahara",2006,"other","oof-loan","unspecified",23772389
127,"EU","LK",2006,"other","oof-loan","unspecified",36357771
128,"EU","VC",2006,"other","oof-loan","unspecified",3174851
129,"EU","SY",2006,"other","oof-loan","unspecified",115001147
130,"EU","TN",2006,"other","oof-loan","unspecified",260196818
131,"EU","TR",2006,"other","oof-loan","unspecified",1211400871
132,"EU","VN",2006,"other","oof-loan","unspecified",39283641
133,"FI","africa",2006,"other","oof-loan","unspecified",2121493
134,"FI","america",2006,"other","oof-loan","unspecified",1633490
135,"FI","CN",2006,"industry-and-trade","oof-loan","unspecified",1753927
136,"FI","IN",2006,"other","oof-loan","unspecified",2338569
137,"FI","MY",2006,"industry-and-trade","oof-loan","unspecified",733830
138,"FI","NG",2006,"other","oof-loan","unspecified",7373507
139,"FI","UY",2006,"other","oof-loan","unspecified",23970330
140,"FR","africa",2006,"other","oof-loan","unspecified",8753871
141,"FR","asia",2006,"other","oof-loan","unspecified",14913984
142,"FR","country-unspecified",2006,"banking-and-business","oof-loan","unspecified",15053829
143,"FR","CM",2006,"other","oof-loan","unspecified",14139850
144,"FR","CF",2006,"other","oof-loan","unspecified",67384724
145,"FR","CN",2006,"banking-and-business","oof-loan","unspecified",46899520
146,"FR","DO",2006,"banking-and-business","oof-loan","unspecified",30339905
147,"FR","GH",2006,"banking-and-business","oof-loan","unspecified",15460227
148,"FR","KE",2006,"banking-and-business","oof-loan","unspecified",24128638
149,"FR","LA",2006,"banking-and-business","oof-loan","unspecified",5117926
150,"FR","MG",2006,"banking-and-business","oof-loan","unspecified",1357426
151,"FR","MR",2006,"infrastructure","oof-loan","unspecified",4330179
152,"FR","YT",2006,"banking-and-business","oof-loan","unspecified",883741
153,"FR","MZ",2006,"infrastructure","oof-loan","unspecified",27138316
154,"FR","ZA",2006,"banking-and-business","oof-loan","unspecified",2923276
155,"FR","LC",2006,"banking-and-business","oof-loan","unspecified",340766
156,"FR","TN",2006,"banking-and-business","oof-loan","unspecified",4884330
157,"FR","TR",2006,"banking-and-business","oof-loan","unspecified",66139352
158,"FR","WF",2006,"other-social-services","oof-loan","unspecified",5502
159,"FR","ZM",2006,"banking-and-business","oof-loan","unspecified",677813
160,"DE","country-unspecified",2006,"other","oof-export-credit","unspecified",100650000
161,"DE","country-unspecified",2006,"other","oof-loan","unspecified",25950000
162,"GR","country-unspecified",2006,"other","oof-grant","unspecified",9420000
163,"ibrd","DZ",2006,"agriculture-and-food-security","oof-loan","unspecified",2626376
164,"ibrd","DZ",2006,"banking-and-business","oof-loan","unspecified",1255391
165,"ibrd","DZ",2006,"environment","oof-loan","unspecified",22647
166,"ibrd","DZ",2006,"governance-and-security","oof-loan","unspecified",3308343
167,"ibrd","DZ",2006,"infrastructure","oof-loan","unspecified",1982662
168,"ibrd","DZ",2006,"other-social-services","oof-loan","unspecified",9182215
169,"ibrd","DZ",2006,"water-and-sanitation","oof-loan","unspecified",646748
170,"ibrd","AR",2006,"agriculture-and-food-security","oof-loan","unspecified",26268631
171,"ibrd","AR",2006,"education","oof-loan","unspecified",3634427
172,"ibrd","AR",2006,"environment","oof-loan","unspecified",3773847
173,"ibrd","AR",2006,"governance-and-security","oof-loan","unspecified",22299395
174,"ibrd","AR",2006,"health","oof-loan","unspecified",29066897
175,"ibrd","AR",2006,"industry-and-trade","oof-loan","unspecified",519110
176,"ibrd","AR",2006,"infrastructure","oof-loan","unspecified",190991881
177,"ibrd","AR",2006,"other","oof-loan","unspecified",11377326
178,"ibrd","AR",2006,"other-social-services","oof-loan","unspecified",220437438
179,"ibrd","AR",2006,"water-and-sanitation","oof-loan","unspecified",22796462
180,"ibrd","AZ",2006,"infrastructure","oof-loan","unspecified",6246757
181,"ibrd","BB",2006,"health","oof-loan","unspecified",5147682
182,"ibrd","BY",2006,"infrastructure","oof-loan","unspecified",6028961
183,"ibrd","BZ",2006,"environment","oof-loan","unspecified",6335
184,"ibrd","BZ",2006,"infrastructure","oof-loan","unspecified",21116
185,"ibrd","BZ",2006,"water-and-sanitation","oof-loan","unspecified",6335
186,"ibrd","BR",2006,"agriculture-and-food-security","oof-loan","unspecified",47861229
187,"ibrd","BR",2006,"banking-and-business","oof-loan","unspecified",10924157
188,"ibrd","BR",2006,"education","oof-loan","unspecified",81178367
189,"ibrd","BR",2006,"environment","oof-loan","unspecified",82119
190,"ibrd","BR",2006,"governance-and-security","oof-loan","unspecified",498175092
191,"ibrd","BR",2006,"health","oof-loan","unspecified",90058263
192,"ibrd","BR",2006,"industry-and-trade","oof-loan","unspecified",31961295
193,"ibrd","BR",2006,"infrastructure","oof-loan","unspecified",215783171
194,"ibrd","BR",2006,"other","oof-loan","unspecified",8252978
195,"ibrd","BR",2006,"other-social-services","oof-loan","unspecified",1466895154
196,"ibrd","BR",2006,"water-and-sanitation","oof-loan","unspecified",100144403
197,"ibrd","CL",2006,"education","oof-loan","unspecified",25072256
198,"ibrd","CL",2006,"governance-and-security","oof-loan","unspecified",4682290
199,"ibrd","CL",2006,"infrastructure","oof-loan","unspecified",37787875
200,"ibrd","CL",2006,"other-social-services","oof-loan","unspecified",3712857
201,"ibrd","CL",2006,"water-and-sanitation","oof-loan","unspecified",315930
202,"ibrd","CN",2006,"agriculture-and-food-security","oof-loan","unspecified",155170925
203,"ibrd","CN",2006,"banking-and-business","oof-loan","unspecified",167532
204,"ibrd","CN",2006,"education","oof-loan","unspecified",35402557
205,"ibrd","CN",2006,"environment","oof-loan","unspecified",10515061
206,"ibrd","CN",2006,"governance-and-security","oof-loan","unspecified",40515749
207,"ibrd","CN",2006,"health","oof-loan","unspecified",14264952
208,"ibrd","CN",2006,"industry-and-trade","oof-loan","unspecified",7600996
209,"ibrd","CN",2006,"infrastructure","oof-loan","unspecified",722114224
210,"ibrd","CN",2006,"other-social-services","oof-loan","unspecified",7642911
211,"ibrd","CN",2006,"water-and-sanitation","oof-loan","unspecified",312342241
212,"ibrd","CO",2006,"agriculture-and-food-security","oof-loan","unspecified",15336310
213,"ibrd","CO",2006,"banking-and-business","oof-loan","unspecified",232797248
214,"ibrd","CO",2006,"education","oof-loan","unspecified",151536313
215,"ibrd","CO",2006,"environment","oof-loan","unspecified",8277100
216,"ibrd","CO",2006,"governance-and-security","oof-loan","unspecified",9874722
217,"ibrd","CO",2006,"health","oof-loan","unspecified",62945392
218,"ibrd","CO",2006,"industry-and-trade","oof-loan","unspecified",117955955
219,"ibrd","CO",2006,"infrastructure","oof-loan","unspecified",114463906
220,"ibrd","CO",2006,"other","oof-loan","unspecified",92975369
221,"ibrd","CO",2006,"other-social-services","oof-loan","unspecified",153319765
222,"ibrd","CO",2006,"water-and-sanitation","oof-loan","unspecified",59750320
223,"ibrd","CR",2006,"agriculture-and-food-security","oof-loan","unspecified",5134232
224,"ibrd","CR",2006,"education","oof-loan","unspecified",173729
225,"ibrd","CR",2006,"governance-and-security","oof-loan","unspecified",46942
226,"ibrd","CR",2006,"health","oof-loan","unspecified",891900
227,"ibrd","HR",2006,"agriculture-and-food-security","oof-loan","unspecified",4826559
228,"ibrd","HR",2006,"education","oof-loan","unspecified",5230054
229,"ibrd","HR",2006,"governance-and-security","oof-loan","unspecified",113427149
230,"ibrd","HR",2006,"health","oof-loan","unspecified",21302040
231,"ibrd","HR",2006,"industry-and-trade","oof-loan","unspecified",56738765
232,"ibrd","HR",2006,"infrastructure","oof-loan","unspecified",65828635
233,"ibrd","HR",2006,"other-social-services","oof-loan","unspecified",1777836
234,"ibrd","HR",2006,"water-and-sanitation","oof-loan","unspecified",11824630
235,"ibrd","DO",2006,"banking-and-business","oof-loan","unspecified",688410
236,"ibrd","DO",2006,"education","oof-loan","unspecified",5003551
237,"ibrd","DO",2006,"governance-and-security","oof-loan","unspecified",419968
238,"ibrd","DO",2006,"health","oof-loan","unspecified",9443345
239,"ibrd","DO",2006,"infrastructure","oof-loan","unspecified",61780793
240,"ibrd","DO",2006,"other-social-services","oof-loan","unspecified",416000
241,"ibrd","EC",2006,"agriculture-and-food-security","oof-loan","unspecified",2127048
242,"ibrd","EC",2006,"governance-and-security","oof-loan","unspecified",5291870
243,"ibrd","EC",2006,"health","oof-loan","unspecified",8821772
244,"ibrd","EC",2006,"infrastructure","oof-loan","unspecified",5332265
245,"ibrd","EC",2006,"other-social-services","oof-loan","unspecified",245446
246,"ibrd","EC",2006,"water-and-sanitation","oof-loan","unspecified",2218037
247,"ibrd","EG",2006,"agriculture-and-food-security","oof-loan","unspecified",44060646
248,"ibrd","EG",2006,"banking-and-business","oof-loan","unspecified",-43
249,"ibrd","EG",2006,"education","oof-loan","unspecified",9522661
250,"ibrd","EG",2006,"governance-and-security","oof-loan","unspecified",2895846
251,"ibrd","EG",2006,"industry-and-trade","oof-loan","unspecified",-3987
252,"ibrd","EG",2006,"infrastructure","oof-loan","unspecified",68174934
253,"ibrd","EG",2006,"water-and-sanitation","oof-loan","unspecified",13898
254,"ibrd","SV",2006,"education","oof-loan","unspecified",5544512
255,"ibrd","SV",2006,"governance-and-security","oof-loan","unspecified",5785591
256,"ibrd","SV",2006,"health","oof-loan","unspecified",16341973
257,"ibrd","SV",2006,"infrastructure","oof-loan","unspecified",1405577
258,"ibrd","SV",2006,"other-social-services","oof-loan","unspecified",31017
259,"ibrd","MK",2006,"agriculture-and-food-security","oof-loan","unspecified",3489494
260,"ibrd","MK",2006,"governance-and-security","oof-loan","unspecified",1994689
261,"ibrd","MK",2006,"health","oof-loan","unspecified",391394
262,"ibrd","MK",2006,"industry-and-trade","oof-loan","unspecified",316906
263,"ibrd","MK",2006,"infrastructure","oof-loan","unspecified",3346499
264,"ibrd","MK",2006,"other-social-services","oof-loan","unspecified",3643296
265,"ibrd","GD",2006,"environment","oof-loan","unspecified",-28355
266,"ibrd","GD",2006,"infrastructure","oof-loan","unspecified",97433
267,"ibrd","GD",2006,"water-and-sanitation","oof-loan","unspecified",-28355
268,"ibrd","GT",2006,"agriculture-and-food-security","oof-loan","unspecified",11581953
269,"ibrd","GT",2006,"banking-and-business","oof-loan","unspecified",78821161
270,"ibrd","GT",2006,"education","oof-loan","unspecified",16443396
271,"ibrd","GT",2006,"governance-and-security","oof-loan","unspecified",88705844
272,"ibrd","GT",2006,"industry-and-trade","oof-loan","unspecified",25774634
273,"ibrd","GT",2006,"infrastructure","oof-loan","unspecified",6142453
274,"ibrd","GT",2006,"other-social-services","oof-loan","unspecified",2760807
275,"ibrd","IN",2006,"agriculture-and-food-security","oof-loan","unspecified",40727292
276,"ibrd","IN",2006,"education","oof-loan","unspecified",11978743
277,"ibrd","IN",2006,"governance-and-security","oof-loan","unspecified",92091184
278,"ibrd","IN",2006,"health","oof-loan","unspecified",11777560
279,"ibrd","IN",2006,"industry-and-trade","oof-loan","unspecified",25943574
280,"ibrd","IN",2006,"infrastructure","oof-loan","unspecified",892711297
281,"ibrd","IN",2006,"other-social-services","oof-loan","unspecified",21651073
282,"ibrd","IN",2006,"water-and-sanitation","oof-loan","unspecified",34450448
283,"ibrd","ID",2006,"agriculture-and-food-security","oof-loan","unspecified",7767950
284,"ibrd","ID",2006,"banking-and-business","oof-loan","unspecified",104476835
285,"ibrd","ID",2006,"education","oof-loan","unspecified",14287843
286,"ibrd","ID",2006,"governance-and-security","oof-loan","unspecified",426360781
287,"ibrd","ID",2006,"health","oof-loan","unspecified",26384845
288,"ibrd","ID",2006,"industry-and-trade","oof-loan","unspecified",116661518
289,"ibrd","ID",2006,"infrastructure","oof-loan","unspecified",86586789
290,"ibrd","ID",2006,"other","oof-loan","unspecified",1274015
291,"ibrd","ID",2006,"other-social-services","oof-loan","unspecified",4493826
292,"ibrd","ID",2006,"water-and-sanitation","oof-loan","unspecified",14645129
293,"ibrd","IR",2006,"agriculture-and-food-security","oof-loan","unspecified",20156364
294,"ibrd","IR",2006,"education","oof-loan","unspecified",6488431
295,"ibrd","IR",2006,"governance-and-security","oof-loan","unspecified",6772334
296,"ibrd","IR",2006,"health","oof-loan","unspecified",10320072
297,"ibrd","IR",2006,"infrastructure","oof-loan","unspecified",23772684
298,"ibrd","IR",2006,"other-social-services","oof-loan","unspecified",56323630
299,"ibrd","IR",2006,"water-and-sanitation","oof-loan","unspecified",89640802
300,"ibrd","JM",2006,"banking-and-business","oof-loan","unspecified",49397
301,"ibrd","JM",2006,"education","oof-loan","unspecified",3598247
302,"ibrd","JM",2006,"governance-and-security","oof-loan","unspecified",1387732
303,"ibrd","JM",2006,"health","oof-loan","unspecified",3891558
304,"ibrd","JM",2006,"infrastructure","oof-loan","unspecified",743761
305,"ibrd","JM",2006,"other-social-services","oof-loan","unspecified",9625288
306,"ibrd","JM",2006,"water-and-sanitation","oof-loan","unspecified",1428246
307,"ibrd","JO",2006,"agriculture-and-food-security","oof-loan","unspecified",566703
308,"ibrd","JO",2006,"education","oof-loan","unspecified",43003574
309,"ibrd","JO",2006,"industry-and-trade","oof-loan","unspecified",557407
310,"ibrd","JO",2006,"infrastructure","oof-loan","unspecified",4241871
311,"ibrd","JO",2006,"water-and-sanitation","oof-loan","unspecified",1121512
312,"ibrd","KZ",2006,"agriculture-and-food-security","oof-loan","unspecified",4491029
313,"ibrd","KZ",2006,"environment","oof-loan","unspecified",971939
314,"ibrd","KZ",2006,"governance-and-security","oof-loan","unspecified",-89482
315,"ibrd","KZ",2006,"health","oof-loan","unspecified",-1188836
316,"ibrd","KZ",2006,"industry-and-trade","oof-loan","unspecified",11589674
317,"ibrd","KZ",2006,"infrastructure","oof-loan","unspecified",15219326
318,"ibrd","KZ",2006,"water-and-sanitation","oof-loan","unspecified",971939
319,"ibrd","LB",2006,"education","oof-loan","unspecified",10095031
320,"ibrd","LB",2006,"governance-and-security","oof-loan","unspecified",3432777
321,"ibrd","LB",2006,"health","oof-loan","unspecified",204844
322,"ibrd","LB",2006,"industry-and-trade","oof-loan","unspecified",1226667
323,"ibrd","LB",2006,"infrastructure","oof-loan","unspecified",14108733
324,"ibrd","LB",2006,"other-social-services","oof-loan","unspecified",1975517
325,"ibrd","LB",2006,"water-and-sanitation","oof-loan","unspecified",11950437
326,"ibrd","MU",2006,"water-and-sanitation","oof-loan","unspecified",1116163
327,"ibrd","MX",2006,"agriculture-and-food-security","oof-loan","unspecified",153570615
328,"ibrd","MX",2006,"banking-and-business","oof-loan","unspecified",387760740
329,"ibrd","MX",2006,"education","oof-loan","unspecified",375009825
330,"ibrd","MX",2006,"governance-and-security","oof-loan","unspecified",76181981
331,"ibrd","MX",2006,"health","oof-loan","unspecified",102433865
332,"ibrd","MX",2006,"industry-and-trade","oof-loan","unspecified",181958483
333,"ibrd","MX",2006,"infrastructure","oof-loan","unspecified",125681235
334,"ibrd","MX",2006,"other-social-services","oof-loan","unspecified",241788908
335,"ibrd","MX",2006,"water-and-sanitation","oof-loan","unspecified",11008054
336,"ibrd","MA",2006,"agriculture-and-food-security","oof-loan","unspecified",3363664
337,"ibrd","MA",2006,"banking-and-business","oof-loan","unspecified",392812
338,"ibrd","MA",2006,"education","oof-loan","unspecified",962252
339,"ibrd","MA",2006,"governance-and-security","oof-loan","unspecified",153976188
340,"ibrd","MA",2006,"health","oof-loan","unspecified",24629242
341,"ibrd","MA",2006,"infrastructure","oof-loan","unspecified",6212474
342,"ibrd","MA",2006,"other-social-services","oof-loan","unspecified",13755950
343,"ibrd","MA",2006,"water-and-sanitation","oof-loan","unspecified",535789
344,"ibrd","PK",2006,"agriculture-and-food-security","oof-loan","unspecified",157788623
345,"ibrd","PK",2006,"governance-and-security","oof-loan","unspecified",419846
346,"ibrd","PK",2006,"infrastructure","oof-loan","unspecified",18690376
347,"ibrd","PK",2006,"water-and-sanitation","oof-loan","unspecified",2938920
348,"ibrd","PA",2006,"agriculture-and-food-security","oof-loan","unspecified",814759
349,"ibrd","PA",2006,"education","oof-loan","unspecified",10191961
350,"ibrd","PA",2006,"governance-and-security","oof-loan","unspecified",4854371
351,"ibrd","PA",2006,"health","oof-loan","unspecified",-108689
352,"ibrd","PA",2006,"industry-and-trade","oof-loan","unspecified",620204
353,"ibrd","PA",2006,"infrastructure","oof-loan","unspecified",-54344
354,"ibrd","PA",2006,"other-social-services","oof-loan","unspecified",464008
355,"ibrd","PA",2006,"water-and-sanitation","oof-loan","unspecified",-108689
356,"ibrd","PG",2006,"governance-and-security","oof-loan","unspecified",73092
357,"ibrd","PG",2006,"industry-and-trade","oof-loan","unspecified",3136090
358,"ibrd","PG",2006,"infrastructure","oof-loan","unspecified",15887288
359,"ibrd","PG",2006,"other-social-services","oof-loan","unspecified",1049536
360,"ibrd","PG",2006,"water-and-sanitation","oof-loan","unspecified",1296486
361,"ibrd","PY",2006,"banking-and-business","oof-loan","unspecified",16174796
362,"ibrd","PY",2006,"education","oof-loan","unspecified",4878586
363,"ibrd","PY",2006,"governance-and-security","oof-loan","unspecified",3573903
364,"ibrd","PY",2006,"other","oof-loan","unspecified",2861886
365,"ibrd","PY",2006,"water-and-sanitation","oof-loan","unspecified",9418792
366,"ibrd","PE",2006,"agriculture-and-food-security","oof-loan","unspecified",6105613
367,"ibrd","PE",2006,"banking-and-business","oof-loan","unspecified",223132
368,"ibrd","PE",2006,"education","oof-loan","unspecified",9043240
369,"ibrd","PE",2006,"environment","oof-loan","unspecified",2897
370,"ibrd","PE",2006,"governance-and-security","oof-loan","unspecified",3513615
371,"ibrd","PE",2006,"health","oof-loan","unspecified",1024511
372,"ibrd","PE",2006,"industry-and-trade","oof-loan","unspecified",2894531
373,"ibrd","PE",2006,"infrastructure","oof-loan","unspecified",13894641
374,"ibrd","PE",2006,"other-social-services","oof-loan","unspecified",78735
375,"ibrd","PE",2006,"water-and-sanitation","oof-loan","unspecified",5235431
376,"ibrd","PH",2006,"agriculture-and-food-security","oof-loan","unspecified",12768942
377,"ibrd","PH",2006,"banking-and-business","oof-loan","unspecified",16465271
378,"ibrd","PH",2006,"education","oof-loan","unspecified",20644852
379,"ibrd","PH",2006,"environment","oof-loan","unspecified",27788
380,"ibrd","PH",2006,"governance-and-security","oof-loan","unspecified",13116459
381,"ibrd","PH",2006,"health","oof-loan","unspecified",6306466
382,"ibrd","PH",2006,"humanitarian","oof-loan","unspecified",1102526
383,"ibrd","PH",2006,"infrastructure","oof-loan","unspecified",41070670
384,"ibrd","PH",2006,"other","oof-loan","unspecified",24868088
385,"ibrd","PH",2006,"other-social-services","oof-loan","unspecified",4378710
386,"ibrd","PH",2006,"water-and-sanitation","oof-loan","unspecified",12098134
387,"ibrd","KN",2006,"education","oof-loan","unspecified",234701
388,"ibrd","KN",2006,"governance-and-security","oof-loan","unspecified",10037
389,"ibrd","KN",2006,"health","oof-loan","unspecified",76240
390,"ibrd","KN",2006,"infrastructure","oof-loan","unspecified",1353199
391,"ibrd","LC",2006,"education","oof-loan","unspecified",55145
392,"ibrd","LC",2006,"humanitarian","oof-loan","unspecified",168386
393,"ibrd","LC",2006,"infrastructure","oof-loan","unspecified",177538
394,"ibrd","LC",2006,"water-and-sanitation","oof-loan","unspecified",454361
395,"ibrd","VC",2006,"agriculture-and-food-security","oof-loan","unspecified",711512
396,"ibrd","VC",2006,"industry-and-trade","oof-loan","unspecified",711512
397,"ibrd","VC",2006,"infrastructure","oof-loan","unspecified",1423024
398,"ibrd","TH",2006,"infrastructure","oof-loan","unspecified",36156645
399,"ibrd","TT",2006,"health","oof-loan","unspecified",5436635
400,"ibrd","TT",2006,"infrastructure","oof-loan","unspecified",1389854
