"row_id","from_di_id","to_di_id","year","sector","oof_bundle","channel","value"
1901,"ebrd","UA",2009,"industry-and-trade","oof-loan","other",159351134
1902,"ebrd","UA",2009,"infrastructure","oof-loan","other",33686144
1903,"ebrd","UA",2009,"infrastructure","oof-loan","public-sector-unknown",144635568
1904,"ebrd","UA",2009,"water-and-sanitation","oof-loan","public-sector-unknown",324177
1905,"ebrd","UZ",2009,"banking-and-business","oof-loan","other",4557656
1906,"ebrd","UZ",2009,"industry-and-trade","oof-loan","other",14102929
1907,"ebrd","UZ",2009,"infrastructure","oof-loan","public-sector-unknown",40897257
1908,"ebrd","UZ",2009,"water-and-sanitation","oof-loan","public-sector-unknown",687799
1909,"EU","africa",2009,"other","oof-loan","unspecified",376222931
1910,"EU","AL",2009,"other","oof-loan","unspecified",32126817
1911,"EU","america",2009,"other","oof-loan","unspecified",293574234
1912,"EU","AR",2009,"other","oof-loan","unspecified",133672899
1913,"EU","asia",2009,"other","oof-loan","unspecified",137105611
1914,"EU","country-unspecified",2009,"banking-and-business","oof-loan","unspecified",3598220
1915,"EU","country-unspecified",2009,"other","oof-loan","unspecified",60701738
1916,"EU","BA",2009,"infrastructure","oof-loan","unspecified",59339090
1917,"EU","BA",2009,"other","oof-loan","unspecified",74477584
1918,"EU","BR",2009,"other","oof-loan","unspecified",220428314
1919,"EU","BF",2009,"other","oof-loan","unspecified",1601057
1920,"EU","CM",2009,"other","oof-loan","unspecified",39845853
1921,"EU","CN",2009,"other","oof-loan","unspecified",129943659
1922,"EU","HR",2009,"banking-and-business","oof-loan","unspecified",100126767
1923,"EU","HR",2009,"other","oof-loan","unspecified",185301459
1924,"EU","EG",2009,"other","oof-loan","unspecified",189119742
1925,"EU","ET",2009,"other","oof-loan","unspecified",24775224
1926,"EU","europe",2009,"other","oof-loan","unspecified",155816471
1927,"EU","MK",2009,"other","oof-loan","unspecified",13281801
1928,"EU","GH",2009,"other","oof-loan","unspecified",57525886
1929,"EU","IN",2009,"other","oof-loan","unspecified",99792647
1930,"EU","ID",2009,"other","oof-loan","unspecified",6218072
1931,"EU","JO",2009,"other","oof-loan","unspecified",27912151
1932,"EU","KE",2009,"other","oof-loan","unspecified",32367635
1933,"EU","LB",2009,"industry-and-trade","oof-loan","unspecified",42758104
1934,"EU","LB",2009,"other","oof-loan","unspecified",46244750
1935,"EU","MU",2009,"other","oof-loan","unspecified",25160371
1936,"EU","ME",2009,"banking-and-business","oof-loan","unspecified",14756081
1937,"EU","ME",2009,"other","oof-loan","unspecified",6640900
1938,"EU","MA",2009,"other","oof-loan","unspecified",377203145
1939,"EU","NA",2009,"other","oof-loan","unspecified",55037086
1940,"EU","oceania",2009,"other","oof-loan","unspecified",11712377
1941,"EU","PH",2009,"other","oof-loan","unspecified",17499832
1942,"EU","SN",2009,"other","oof-loan","unspecified",1328180
1943,"EU","RS",2009,"other","oof-loan","unspecified",236342900
1944,"EU","ZA",2009,"other","oof-loan","unspecified",155270652
1945,"EU","south-of-sahara",2009,"banking-and-business","oof-loan","unspecified",26483865
1946,"EU","south-of-sahara",2009,"industry-and-trade","oof-loan","unspecified",4824899
1947,"EU","south-of-sahara",2009,"other","oof-loan","unspecified",3343941
1948,"EU","LK",2009,"other","oof-loan","unspecified",19922701
1949,"EU","SZ",2009,"other","oof-loan","unspecified",5193757
1950,"EU","SY",2009,"other","oof-loan","unspecified",293845881
1951,"EU","TT",2009,"other","oof-loan","unspecified",656306
1952,"EU","TN",2009,"industry-and-trade","oof-loan","unspecified",85603209
1953,"EU","TN",2009,"other","oof-loan","unspecified",163001351
1954,"EU","TR",2009,"banking-and-business","oof-loan","unspecified",837194953
1955,"EU","TR",2009,"industry-and-trade","oof-loan","unspecified",206790869
1956,"EU","TR",2009,"infrastructure","oof-loan","unspecified",113728570
1957,"EU","TR",2009,"other","oof-loan","unspecified",1093808652
1958,"EU","UG",2009,"other","oof-loan","unspecified",56357323
1959,"EU","UY",2009,"infrastructure","oof-loan","unspecified",8895698
1960,"EU","ZM",2009,"other","oof-loan","unspecified",1174300
1961,"FI","africa",2009,"other","oof-loan","unspecified",2155298
1962,"FI","america",2009,"other","oof-loan","unspecified",15149833
1963,"FI","asia",2009,"other","oof-loan","unspecified",2046169
1964,"FI","country-unspecified",2009,"other","oof-export-credit","unspecified",77970000
1965,"FI","country-unspecified",2009,"other","oof-loan","unspecified",6978799
1966,"FI","CN",2009,"industry-and-trade","oof-loan","unspecified",9799784
1967,"FI","IN",2009,"industry-and-trade","oof-loan","unspecified",22214571
1968,"FI","KE",2009,"infrastructure","oof-loan","unspecified",773452
1969,"FI","TZ",2009,"banking-and-business","oof-loan","unspecified",1085834
1970,"FI","UA",2009,"industry-and-trade","oof-loan","unspecified",4774394
1971,"FR","AF",2009,"banking-and-business","oof-loan","unspecified",3072679
1972,"FR","africa",2009,"other","oof-loan","unspecified",133298322
1973,"FR","asia",2009,"other","oof-loan","unspecified",34215678
1974,"FR","country-unspecified",2009,"banking-and-business","oof-loan","unspecified",46180893
1975,"FR","country-unspecified",2009,"other","oof-loan","unspecified",3449006
1976,"FR","country-unspecified",2009,"other","oof-loan","unspecified",249931332
1977,"FR","BR",2009,"banking-and-business","oof-loan","unspecified",22306775
1978,"FR","BR",2009,"other","oof-loan","unspecified",6652516
1979,"FR","KH",2009,"banking-and-business","oof-loan","unspecified",4745035
1980,"FR","CM",2009,"banking-and-business","oof-loan","unspecified",9055906
1981,"FR","CM",2009,"other","oof-loan","unspecified",4527953
1982,"FR","CN",2009,"banking-and-business","oof-loan","unspecified",3305684
1983,"FR","CI",2009,"other","oof-loan","unspecified",130151338
1984,"FR","DO",2009,"other","oof-loan","unspecified",16362110
1985,"FR","IN",2009,"other","oof-loan","unspecified",17683178
1986,"FR","JO",2009,"infrastructure","oof-loan","unspecified",15100208
1987,"FR","KE",2009,"banking-and-business","oof-loan","unspecified",27790103
1988,"FR","LA",2009,"banking-and-business","oof-loan","unspecified",5719511
1989,"FR","LA",2009,"other","oof-loan","unspecified",2007793
1990,"FR","LB",2009,"banking-and-business","oof-loan","unspecified",936181
1991,"FR","MZ",2009,"banking-and-business","oof-loan","unspecified",6014373
1992,"FR","PK",2009,"banking-and-business","oof-loan","unspecified",13533252
1993,"FR","SN",2009,"banking-and-business","oof-loan","unspecified",22731182
1994,"FR","ZA",2009,"banking-and-business","oof-loan","unspecified",8871470
1995,"FR","TZ",2009,"banking-and-business","oof-loan","unspecified",2135367
1996,"FR","TN",2009,"banking-and-business","oof-loan","unspecified",37517267
1997,"FR","TR",2009,"banking-and-business","oof-loan","unspecified",66728974
1998,"FR","UG",2009,"banking-and-business","oof-loan","unspecified",4746608
1999,"FR","VN",2009,"banking-and-business","oof-loan","unspecified",24402024
2000,"FR","ZM",2009,"banking-and-business","oof-loan","unspecified",3997281
2001,"DE","africa",2009,"industry-and-trade","oof-loan","unspecified",71034025
2002,"DE","africa",2009,"infrastructure","oof-loan","unspecified",47975861
2003,"DE","africa",2009,"other","oof-loan","unspecified",78202471
2004,"DE","america",2009,"industry-and-trade","oof-loan","unspecified",60885291
2005,"DE","america",2009,"infrastructure","oof-loan","unspecified",89471600
2006,"DE","america",2009,"other","oof-loan","unspecified",9535414
2007,"DE","AR",2009,"other","oof-loan","unspecified",14339825
2008,"DE","AM",2009,"other","oof-loan","unspecified",33350826
2009,"DE","asia",2009,"industry-and-trade","oof-loan","unspecified",125394958
2010,"DE","asia",2009,"infrastructure","oof-loan","unspecified",80724562
2011,"DE","asia",2009,"other","oof-loan","unspecified",67048345
2012,"DE","asia",2009,"other-social-services","oof-loan","unspecified",20484079
2013,"DE","AZ",2009,"other","oof-loan","unspecified",10446625
2014,"DE","country-unspecified",2009,"other","oof-export-credit","unspecified",135400000
2015,"DE","country-unspecified",2009,"other","oof-loan","unspecified",151554206
2016,"DE","CN",2009,"infrastructure","oof-loan","unspecified",292308300
2017,"DE","SV",2009,"other","oof-loan","unspecified",33642093
2018,"DE","europe",2009,"other","oof-loan","unspecified",61098756
2019,"DE","GE",2009,"other","oof-loan","unspecified",11694357
2020,"DE","IN",2009,"infrastructure","oof-loan","unspecified",61058510
2021,"DE","ME",2009,"banking-and-business","oof-loan","unspecified",26680680
2022,"DE","PE",2009,"other","oof-loan","unspecified",9474000
2023,"DE","RS",2009,"banking-and-business","oof-loan","unspecified",56696444
2024,"DE","VN",2009,"other","oof-loan","unspecified",8892335
2025,"ibrd","AL",2009,"governance-and-security","oof-loan","unspecified",-525314
2026,"ibrd","AL",2009,"infrastructure","oof-loan","unspecified",7733920
2027,"ibrd","DZ",2009,"governance-and-security","oof-loan","unspecified",-343124
2028,"ibrd","AR",2009,"agriculture-and-food-security","oof-loan","unspecified",22236061
2029,"ibrd","AR",2009,"banking-and-business","oof-loan","unspecified",2434981
2030,"ibrd","AR",2009,"education","oof-loan","unspecified",38932847
2031,"ibrd","AR",2009,"environment","oof-loan","unspecified",17184123
2032,"ibrd","AR",2009,"governance-and-security","oof-loan","unspecified",14080313
2033,"ibrd","AR",2009,"health","oof-loan","unspecified",109259459
2034,"ibrd","AR",2009,"industry-and-trade","oof-loan","unspecified",15801209
2035,"ibrd","AR",2009,"infrastructure","oof-loan","unspecified",256975876
2036,"ibrd","AR",2009,"other","oof-loan","unspecified",14477742
2037,"ibrd","AR",2009,"other-social-services","oof-loan","unspecified",525233255
2038,"ibrd","AR",2009,"water-and-sanitation","oof-loan","unspecified",61880608
2039,"ibrd","AM",2009,"agriculture-and-food-security","oof-loan","unspecified",7961565
2040,"ibrd","AM",2009,"banking-and-business","oof-loan","unspecified",13174229
2041,"ibrd","AM",2009,"industry-and-trade","oof-loan","unspecified",13174229
2042,"ibrd","AM",2009,"infrastructure","oof-loan","unspecified",16785547
2043,"ibrd","AM",2009,"water-and-sanitation","oof-loan","unspecified",787407
2044,"ibrd","AZ",2009,"infrastructure","oof-loan","unspecified",120541771
2045,"ibrd","AZ",2009,"other","oof-loan","unspecified",2364947
2046,"ibrd","AZ",2009,"water-and-sanitation","oof-loan","unspecified",4569981
2047,"ibrd","BB",2009,"health","oof-loan","unspecified",3473828
2048,"ibrd","BB",2009,"other-social-services","oof-loan","unspecified",519078
2049,"ibrd","BY",2009,"banking-and-business","oof-loan","unspecified",77603416
2050,"ibrd","BY",2009,"infrastructure","oof-loan","unspecified",16798832
2051,"ibrd","BY",2009,"other-social-services","oof-loan","unspecified",132135546
2052,"ibrd","BY",2009,"water-and-sanitation","oof-loan","unspecified",157304
2053,"ibrd","BA",2009,"water-and-sanitation","oof-loan","unspecified",67035
2054,"ibrd","BR",2009,"agriculture-and-food-security","oof-loan","unspecified",10171038
2055,"ibrd","BR",2009,"banking-and-business","oof-loan","unspecified",11678430
2056,"ibrd","BR",2009,"education","oof-loan","unspecified",168061259
2057,"ibrd","BR",2009,"environment","oof-loan","unspecified",1619477
2058,"ibrd","BR",2009,"governance-and-security","oof-loan","unspecified",235756197
2059,"ibrd","BR",2009,"health","oof-loan","unspecified",419534177
2060,"ibrd","BR",2009,"industry-and-trade","oof-loan","unspecified",867521
2061,"ibrd","BR",2009,"infrastructure","oof-loan","unspecified",336296150
2062,"ibrd","BR",2009,"other","oof-loan","unspecified",16089474
2063,"ibrd","BR",2009,"other-social-services","oof-loan","unspecified",29598215
2064,"ibrd","BR",2009,"water-and-sanitation","oof-loan","unspecified",106548207
2065,"ibrd","CL",2009,"banking-and-business","oof-loan","unspecified",22023
2066,"ibrd","CL",2009,"education","oof-loan","unspecified",9785674
2067,"ibrd","CL",2009,"governance-and-security","oof-loan","unspecified",8465004
2068,"ibrd","CL",2009,"infrastructure","oof-loan","unspecified",8134778
2069,"ibrd","CL",2009,"other-social-services","oof-loan","unspecified",67705
2070,"ibrd","CL",2009,"water-and-sanitation","oof-loan","unspecified",4178353
2071,"ibrd","CN",2009,"agriculture-and-food-security","oof-loan","unspecified",150602650
2072,"ibrd","CN",2009,"banking-and-business","oof-loan","unspecified",45793
2073,"ibrd","CN",2009,"education","oof-loan","unspecified",38774983
2074,"ibrd","CN",2009,"environment","oof-loan","unspecified",33314064
2075,"ibrd","CN",2009,"governance-and-security","oof-loan","unspecified",26770004
2076,"ibrd","CN",2009,"health","oof-loan","unspecified",40743280
2077,"ibrd","CN",2009,"humanitarian","oof-loan","unspecified",23596
2078,"ibrd","CN",2009,"industry-and-trade","oof-loan","unspecified",104544913
2079,"ibrd","CN",2009,"infrastructure","oof-loan","unspecified",639232736
2080,"ibrd","CN",2009,"other-social-services","oof-loan","unspecified",6417811
2081,"ibrd","CN",2009,"water-and-sanitation","oof-loan","unspecified",312636873
2082,"ibrd","CO",2009,"agriculture-and-food-security","oof-loan","unspecified",17166534
2083,"ibrd","CO",2009,"banking-and-business","oof-loan","unspecified",314608444
2084,"ibrd","CO",2009,"education","oof-loan","unspecified",70460838
2085,"ibrd","CO",2009,"environment","oof-loan","unspecified",479353795
2086,"ibrd","CO",2009,"governance-and-security","oof-loan","unspecified",2404847
2087,"ibrd","CO",2009,"health","oof-loan","unspecified",395097
2088,"ibrd","CO",2009,"infrastructure","oof-loan","unspecified",94830066
2089,"ibrd","CO",2009,"other","oof-loan","unspecified",82404296
2090,"ibrd","CO",2009,"other-social-services","oof-loan","unspecified",311125886
2091,"ibrd","CO",2009,"water-and-sanitation","oof-loan","unspecified",23450573
2092,"ibrd","CR",2009,"agriculture-and-food-security","oof-loan","unspecified",2202259
2093,"ibrd","CR",2009,"education","oof-loan","unspecified",1832029
2094,"ibrd","CR",2009,"governance-and-security","oof-loan","unspecified",231933
2095,"ibrd","CR",2009,"health","oof-loan","unspecified",4406728
2096,"ibrd","CR",2009,"humanitarian","oof-loan","unspecified",15770273
2097,"ibrd","CR",2009,"water-and-sanitation","oof-loan","unspecified",943825
2098,"ibrd","HR",2009,"agriculture-and-food-security","oof-loan","unspecified",14161477
2099,"ibrd","HR",2009,"banking-and-business","oof-loan","unspecified",7685035
2100,"ibrd","HR",2009,"education","oof-loan","unspecified",19594307
2101,"ibrd","HR",2009,"environment","oof-loan","unspecified",1218963
2102,"ibrd","HR",2009,"governance-and-security","oof-loan","unspecified",22191039
2103,"ibrd","HR",2009,"health","oof-loan","unspecified",847925
2104,"ibrd","HR",2009,"industry-and-trade","oof-loan","unspecified",30506626
2105,"ibrd","HR",2009,"infrastructure","oof-loan","unspecified",33475026
2106,"ibrd","HR",2009,"other-social-services","oof-loan","unspecified",16231134
2107,"ibrd","HR",2009,"water-and-sanitation","oof-loan","unspecified",33681938
2108,"ibrd","DO",2009,"banking-and-business","oof-loan","unspecified",1305112
2109,"ibrd","DO",2009,"education","oof-loan","unspecified",40013185
2110,"ibrd","DO",2009,"governance-and-security","oof-loan","unspecified",44582278
2111,"ibrd","DO",2009,"health","oof-loan","unspecified",38071178
2112,"ibrd","DO",2009,"humanitarian","oof-loan","unspecified",24200445
2113,"ibrd","DO",2009,"infrastructure","oof-loan","unspecified",86692697
2114,"ibrd","DO",2009,"other-social-services","oof-loan","unspecified",134532090
2115,"ibrd","EC",2009,"agriculture-and-food-security","oof-loan","unspecified",207642
2116,"ibrd","EC",2009,"governance-and-security","oof-loan","unspecified",14081
2117,"ibrd","EC",2009,"infrastructure","oof-loan","unspecified",56730
2118,"ibrd","EC",2009,"water-and-sanitation","oof-loan","unspecified",146456
2119,"ibrd","EG",2009,"agriculture-and-food-security","oof-loan","unspecified",6215334
2120,"ibrd","EG",2009,"banking-and-business","oof-loan","unspecified",524347406
2121,"ibrd","EG",2009,"education","oof-loan","unspecified",5696597
2122,"ibrd","EG",2009,"governance-and-security","oof-loan","unspecified",628230
2123,"ibrd","EG",2009,"industry-and-trade","oof-loan","unspecified",861512
2124,"ibrd","EG",2009,"infrastructure","oof-loan","unspecified",162931427
2125,"ibrd","EG",2009,"other-social-services","oof-loan","unspecified",8652084
2126,"ibrd","EG",2009,"water-and-sanitation","oof-loan","unspecified",7879298
2127,"ibrd","SV",2009,"education","oof-loan","unspecified",59135561
2128,"ibrd","SV",2009,"governance-and-security","oof-loan","unspecified",122067978
2129,"ibrd","SV",2009,"health","oof-loan","unspecified",26113511
2130,"ibrd","SV",2009,"infrastructure","oof-loan","unspecified",234949
2131,"ibrd","SV",2009,"other-social-services","oof-loan","unspecified",31637810
2132,"ibrd","MK",2009,"agriculture-and-food-security","oof-loan","unspecified",3035644
2133,"ibrd","MK",2009,"education","oof-loan","unspecified",1642833
2134,"ibrd","MK",2009,"governance-and-security","oof-loan","unspecified",3015464
2135,"ibrd","MK",2009,"health","oof-loan","unspecified",774583
2136,"ibrd","MK",2009,"industry-and-trade","oof-loan","unspecified",167586
2137,"ibrd","MK",2009,"infrastructure","oof-loan","unspecified",30983271
2138,"ibrd","MK",2009,"other-social-services","oof-loan","unspecified",4966412
2139,"ibrd","GA",2009,"governance-and-security","oof-loan","unspecified",1836542
2140,"ibrd","GA",2009,"industry-and-trade","oof-loan","unspecified",213551
2141,"ibrd","GA",2009,"infrastructure","oof-loan","unspecified",1110467
2142,"ibrd","GA",2009,"water-and-sanitation","oof-loan","unspecified",1110467
2143,"ibrd","GE",2009,"infrastructure","oof-loan","unspecified",104834025
2144,"ibrd","GD",2009,"education","oof-loan","unspecified",725748
2145,"ibrd","GD",2009,"health","oof-loan","unspecified",9364
2146,"ibrd","GD",2009,"other-social-services","oof-loan","unspecified",9364
2147,"ibrd","GT",2009,"agriculture-and-food-security","oof-loan","unspecified",212025
2148,"ibrd","GT",2009,"banking-and-business","oof-loan","unspecified",35167776
2149,"ibrd","GT",2009,"education","oof-loan","unspecified",-11188
2150,"ibrd","GT",2009,"governance-and-security","oof-loan","unspecified",216919165
2151,"ibrd","GT",2009,"health","oof-loan","unspecified",4585178
2152,"ibrd","GT",2009,"industry-and-trade","oof-loan","unspecified",71013769
2153,"ibrd","GT",2009,"infrastructure","oof-loan","unspecified",15194034
2154,"ibrd","GT",2009,"other-social-services","oof-loan","unspecified",54087445
2155,"ibrd","IN",2009,"agriculture-and-food-security","oof-loan","unspecified",198338889
2156,"ibrd","IN",2009,"banking-and-business","oof-loan","unspecified",15969948
2157,"ibrd","IN",2009,"education","oof-loan","unspecified",9414658
2158,"ibrd","IN",2009,"environment","oof-loan","unspecified",16903911
2159,"ibrd","IN",2009,"governance-and-security","oof-loan","unspecified",95693967
2160,"ibrd","IN",2009,"industry-and-trade","oof-loan","unspecified",136934016
2161,"ibrd","IN",2009,"infrastructure","oof-loan","unspecified",961973339
2162,"ibrd","IN",2009,"other","oof-loan","unspecified",135661
2163,"ibrd","IN",2009,"other-social-services","oof-loan","unspecified",22622249
2164,"ibrd","IN",2009,"water-and-sanitation","oof-loan","unspecified",19032280
2165,"ibrd","ID",2009,"agriculture-and-food-security","oof-loan","unspecified",11498744
2166,"ibrd","ID",2009,"banking-and-business","oof-loan","unspecified",460255816
2167,"ibrd","ID",2009,"education","oof-loan","unspecified",651653343
2168,"ibrd","ID",2009,"governance-and-security","oof-loan","unspecified",562385102
2169,"ibrd","ID",2009,"health","oof-loan","unspecified",71042379
2170,"ibrd","ID",2009,"humanitarian","oof-loan","unspecified",63189720
2171,"ibrd","ID",2009,"industry-and-trade","oof-loan","unspecified",4634411
2172,"ibrd","ID",2009,"infrastructure","oof-loan","unspecified",164886304
2173,"ibrd","ID",2009,"other","oof-loan","unspecified",76932526
2174,"ibrd","ID",2009,"other-social-services","oof-loan","unspecified",30536936
2175,"ibrd","ID",2009,"water-and-sanitation","oof-loan","unspecified",46542625
2176,"ibrd","IR",2009,"agriculture-and-food-security","oof-loan","unspecified",11049745
2177,"ibrd","IR",2009,"education","oof-loan","unspecified",2206930
2178,"ibrd","IR",2009,"governance-and-security","oof-loan","unspecified",3848613
2179,"ibrd","IR",2009,"health","oof-loan","unspecified",3297033
2180,"ibrd","IR",2009,"infrastructure","oof-loan","unspecified",11258192
2181,"ibrd","IR",2009,"other-social-services","oof-loan","unspecified",32679688
2182,"ibrd","IR",2009,"water-and-sanitation","oof-loan","unspecified",92205783
2183,"ibrd","JM",2009,"banking-and-business","oof-loan","unspecified",207484
2184,"ibrd","JM",2009,"education","oof-loan","unspecified",4152481
2185,"ibrd","JM",2009,"governance-and-security","oof-loan","unspecified",106321871
2186,"ibrd","JM",2009,"health","oof-loan","unspecified",2975523
2187,"ibrd","JM",2009,"humanitarian","oof-loan","unspecified",233366
2188,"ibrd","JM",2009,"infrastructure","oof-loan","unspecified",1713043
2189,"ibrd","JM",2009,"other-social-services","oof-loan","unspecified",9055398
2190,"ibrd","JM",2009,"water-and-sanitation","oof-loan","unspecified",1576880
2191,"ibrd","JO",2009,"banking-and-business","oof-loan","unspecified",157698463
2192,"ibrd","JO",2009,"education","oof-loan","unspecified",7688153
2193,"ibrd","JO",2009,"environment","oof-loan","unspecified",11601849
2194,"ibrd","JO",2009,"governance-and-security","oof-loan","unspecified",95652865
2195,"ibrd","JO",2009,"industry-and-trade","oof-loan","unspecified",2017254
2196,"ibrd","JO",2009,"infrastructure","oof-loan","unspecified",9747252
2197,"ibrd","JO",2009,"other-social-services","oof-loan","unspecified",62921689
2198,"ibrd","JO",2009,"water-and-sanitation","oof-loan","unspecified",3520874
2199,"ibrd","KZ",2009,"agriculture-and-food-security","oof-loan","unspecified",13431209
2200,"ibrd","KZ",2009,"banking-and-business","oof-loan","unspecified",124173
2201,"ibrd","KZ",2009,"environment","oof-loan","unspecified",121345
2202,"ibrd","KZ",2009,"health","oof-loan","unspecified",2914038
2203,"ibrd","KZ",2009,"industry-and-trade","oof-loan","unspecified",4659236
2204,"ibrd","KZ",2009,"infrastructure","oof-loan","unspecified",98053997
2205,"ibrd","KZ",2009,"water-and-sanitation","oof-loan","unspecified",1745595
2206,"ibrd","LB",2009,"education","oof-loan","unspecified",4286473
2207,"ibrd","LB",2009,"governance-and-security","oof-loan","unspecified",1097165
2208,"ibrd","LB",2009,"industry-and-trade","oof-loan","unspecified",680152
2209,"ibrd","LB",2009,"infrastructure","oof-loan","unspecified",15294828
2210,"ibrd","LB",2009,"water-and-sanitation","oof-loan","unspecified",2771282
2211,"ibrd","MU",2009,"banking-and-business","oof-loan","unspecified",701367
2212,"ibrd","MU",2009,"education","oof-loan","unspecified",15833972
2213,"ibrd","MU",2009,"governance-and-security","oof-loan","unspecified",50158431
2214,"ibrd","MU",2009,"industry-and-trade","oof-loan","unspecified",15833972
2215,"ibrd","MU",2009,"other","oof-loan","unspecified",15833972
2216,"ibrd","MU",2009,"other-social-services","oof-loan","unspecified",15833972
2217,"ibrd","MX",2009,"agriculture-and-food-security","oof-loan","unspecified",23720914
2218,"ibrd","MX",2009,"banking-and-business","oof-loan","unspecified",481336088
2219,"ibrd","MX",2009,"education","oof-loan","unspecified",114202317
2220,"ibrd","MX",2009,"governance-and-security","oof-loan","unspecified",690547405
2221,"ibrd","MX",2009,"health","oof-loan","unspecified",26965323
2222,"ibrd","MX",2009,"industry-and-trade","oof-loan","unspecified",234239191
2223,"ibrd","MX",2009,"infrastructure","oof-loan","unspecified",1582170247
2224,"ibrd","MX",2009,"other","oof-loan","unspecified",3775301
2225,"ibrd","MX",2009,"other-social-services","oof-loan","unspecified",1945597308
2226,"ibrd","MX",2009,"water-and-sanitation","oof-loan","unspecified",17563189
2227,"ibrd","ME",2009,"agriculture-and-food-security","oof-loan","unspecified",799377
2228,"ibrd","ME",2009,"health","oof-loan","unspecified",19707
2229,"ibrd","ME",2009,"infrastructure","oof-loan","unspecified",624806
2230,"ibrd","ME",2009,"other","oof-loan","unspecified",1401850
2231,"ibrd","MA",2009,"agriculture-and-food-security","oof-loan","unspecified",8641959
2232,"ibrd","MA",2009,"education","oof-loan","unspecified",20573908
2233,"ibrd","MA",2009,"environment","oof-loan","unspecified",38721368
2234,"ibrd","MA",2009,"governance-and-security","oof-loan","unspecified",13768672
2235,"ibrd","MA",2009,"infrastructure","oof-loan","unspecified",30942880
2236,"ibrd","MA",2009,"other-social-services","oof-loan","unspecified",10361202
2237,"ibrd","MA",2009,"water-and-sanitation","oof-loan","unspecified",129222722
2238,"ibrd","PK",2009,"agriculture-and-food-security","oof-loan","unspecified",15217163
2239,"ibrd","PK",2009,"governance-and-security","oof-loan","unspecified",262174
2240,"ibrd","PK",2009,"infrastructure","oof-loan","unspecified",76253705
2241,"ibrd","PK",2009,"water-and-sanitation","oof-loan","unspecified",1835216
2242,"ibrd","PA",2009,"agriculture-and-food-security","oof-loan","unspecified",996954
2243,"ibrd","PA",2009,"banking-and-business","oof-loan","unspecified",63970384
2244,"ibrd","PA",2009,"education","oof-loan","unspecified",15844403
2245,"ibrd","PA",2009,"environment","oof-loan","unspecified",1930685
2246,"ibrd","PA",2009,"governance-and-security","oof-loan","unspecified",57613912
2247,"ibrd","PA",2009,"health","oof-loan","unspecified",27874925
2248,"ibrd","PA",2009,"industry-and-trade","oof-loan","unspecified",112279
2249,"ibrd","PA",2009,"infrastructure","oof-loan","unspecified",13633033
2250,"ibrd","PA",2009,"other-social-services","oof-loan","unspecified",29856709
2251,"ibrd","PA",2009,"water-and-sanitation","oof-loan","unspecified",1243953
2252,"ibrd","PG",2009,"industry-and-trade","oof-loan","unspecified",293554
2253,"ibrd","PG",2009,"infrastructure","oof-loan","unspecified",1433235
2254,"ibrd","PY",2009,"agriculture-and-food-security","oof-loan","unspecified",524347
2255,"ibrd","PY",2009,"banking-and-business","oof-loan","unspecified",14681727
2256,"ibrd","PY",2009,"education","oof-loan","unspecified",142435
2257,"ibrd","PY",2009,"governance-and-security","oof-loan","unspecified",90217955
2258,"ibrd","PY",2009,"other","oof-loan","unspecified",57735
2259,"ibrd","PE",2009,"agriculture-and-food-security","oof-loan","unspecified",12404464
2260,"ibrd","PE",2009,"banking-and-business","oof-loan","unspecified",61872994
2261,"ibrd","PE",2009,"education","oof-loan","unspecified",3565562
2262,"ibrd","PE",2009,"environment","oof-loan","unspecified",6319837
2263,"ibrd","PE",2009,"governance-and-security","oof-loan","unspecified",200616284
2264,"ibrd","PE",2009,"health","oof-loan","unspecified",23795742
2265,"ibrd","PE",2009,"industry-and-trade","oof-loan","unspecified",29353161
2266,"ibrd","PE",2009,"infrastructure","oof-loan","unspecified",53274662
2267,"ibrd","PE",2009,"other-social-services","oof-loan","unspecified",874658
2268,"ibrd","PE",2009,"water-and-sanitation","oof-loan","unspecified",5798582
2269,"ibrd","PH",2009,"agriculture-and-food-security","oof-loan","unspecified",8064418
2270,"ibrd","PH",2009,"banking-and-business","oof-loan","unspecified",221809
2271,"ibrd","PH",2009,"education","oof-loan","unspecified",48375214
2272,"ibrd","PH",2009,"environment","oof-loan","unspecified",10068063
2273,"ibrd","PH",2009,"governance-and-security","oof-loan","unspecified",13802843
2274,"ibrd","PH",2009,"health","oof-loan","unspecified",20507052
2275,"ibrd","PH",2009,"humanitarian","oof-loan","unspecified",69526415
2276,"ibrd","PH",2009,"infrastructure","oof-loan","unspecified",22702609
2277,"ibrd","PH",2009,"other","oof-loan","unspecified",20505912
2278,"ibrd","PH",2009,"other-social-services","oof-loan","unspecified",144284798
2279,"ibrd","PH",2009,"water-and-sanitation","oof-loan","unspecified",20521655
2280,"ibrd","RS",2009,"agriculture-and-food-security","oof-loan","unspecified",654922
2281,"ibrd","RS",2009,"banking-and-business","oof-loan","unspecified",25583442
2282,"ibrd","RS",2009,"environment","oof-loan","unspecified",251107
2283,"ibrd","RS",2009,"governance-and-security","oof-loan","unspecified",27080185
2284,"ibrd","RS",2009,"health","oof-loan","unspecified",41068
2285,"ibrd","RS",2009,"industry-and-trade","oof-loan","unspecified",514789
2286,"ibrd","RS",2009,"infrastructure","oof-loan","unspecified",3126332
2287,"ibrd","RS",2009,"other-social-services","oof-loan","unspecified",1181501
2288,"ibrd","KN",2009,"education","oof-loan","unspecified",1145468
