"di_id","year","value"
"AL",2015,24596
"AM",2015,69442
"AO",2015,6517204
"AZ",2015,35280
"BA",2015,2672
"BD",2015,16384984
"BF",2015,7691756
"BG",2015,143034
"BI",2015,8099665
"BJ",2015,5088331
"BO",2015,719265
"BR",2015,7542451
"BT",2015,5355
"BW",2015,273052
"BY",2015,0
"BZ",2015,44069
"CD",2015,55191859
"CF",2015,3895820
"CG",2015,1574034
"CI",2015,5045173
"CL",2015,156311
"CM",2015,5460969
"CN",2015,16916948
"CO",2015,2714551
"CR",2015,76597
"CV",2015,33918
"CZ",2015,6315
"DJ",2015,180579
"DO",2015,218525
"EC",2015,607491
"EE",2015,11831
"ET",2015,17152000
"FJ",2015,26328
"FM",2015,19425
"GA",2015,106492
"GE",2015,364128
"GH",2015,3123317
"GM",2015,901627
"GN",2015,4575089
"GT",2015,1492644
"GW",2015,1211385
"GY",2015,53167
"HN",2015,1270684
"HR",2015,38993
"HT",2015,5539743
"HU",2015,25653
"ID",2015,20992519
"IN",2015,186651511
"IR",2015,62515
"JM",2015,50058
"KE",2015,10785205
"KG",2015,75278
"KH",2015,219192
"KI",2015,14704
"KM",2015,107953
"KZ",2015,6916
"LA",2015,828804
"LC",2015,54028
"LK",2015,311565
"LR",2015,2418105
"LS",2015,1165331
"LT",2015,26978
"LV",2015,23925
"MA",2015,427407
"MD",2015,0
"ME",2015,0
"MG",2015,18362364
"MK",2015,29266
"ML",2015,8459289
"MN",2015,6402
"MR",2015,235399
"MU",2015,6052
"MV",2015,16682
"MW",2015,11579827
"MX",2015,3811729
"MY",2015,17941
"MZ",2015,15747337
"NA",2015,405602
"NE",2015,8734974
"NG",2015,84780279
"NI",2015,374065
"NP",2015,2090565
"PA",2015,145806
"PE",2015,969460
"PG",2015,2184589
"PH",2015,10241027
"PK",2015,10436498
"PL",2015,3801
"PS",2015,4724
"PY",2015,181505
"RO",2015,0
"RS",2015,13548
"RU",2015,43146
"RW",2015,6775438
"SB",2015,191220
"SC",2015,969
"SD",2015,3529720
"SI",2015,619
"SK",2015,13005
"SL",2015,1902898
"SN",2015,5431781
"SR",2015,95916
"SS",2015,8440265
"ST",2015,49306
"SV",2015,181399
"SZ",2015,517671
"TD",2015,4565250
"TG",2015,3579639
"TH",2015,27090
"TJ",2015,1618518
"TL",2015,255391
"TM",2015,67932
"TN",2015,78076
"TO",2015,1035
"TR",2015,255829
"TT",2015,3386
"TV",2015,160
"TZ",2015,21397560
"UA",2015,4536
"UG",2015,12793314
"UY",2015,10259
"UZ",2015,6102328
"VE",2015,2418674
"VN",2015,2776304
"VU",2015,34975
"WS",2015,2014
"XK",2015,14140
"ZA",2015,8665601
"ZM",2015,9368348
"ZW",2015,2575025
"AL",2014,24596
"AM",2014,69442
"AO",2014,6517204
"AZ",2014,35280
"BA",2014,2672
"BD",2014,16384984
"BF",2014,7691756
"BG",2014,143034
"BI",2014,8099665
"BJ",2014,5088331
"BO",2014,719265
"BR",2014,7542451
"BT",2014,5355
"BW",2014,273052
"BY",2014,0
"BZ",2014,44069
"CD",2014,55191859
"CF",2014,3895820
"CG",2014,1574034
"CI",2014,5045173
"CL",2014,156311
"CM",2014,5460969
"CN",2014,16916948
"CO",2014,2714551
"CR",2014,76597
"CV",2014,33918
"CZ",2014,6315
"DJ",2014,180579
"DO",2014,218525
"EC",2014,607491
"EE",2014,11831
"ET",2014,17152000
"FJ",2014,26328
"FM",2014,19425
"GA",2014,106492
"GE",2014,364128
"GH",2014,3123317
"GM",2014,901627
"GN",2014,4575089
"GT",2014,1492644
"GW",2014,1211385
"GY",2014,53167
"HN",2014,1270684
"HR",2014,38993
"HT",2014,5539743
"HU",2014,25653
"ID",2014,20992519
"IN",2014,186651511
"IR",2014,62515
"JM",2014,50058
"KE",2014,10785205
"KG",2014,75278
"KH",2014,219192
"KI",2014,14704
"KM",2014,107953
"KZ",2014,6916
"LA",2014,828804
"LC",2014,54028
"LK",2014,311565
"LR",2014,2418105
"LS",2014,1165331
"LT",2014,26978
"LV",2014,23925
"MA",2014,427407
"MD",2014,0
"ME",2014,0
"MG",2014,18362364
"MK",2014,29266
"ML",2014,8459289
"MN",2014,6402
"MR",2014,235399
"MU",2014,6052
"MV",2014,16682
"MW",2014,11579827
"MX",2014,3811729
"MY",2014,17941
"MZ",2014,15747337
"NA",2014,405602
"NE",2014,8734974
"NG",2014,84780279
"NI",2014,374065
"NP",2014,2090565
"PA",2014,145806
"PE",2014,969460
"PG",2014,2184589
"PH",2014,10241027
"PK",2014,10436498
"PL",2014,3801
"PS",2014,4724
"PY",2014,181505
"RO",2014,0
"RS",2014,13548
"RU",2014,43146
"RW",2014,6775438
"SB",2014,191220
"SC",2014,969
"SD",2014,3529720
"SI",2014,619
"SK",2014,13005
"SL",2014,1902898
"SN",2014,5431781
"SR",2014,95916
"SS",2014,8440265
"ST",2014,49306
"SV",2014,181399
"SZ",2014,517671
"TD",2014,4565250
"TG",2014,3579639
"TH",2014,27090
"TJ",2014,1618518
"TL",2014,255391
"TM",2014,67932
"TN",2014,78076
"TO",2014,1035
"TR",2014,255829
"TT",2014,3386
"TV",2014,160
"TZ",2014,21397560
"UA",2014,4536
"UG",2014,12793314
"UY",2014,10259
"UZ",2014,6102328
"VE",2014,2418674
"VN",2014,2776304
"VU",2014,34975
"WS",2014,2014
"XK",2014,14140
"ZA",2014,8665601
"ZM",2014,9368348
"ZW",2014,2575025
"AL",2013,29546
"AM",2013,73009
"AO",2013,6434187
"AZ",2013,34842
"BA",2013,2676
"BD",2013,18387415
"BF",2013,7706842
"BG",2013,147482
"BI",2013,7878774
"BJ",2013,5172470
"BO",2013,800795
"BR",2013,9947432
"BT",2013,10414
"BW",2013,283817
"BY",2013,0
"BZ",2013,43334
"CD",2013,55060366
"CF",2013,3801988
"CG",2013,1596462
"CI",2013,5483463
"CL",2013,161698
"CM",2013,5848200
"CN",2013,25111530
"CO",2013,2897353
"CR",2013,79068
"CV",2013,34443
"CZ",2013,6309
"DJ",2013,194698
"DO",2013,238529
"EC",2013,693796
"EE",2013,12916
"ET",2013,20377330
"FJ",2013,33459
"FM",2013,18016
"GA",2013,110574
"GE",2013,433862
"GH",2013,3152814
"GM",2013,840282
"GN",2013,4258526
"GT",2013,1591046
"GW",2013,1182905
"GY",2013,57610
"HN",2013,1485827
"HR",2013,39152
"HT",2013,5532734
"HU",2013,25722
"ID",2013,24699672
"IN",2013,217898658
"IR",2013,61722
"JM",2013,49950
"KE",2013,10945067
"KG",2013,186459
"KH",2013,254828
"KI",2013,15044
"KM",2013,104937
"KZ",2013,6814
"LA",2013,992920
"LC",2013,53415
"LK",2013,366306
"LR",2013,2322029
"LS",2013,1169222
"LT",2013,30168
"LV",2013,24756
"MA",2013,451611
"MD",2013,2847
"ME",2013,6461
"MG",2013,17885739
"MK",2013,45389
"ML",2013,8581433
"MN",2013,8863
"MR",2013,267990
"MU",2013,6293
"MV",2013,18353
"MW",2013,11381659
"MX",2013,3501845
"MY",2013,26519
"MZ",2013,15867074
"NA",2013,422621
"NE",2013,8634173
"NG",2013,85958936
"NI",2013,414412
"NP",2013,2354839
"PA",2013,108843
"PE",2013,1130922
"PG",2013,2301561
"PH",2013,11406129
"PK",2013,10998394
"PL",2013,3804
"PS",2013,11258
"PY",2013,141598
"RO",2013,0
"RS",2013,13612
"RU",2013,43052
"RW",2013,6694493
"SB",2013,185306
"SC",2013,953
"SD",2013,3570349
"SI",2013,618
"SK",2013,12992
"SL",2013,1953755
"SN",2013,5335735
"SR",2013,95061
"SS",2013,8076081
"ST",2013,50959
"SV",2013,197913
"SZ",2013,513513
"TD",2013,4587880
"TG",2013,3596005
"TH",2013,26981
"TJ",2013,1830043
"TL",2013,256783
"TM",2013,107946
"TN",2013,109954
"TO",2013,1030
"TR",2013,251538
"TT",2013,3640
"TV",2013,178
"TZ",2013,22013580
"UA",2013,0
"UG",2013,12669021
"UY",2013,11587
"UZ",2013,7007349
"VE",2013,2437222
"VN",2013,2854352
"VU",2013,36228
"WS",2013,2132
"XK",2013,14181
"ZA",2013,8521393
"ZM",2013,9223882
"ZW",2013,2602697
"AL",2012,30743
"AM",2012,51823
"AO",2012,6635547
"AZ",2012,34394
"BA",2012,2680
"BD",2012,21285788
"BF",2012,7678228
"BG",2012,148310
"BI",2012,7677463
"BJ",2012,5283176
"BO",2012,928656
"BR",2012,9290233
"BT",2012,16139
"BW",2012,316084
"BY",2012,0
"BZ",2012,45994
"CD",2012,54180426
"CF",2012,2976344
"CG",2012,1569173
"CI",2012,5931952
"CL",2012,177362
"CM",2012,6166456
"CN",2012,87389967
"CO",2012,3323864
"CR",2012,80051
"CV",2012,33909
"CZ",2012,6306
"DJ",2012,156282
"DO",2012,263015
"EC",2012,906666
"EE",2012,13095
"ET",2012,24384575
"FJ",2012,39862
"FM",2012,15848
"GA",2012,116978
"GE",2012,592493
"GH",2012,3343784
"GM",2012,820608
"GN",2012,4101466
"GT",2012,1682879
"GW",2012,1135593
"GY",2012,62265
"HN",2012,1652438
"HR",2012,39262
"HT",2012,5546707
"HU",2012,25793
"ID",2012,29169252
"IN",2012,251707056
"IR",2012,68541
"JM",2012,49824
"KE",2012,11205820
"KG",2012,163170
"KH",2012,321860
"KI",2012,14810
"KM",2012,105207
"KZ",2012,10075
"LA",2012,1082294
"LC",2012,52512
"LK",2012,392141
"LR",2012,2429033
"LS",2012,1182554
"LT",2012,30774
"LV",2012,28074
"MA",2012,547538
"MD",2012,12102
"ME",2012,7820
"MG",2012,17353432
"MK",2012,47593
"ML",2012,8214067
"MN",2012,10672
"MR",2012,298011
"MU",2012,6656
"MV",2012,18865
"MW",2012,11155160
"MX",2012,3271502
"MY",2012,31924
"MZ",2012,16005881
"NA",2012,442517
"NE",2012,8212984
"NG",2012,86122262
"NI",2012,470163
"NP",2012,2560298
"PA",2012,165100
"PE",2012,1245557
"PG",2012,2374701
"PH",2012,12587871
"PK",2012,12080412
"PL",2012,7613
"PS",2012,3238
"PY",2012,236667
"RO",2012,1225546
"RS",2012,11519
"RU",2012,57281
"RW",2012,6406035
"SB",2012,184024
"SC",2012,1095
"SD",2012,3590222
"SI",2012,617
"SK",2012,12978
"SL",2012,2662011
"SN",2012,5193723
"SR",2012,94185
"SS",2012,8104798
"ST",2012,52867
"SV",2012,252605
"SZ",2012,510414
"TD",2012,4569938
"TG",2012,3570436
"TH",2012,40298
"TJ",2012,1940698
"TL",2012,258745
"TM",2012,163982
"TN",2012,142263
"TO",2012,1027
"TR",2012,194608
"TT",2012,3756
"TV",2012,210
"TZ",2012,22629984
"UA",2012,0
"UG",2012,12262775
"UY",2012,13587
"UZ",2012,8000408
"VE",2012,2457004
"VN",2012,2868537
"VU",2012,36432
"WS",2012,1568
"XK",2012,10109
"ZA",2012,8492205
"ZM",2012,9142543
"ZW",2012,2666940
"AL",2011,25562
"AM",2011,80136
"AO",2011,6600243
"AZ",2011,33940
"BA",2011,2683
"BD",2011,23486399
"BF",2011,7948731
"BG",2011,160928
"BI",2011,7456179
"BJ",2011,5193835
"BO",2011,802228
"BR",2011,11028467
"BT",2011,28924
"BW",2011,331009
"BY",2011,0
"BZ",2011,44968
"CD",2011,56274216
"CF",2011,2960945
"CG",2011,1544398
"CI",2011,6463529
"CL",2011,223617
"CM",2011,6280810
"CN",2011,106186270
"CO",2011,3053544
"CR",2011,80509
"CV",2011,33374
"CZ",2011,5248
"DJ",2011,156323
"DO",2011,290787
"EC",2011,889389
"EE",2011,16062
"ET",2011,27496761
"FJ",2011,39810
"FM",2011,15201
"GA",2011,124764
"GE",2011,689363
"GH",2011,3676954
"GM",2011,830297
"GN",2011,4630651
"GT",2011,1735182
"GW",2011,1069205
"GY",2011,66744
"HN",2011,1429015
"HR",2011,34673
"HT",2011,5568530
"HU",2011,12963
"ID",2011,33244961
"IN",2011,264832788
"IR",2011,75184
"JM",2011,49677
"KE",2011,11274511
"KG",2011,99814
"KH",2011,491787
"KI",2011,14747
"KM",2011,103601
"KZ",2011,4967
"LA",2011,1070277
"LC",2011,50574
"LK",2011,476345
"LR",2011,2500779
"LS",2011,1195781
"LT",2011,26345
"LV",2011,26982
"MA",2011,556297
"MD",2011,9968
"ME",2011,1302
"MG",2011,17353933
"MK",2011,47515
"ML",2011,7710084
"MN",2011,15727
"MR",2011,334805
"MU",2011,6262
"MV",2011,18737
"MW",2011,10742517
"MX",2011,3887798
"MY",2011,42859
"MZ",2011,16095887
"NA",2011,457665
"NE",2011,8530861
"NG",2011,85291764
"NI",2011,528509
"NP",2011,4191038
"PA",2011,146543
"PE",2011,1291579
"PG",2011,2498018
"PH",2011,12615915
"PK",2011,13772003
"PL",2011,7613
"PS",2011,10603
"PY",2011,344269
"RO",2011,0
"RS",2011,9404
"RU",2011,114369
"RW",2011,6351803
"SB",2011,186080
"SC",2011,1084
"SD",2011,4426491
"SI",2011,0
"SK",2011,19434
"SL",2011,3092132
"SN",2011,5072990
"SR",2011,93277
"SS",2011,4835707
"ST",2011,54734
"SV",2011,274301
"SZ",2011,512506
"TD",2011,4726318
"TG",2011,3557556
"TH",2011,26761
"TJ",2011,1543031
"TL",2011,368049
"TM",2011,245120
"TN",2011,185724
"TO",2011,1023
"TR",2011,205848
"TT",2011,5740
"TV",2011,210
"TZ",2011,21959317
"UA",2011,0
"UG",2011,12672901
"UY",2011,10834
"UZ",2011,9162695
"VE",2011,2507234
"VN",2011,3505626
"VU",2011,36354
"WS",2011,1556
"XK",2011,25252
"ZA",2011,8536673
"ZM",2011,9056502
"ZW",2011,3050697
"AL",2010,21265
"AM",2010,75273
"AO",2010,6433890
"AZ",2010,60664
"BA",2010,2685
"BD",2010,28079427
"BF",2010,8128674
"BG",2010,142735
"BI",2010,7244377
"BJ",2010,4980281
"BO",2010,1005710
"BR",2010,11400456
"BT",2010,40334
"BW",2010,349565
"BY",2010,0
"BZ",2010,44768
"CD",2010,56562227
"CF",2010,2924792
"CG",2010,1526812
"CI",2010,5759681
"CL",2010,255226
"CM",2010,6317216
"CN",2010,149555419
"CO",2010,3700999
"CR",2010,73179
"CV",2010,35700
"CZ",2010,4190
"DJ",2010,154446
"DO",2010,258337
"EC",2010,1052896
"EE",2010,12250
"ET",2010,29368232
"FJ",2010,33796
"FM",2010,15305
"GA",2010,135845
"GE",2010,768711
"GH",2010,4566870
"GM",2010,733747
"GN",2010,5110858
"GT",2010,1717782
"GW",2010,1096219
"GY",2010,72172
"HN",2010,1160849
"HR",2010,0
"HT",2010,5682782
"HU",2010,8000
"ID",2010,38537294
"IN",2010,310208095
"IR",2010,133656
"JM",2010,49511
"KE",2010,11618587
"KG",2010,222274
"KH",2010,660725
"KI",2010,14463
"KM",2010,101311
"KZ",2010,19586
"LA",2010,1145053
"LC",2010,49778
"LK",2010,480820
"LR",2010,2576651
"LS",2010,1199315
"LT",2010,52964
"LV",2010,40483
"MA",2010,642155
"MD",2010,18879
"ME",2010,0
"MG",2010,17234625
"MK",2010,27430
"ML",2010,7442587
"MN",2010,20616
"MR",2010,365245
"MU",2010,5877
"MV",2010,25103
"MW",2010,10473282
"MX",2010,4507467
"MY",2010,59051
"MZ",2010,16212683
"NA",2010,476240
"NE",2010,8980145
"NG",2010,84574826
"NI",2010,553116
"NP",2010,4028699
"PA",2010,165457
"PE",2010,1392311
"PG",2010,2623284
"PH",2010,12188096
"PK",2010,14079636
"PL",2010,144563
"PS",2010,10290
"PY",2010,376940
"RO",2010,967800
"RS",2010,7291
"RU",2010,214274
"RW",2010,6201936
"SB",2010,210997
"SC",2010,1284
"SD",2010,5265550
"SI",2010,205
"SK",2010,22644
"SL",2010,3067004
"SN",2010,4826405
"SR",2010,97566
"SS",2010,4275008
"ST",2010,55160
"SV",2010,437173
"SZ",2010,501480
"TD",2010,4412367
"TG",2010,3543727
"TH",2010,93369
"TJ",2010,998509
"TL",2010,372497
"TM",2010,386721
"TN",2010,209887
"TO",2010,1019
"TR",2010,564021
"TT",2010,8101
"TV",2010,261
"TZ",2010,22605150
"UA",2010,0
"UG",2010,13379105
"UY",2010,7761
"UZ",2010,10028259
"VE",2010,2511032
"VN",2010,4155374
"VU",2010,36296
"WS",2010,2270
"XK",2010,38532
"ZA",2010,8727677
"ZM",2010,8965614
"ZW",2010,3563344
"AL",2009,16101
"AM",2009,47161
"AO",2009,6202201
"AZ",2009,51894
"BA",2009,2495
"BD",2009,28946817
"BF",2009,8385202
"BG",2009,85611
"BI",2009,6998630
"BJ",2009,4728148
"BO",2009,1163249
"BR",2009,12156140
"BT",2009,36701
"BW",2009,366115
"BY",2009,2852
"BZ",2009,44515
"CD",2009,55669732
"CF",2009,2879893
"CG",2009,1701208
"CI",2009,5672207
"CL",2009,289475
"CM",2009,6021353
"CN",2009,171932229
"CO",2009,4214630
"CR",2009,149459
"CV",2009,35016
"CZ",2009,7311
"DJ",2009,153235
"DO",2009,318428
"EC",2009,1310465
"EE",2009,9742
"ET",2009,29207439
"FJ",2009,34074
"FM",2009,15132
"GA",2009,137025
"GE",2009,612612
"GH",2009,4811401
"GM",2009,737341
"GN",2009,5369672
"GT",2009,1625633
"GW",2009,1044807
"GY",2009,76126
"HN",2009,1036587
"HR",2009,1329
"HT",2009,5532433
"HU",2009,7016
"ID",2009,43949130
"IN",2009,377610659
"IR",2009,190765
"JM",2009,45449
"KE",2009,11885062
"KG",2009,114664
"KH",2009,700145
"KI",2009,13602
"KM",2009,98322
"KZ",2009,27358
"LA",2009,1154639
"LC",2009,47434
"LK",2009,481205
"LR",2009,2525628
"LS",2009,1195343
"LT",2009,76226
"LV",2009,6211
"MA",2009,688215
"MD",2009,36726
"ME",2009,0
"MG",2009,16002022
"MK",2009,27384
"ML",2009,7237073
"MN",2009,26295
"MR",2009,367002
"MU",2009,5426
"MV",2009,26136
"MW",2009,10258171
"MX",2009,4438993
"MY",2009,77451
"MZ",2009,16009571
"NA",2009,486433
"NE",2009,9509104
"NG",2009,82989260
"NI",2009,613692
"NP",2009,5741357
"PA",2009,119952
"PE",2009,1818398
"PG",2009,2631332
"PH",2009,10978697
"PK",2009,16776989
"PL",2009,7630
"PS",2009,4072
"PY",2009,394633
"RO",2009,757671
"RS",2009,8785
"RU",2009,57114
"RW",2009,6228280
"SB",2009,202767
"SC",2009,786
"SD",2009,5266357
"SI",2009,204
"SK",2009,0
"SL",2009,3044967
"SN",2009,4677848
"SR",2009,97892
"SS",2009,4110058
"ST",2009,53419
"SV",2009,384765
"SZ",2009,493234
"TD",2009,4563352
"TG",2009,3468139
"TH",2009,113132
"TJ",2009,351469
"TL",2009,431770
"TM",2009,470263
"TN",2009,233847
"TO",2009,1127
"TR",2009,619973
"TT",2009,7533
"TV",2009,235
"TZ",2009,22380811
"UA",2009,32237
"UG",2009,13295030
"UY",2009,11433
"UZ",2009,10961181
"VE",2009,2408919
"VN",2009,9011119
"VU",2009,35679
"WS",2009,1893
"XK",2009,47031
"ZA",2009,8523564
"ZM",2009,8582212
"ZW",2009,3926263
"AL",2008,10905
"AM",2008,44328
"AO",2008,5978470
"AZ",2008,42941
"BA",2008,2304
"BD",2008,29798747
"BF",2008,7998760
"BG",2008,88412
"BI",2008,6758377
"BJ",2008,4483173
"BO",2008,1143350
"BR",2008,12251014
"BT",2008,33151
"BW",2008,336308
"BY",2008,0
"BZ",2008,44210
"CD",2008,54769201
"CF",2008,2836196
"CG",2008,1861577
"CI",2008,5589730
"CL",2008,259677
"CM",2008,5736090
"CN",2008,194061958
"CO",2008,4808968
"CR",2008,120040
"CV",2008,34400
"CZ",2008,4154
"DJ",2008,152050
"DO",2008,362332
"EC",2008,1294505
"EE",2008,6685
"ET",2008,29028015
"FJ",2008,34318
"FM",2008,14981
"GA",2008,138090
"GE",2008,623441
"GH",2008,5039270
"GM",2008,740060
"GN",2008,5610960
"GT",2008,1536218
"GW",2008,995793
"GY",2008,80046
"HN",2008,1171678
"HR",2008,0
"HT",2008,5383436
"HU",2008,3011
"ID",2008,50720245
"IN",2008,360557517
"IR",2008,398919
"JM",2008,41415
"KE",2008,12131137
"KG",2008,213280
"KH",2008,1411480
"KI",2008,12757
"KM",2008,95420
"KZ",2008,20376
"LA",2008,1163142
"LC",2008,45065
"LK",2008,554876
"LR",2008,2463702
"LS",2008,1192388
"LT",2008,45735
"LV",2008,32224
"MA",2008,733603
"MD",2008,46054
"ME",2008,1172
"MG",2008,14823545
"MK",2008,27335
"ML",2008,7130192
"MN",2008,31819
"MR",2008,368430
"MU",2008,4976
"MV",2008,21973
"MW",2008,10048906
"MX",2008,4368967
"MY",2008,89751
"MZ",2008,15806672
"NA",2008,500575
"NE",2008,9990882
"NG",2008,80892225
"NI",2008,633300
"NP",2008,7421069
"PA",2008,192077
"PE",2008,2274179
"PG",2008,2999366
"PH",2008,11856011
"PK",2008,19359612
"PL",2008,3813
"PS",2008,31291
"PY",2008,300542
"RO",2008,1014571
"RS",2008,5145
"RU",2008,99920
"RW",2008,6241176
"SB",2008,194719
"SC",2008,322
"SD",2008,5208438
"SI",2008,202
"SK",2008,16138
"SL",2008,3022654
"SN",2008,4538443
"SR",2008,98139
"SS",2008,3919179
"ST",2008,51729
"SV",2008,415491
"SZ",2008,480998
"TD",2008,4700970
"TG",2008,3393882
"TH",2008,99680
"TJ",2008,504158
"TL",2008,488931
"TM",2008,551748
"TN",2008,257190
"TO",2008,1347
"TR",2008,436135
"TT",2008,6971
"TV",2008,208
"TZ",2008,22150733
"UA",2008,4626
"UG",2008,13621536
"UY",2008,11058
"UZ",2008,11969548
"VE",2008,2308382
"VN",2008,13763694
"VU",2008,35062
"WS",2008,1523
"XK",2008,45082
"ZA",2008,8326132
"ZM",2008,8216284
"ZW",2008,4282110
"AL",2007,14751
"AM",2007,106676
"AO",2007,4649540
"AZ",2007,14016
"BA",2007,2304
"BD",2007,21798333
"BF",2007,5277681
"BG",2007,31690
"BI",2007,6567294
"BJ",2007,2924025
"BO",2007,1312366
"BR",2007,14651624
"BT",2007,54177
"BW",2007,271933
"BY",2007,7648
"BZ",2007,26886
"CD",2007,36387582
"CF",2007,1835059
"CG",2007,1223321
"CI",2007,3498933
"CL",2007,265049
"CM",2007,5584160
"CN",2007,146724530
"CO",2007,3122496
"CR",2007,104867
"CV",2007,38839
"CZ",2007,12359
"DJ",2007,104097
"DO",2007,412488
"EC",2007,1427651
"EE",2007,6972
"ET",2007,19168700
"FJ",2007,23345
"FM",2007,9023
"GA",2007,83284
"GE",2007,665366
"GH",2007,3528642
"GM",2007,479723
"GN",2007,6061055
"GT",2007,1545334
"GW",2007,624326
"GY",2007,59154
"HN",2007,1243410
"HR",2007,0
"HT",2007,3589275
"HU",2007,11061
"ID",2007,52870759
"IN",2007,251391008
"IR",2007,755460
"JM",2007,27867
"KE",2007,8110684
"KG",2007,523679
"KH",2007,2322896
"KI",2007,13050
"KM",2007,59897
"KZ",2007,82066
"LA",2007,1165356
"LC",2007,31205
"LK",2007,644127
"LR",2007,2417732
"LS",2007,794127
"LT",2007,39745
"LV",2007,440
"MA",2007,846609
"MD",2007,39704
"ME",2007,2217
"MG",2007,9585432
"MK",2007,40926
"ML",2007,6929146
"MN",2007,34743
"MR",2007,268814
"MU",2007,5082
"MV",2007,19090
"MW",2007,6567410
"MX",2007,4010791
"MY",2007,138999
"MZ",2007,10839207
"NA",2007,367333
"NE",2007,10462800
"NG",2007,52401006
"NI",2007,495518
"NP",2007,5914704
"PA",2007,278854
"PE",2007,2837765
"PG",2007,2085722
"PH",2007,13157999
"PK",2007,20977495
"PL",2007,11436
"PS",2007,33547
"PY",2007,507720
"RO",2007,762229
"RS",2007,25836
"RU",2007,285610
"RW",2007,4171993
"SB",2007,138240
"SC",2007,315
"SD",2007,4310144
"SI",2007,605
"SK",2007,19886
"SL",2007,2012141
"SN",2007,2994136
"SR",2007,66293
"SS",2007,2535336
"ST",2007,34851
"SV",2007,268790
"SZ",2007,328578
"TD",2007,2946038
"TG",2007,3287440
"TH",2007,225602
"TJ",2007,734749
"TL",2007,473770
"TM",2007,555944
"TN",2007,190187
"TO",2007,1025
"TR",2007,994072
"TT",2007,4451
"TV",2007,183
"TZ",2007,21894553
"UA",2007,37207
"UG",2007,9707397
"UY",2007,20372
"UZ",2007,9226471
"VE",2007,2414265
"VN",2007,16077312
