"di_id","year","direction","flow_type","flow_name","value"
"FR",2014,"out","official","oofs-out",1116372469.5375
"FR",2014,"out","private","pda-out",933203084.789613
"FR",2014,"out","private","remittances-devcountries",8433241888.38364
"GB",2014,"in","official","oda-capital-repay",567780967.4056
"GB",2014,"in","official","oda-interest",0
"GB",2014,"in","official","oofs-capital-repay",68549405.9952
"GB",2014,"in","official","oofs-interest",0
"GB",2014,"out","commercial","fdi-devcountries",9536131773.46059
"GB",2014,"out","official","dfis-out",0
"GB",2014,"out","official","oda-out",18697399669.0104
"GB",2014,"out","official","oofs-out",107076763.1856
"GB",2014,"out","private","pda-out",0
"GB",2014,"out","private","remittances-devcountries",13319050126.7813
"GR",2014,"in","official","oda-capital-repay",0
"GR",2014,"in","official","oda-interest",0
"GR",2014,"in","official","oofs-capital-repay",0
"GR",2014,"in","official","oofs-interest",0
"GR",2014,"out","commercial","fdi-devcountries",989522349.222358
"GR",2014,"out","official","dfis-out",0
"GR",2014,"out","official","oda-out",203420995.5864
"GR",2014,"out","official","oofs-out",0
"GR",2014,"out","private","pda-out",0
"GR",2014,"out","private","remittances-devcountries",878307140.07597
"HR",2014,"in","official","oda-capital-repay",0
"HR",2014,"in","official","oda-interest",0
"HR",2014,"in","official","oofs-capital-repay",0
"HR",2014,"in","official","oofs-interest",0
"HR",2014,"out","commercial","fdi-devcountries",0
"HR",2014,"out","official","dfis-out",0
"HR",2014,"out","official","oda-out",64668415.9617
"HR",2014,"out","official","oofs-out",0
"HR",2014,"out","private","pda-out",0
"HR",2014,"out","private","remittances-devcountries",855729973.243274
"HU",2014,"in","official","oda-capital-repay",0
"HU",2014,"in","official","oda-interest",0
"HU",2014,"in","official","oofs-capital-repay",0
"HU",2014,"in","official","oofs-interest",0
"HU",2014,"out","commercial","fdi-devcountries",361425861.379316
"HU",2014,"out","official","dfis-out",0
"HU",2014,"out","official","oda-out",121489433.1867
"HU",2014,"out","official","oofs-out",0
"HU",2014,"out","private","pda-out",0
"HU",2014,"out","private","remittances-devcountries",220366226.761901
"IE",2014,"in","official","oda-capital-repay",0
"IE",2014,"in","official","oda-interest",0
"IE",2014,"in","official","oofs-capital-repay",0
"IE",2014,"in","official","oofs-interest",0
"IE",2014,"out","commercial","fdi-devcountries",637698405.413296
"IE",2014,"out","official","dfis-out",0
"IE",2014,"out","official","oda-out",705208327.6044
"IE",2014,"out","official","oofs-out",0
"IE",2014,"out","private","pda-out",0
"IE",2014,"out","private","remittances-devcountries",659148387.108204
"IL",2014,"in","official","oda-capital-repay",0
"IL",2014,"in","official","oda-interest",0
"IL",2014,"in","official","oofs-capital-repay",0
"IL",2014,"in","official","oofs-interest",0
"IL",2014,"out","commercial","fdi-devcountries",211950121.383
"IL",2014,"out","official","dfis-out",0
"IL",2014,"out","official","oda-out",189082167.82
"IL",2014,"out","official","oofs-out",0
"IL",2014,"out","private","pda-out",0
"IL",2014,"out","private","remittances-devcountries",1261744674.25635
"IS",2014,"in","official","oda-capital-repay",0
"IS",2014,"in","official","oda-interest",0
"IS",2014,"in","official","oofs-capital-repay",0
"IS",2014,"in","official","oofs-interest",0
"IS",2014,"out","commercial","fdi-devcountries",11071933.2235283
"IS",2014,"out","official","dfis-out",0
"IS",2014,"out","official","oda-out",35101268.345
"IS",2014,"out","official","oofs-out",0
"IS",2014,"out","private","pda-out",0
"IS",2014,"out","private","remittances-devcountries",27224503.4261353
"IT",2014,"in","official","oda-capital-repay",50561311.2017
"IT",2014,"in","official","oda-interest",6905033.6946
"IT",2014,"in","official","oofs-capital-repay",109203.6959
"IT",2014,"in","official","oofs-interest",0
"IT",2014,"out","commercial","fdi-devcountries",8563232205.69569
"IT",2014,"out","official","dfis-out",0
"IT",2014,"out","official","oda-out",3441084060.3677
"IT",2014,"out","official","oofs-out",80718331.8387
"IT",2014,"out","private","pda-out",0
"IT",2014,"out","private","remittances-devcountries",7418738480.42895
"JP",2014,"in","official","oda-capital-repay",5762441638.4875
"JP",2014,"in","official","oda-interest",1465183258.9454
"JP",2014,"in","official","oofs-capital-repay",5739646837.3311
"JP",2014,"in","official","oofs-interest",656701402.5458
"JP",2014,"out","commercial","fdi-devcountries",31032943379.2107
"JP",2014,"out","official","dfis-out",0
"JP",2014,"out","official","oda-out",14246339199.6522
"JP",2014,"out","official","oofs-out",4935387565.7611
"JP",2014,"out","private","pda-out",0
