"di_id","year","direction","flow_type","flow_name","value"
"JP",2013,"in","official","oda-interest",3698080509.11143
"JP",2013,"in","official","oofs-capital-repay",4669542136.43665
"JP",2013,"in","official","oofs-interest",683360921.877166
"JP",2013,"out","commercial","fdi-devcountries",0
"JP",2013,"out","official","dfis-out",0
"JP",2013,"out","official","oda-out",18792940984.9783
"JP",2013,"out","official","oofs-out",5931443683.9477
"JP",2013,"out","private","pda-out",0
"JP",2013,"out","private","remittances-devcountries",5246545008.76277
"KR",2013,"in","official","oda-capital-repay",65021818.5470796
"KR",2013,"in","official","oda-interest",37912003.3252497
"KR",2013,"in","official","oofs-capital-repay",4968658711.02883
"KR",2013,"in","official","oofs-interest",431948397.519083
"KR",2013,"out","commercial","fdi-devcountries",16408723023.8295
"KR",2013,"out","official","dfis-out",0
"KR",2013,"out","official","oda-out",1809450977.05499
"KR",2013,"out","official","oofs-out",6275683721.08042
"KR",2013,"out","private","pda-out",345450749.910199
"KR",2013,"out","private","remittances-devcountries",5058603756.82254
"KW",2013,"in","official","oda-capital-repay",279135161.2726
"KW",2013,"in","official","oda-interest",106004911.250034
"KW",2013,"in","official","oofs-capital-repay",0
"KW",2013,"in","official","oofs-interest",0
"KW",2013,"out","commercial","fdi-devcountries",0
"KW",2013,"out","official","dfis-out",0
"KW",2013,"out","official","oda-out",487156180.945541
"KW",2013,"out","official","oofs-out",0
"KW",2013,"out","private","pda-out",0
"KW",2013,"out","private","remittances-devcountries",10085203984.2544
"LI",2013,"in","official","oda-capital-repay",0
"LI",2013,"in","official","oda-interest",0
"LI",2013,"in","official","oofs-capital-repay",0
"LI",2013,"in","official","oofs-interest",0
"LI",2013,"out","commercial","fdi-devcountries",0
"LI",2013,"out","official","dfis-out",0
"LI",2013,"out","official","oda-out",25439970.3755415
"LI",2013,"out","official","oofs-out",0
"LI",2013,"out","private","pda-out",0
"LI",2013,"out","private","remittances-devcountries",2429284.15410317
"LT",2013,"in","official","oda-capital-repay",0
"LT",2013,"in","official","oda-interest",0
"LT",2013,"in","official","oofs-capital-repay",0
"LT",2013,"in","official","oofs-interest",0
"LT",2013,"out","commercial","fdi-devcountries",0
"LT",2013,"out","official","dfis-out",0
"LT",2013,"out","official","oda-out",42662535.5546794
"LT",2013,"out","official","oofs-out",0
"LT",2013,"out","private","pda-out",0
"LT",2013,"out","private","remittances-devcountries",84223232.5734905
"LU",2013,"in","official","oda-capital-repay",2821629.38362041
"LU",2013,"in","official","oda-interest",0
"LU",2013,"in","official","oofs-capital-repay",0
"LU",2013,"in","official","oofs-interest",0
"LU",2013,"out","commercial","fdi-devcountries",0
"LU",2013,"out","official","dfis-out",0
"LU",2013,"out","official","oda-out",376713648.911321
"LU",2013,"out","official","oofs-out",0
"LU",2013,"out","private","pda-out",0
"LU",2013,"out","private","remittances-devcountries",50903676.1196327
"LV",2013,"in","official","oda-capital-repay",0
"LV",2013,"in","official","oda-interest",0
"LV",2013,"in","official","oofs-capital-repay",0
"LV",2013,"in","official","oofs-interest",0
"LV",2013,"out","commercial","fdi-devcountries",24891424.8355542
"LV",2013,"out","official","dfis-out",0
"LV",2013,"out","official","oda-out",20216674.9543151
"LV",2013,"out","official","oofs-out",0
"LV",2013,"out","private","pda-out",0
"LV",2013,"out","private","remittances-devcountries",118994353.552687
"MT",2013,"in","official","oda-capital-repay",0
"MT",2013,"in","official","oda-interest",0
"MT",2013,"in","official","oofs-capital-repay",0
"MT",2013,"in","official","oofs-interest",0
"MT",2013,"out","commercial","fdi-devcountries",0
"MT",2013,"out","official","dfis-out",0
"MT",2013,"out","official","oda-out",16443380.4141962
"MT",2013,"out","official","oofs-out",0
"MT",2013,"out","private","pda-out",0
"MT",2013,"out","private","remittances-devcountries",15505575.1505467
"NL",2013,"in","official","oda-capital-repay",150002621.809992
"NL",2013,"in","official","oda-interest",0
"NL",2013,"in","official","oofs-capital-repay",0
"NL",2013,"in","official","oofs-interest",0
"NL",2013,"out","commercial","fdi-devcountries",90085950884.3362
"NL",2013,"out","official","dfis-out",0
"NL",2013,"out","official","oda-out",4739800813.19211
"NL",2013,"out","official","oofs-out",0
"NL",2013,"out","private","pda-out",0
"NL",2013,"out","private","remittances-devcountries",1839773715.30623
"NO",2013,"in","official","oda-capital-repay",65708812.6696235
"NO",2013,"in","official","oda-interest",0
"NO",2013,"in","official","oofs-capital-repay",72534.2892920007
"NO",2013,"in","official","oofs-interest",0
"NO",2013,"out","commercial","fdi-devcountries",0
"NO",2013,"out","official","dfis-out",0
"NO",2013,"out","official","oda-out",4114108621.49764
"NO",2013,"out","official","oofs-out",224856.296805202
"NO",2013,"out","private","pda-out",0
"NO",2013,"out","private","remittances-devcountries",547864882.320691
"NZ",2013,"in","official","oda-capital-repay",0
"NZ",2013,"in","official","oda-interest",0
"NZ",2013,"in","official","oofs-capital-repay",0
"NZ",2013,"in","official","oofs-interest",0
"NZ",2013,"out","commercial","fdi-devcountries",122466667.684415
"NZ",2013,"out","official","dfis-out",0
"NZ",2013,"out","official","oda-out",402028027.099622
"NZ",2013,"out","official","oofs-out",9758175.20020511
"NZ",2013,"out","private","pda-out",0
"NZ",2013,"out","private","remittances-devcountries",1251068845.80106
"PL",2013,"in","official","oda-capital-repay",16137585.4868203
"PL",2013,"in","official","oda-interest",0
"PL",2013,"in","official","oofs-capital-repay",0
"PL",2013,"in","official","oofs-interest",0
"PL",2013,"out","commercial","fdi-devcountries",265006815.413551
"PL",2013,"out","official","dfis-out",0
"PL",2013,"out","official","oda-out",427051295.18285
"PL",2013,"out","official","oofs-out",0
"PL",2013,"out","private","pda-out",0
"PL",2013,"out","private","remittances-devcountries",421866182.55401
"PT",2013,"in","official","oda-capital-repay",26365379.9225723
"PT",2013,"in","official","oda-interest",23708337.4222742
"PT",2013,"in","official","oofs-capital-repay",170870.900340715
"PT",2013,"in","official","oofs-interest",187957.990374786
"PT",2013,"out","commercial","fdi-devcountries",360659407.330065
"PT",2013,"out","official","dfis-out",0
"PT",2013,"out","official","oda-out",451338396.159964
"PT",2013,"out","official","oofs-out",2691216.68036626
"PT",2013,"out","private","pda-out",0
"PT",2013,"out","private","remittances-devcountries",521892851.194165
"QA",2013,"in","official","oda-capital-repay",0
"QA",2013,"in","official","oda-interest",0
"QA",2013,"in","official","oofs-capital-repay",0
"QA",2013,"in","official","oofs-interest",0
"QA",2013,"out","commercial","fdi-devcountries",0
"QA",2013,"out","official","dfis-out",0
"QA",2013,"out","official","oda-out",0
"QA",2013,"out","official","oofs-out",0
"QA",2013,"out","private","pda-out",0
"QA",2013,"out","private","remittances-devcountries",7299795406.37377
"RO",2013,"in","official","oda-capital-repay",0
"RO",2013,"in","official","oda-interest",0
"RO",2013,"in","official","oofs-capital-repay",0
"RO",2013,"in","official","oofs-interest",0
"RO",2013,"out","commercial","fdi-devcountries",0
"RO",2013,"out","official","dfis-out",0
"RO",2013,"out","official","oda-out",120563585.324451
"RO",2013,"out","official","oofs-out",0
"RO",2013,"out","private","pda-out",0
"RO",2013,"out","private","remittances-devcountries",161182717.221193
"RU",2013,"in","official","oda-capital-repay",0
"RU",2013,"in","official","oda-interest",0
"RU",2013,"in","official","oofs-capital-repay",0
"RU",2013,"in","official","oofs-interest",0
"RU",2013,"out","commercial","fdi-devcountries",0
"RU",2013,"out","official","dfis-out",0
"RU",2013,"out","official","oda-out",426452145.017832
"RU",2013,"out","official","oofs-out",0
"RU",2013,"out","private","pda-out",0
"BG",2012,"in","official","oofs-interest",0
"RU",2013,"out","private","remittances-devcountries",13179161660.0385
"SA",2013,"in","official","oda-capital-repay",117897612.556087
"SA",2013,"in","official","oda-interest",0
"SA",2013,"in","official","oofs-capital-repay",0
"SA",2013,"in","official","oofs-interest",0
"SA",2013,"out","commercial","fdi-devcountries",0
"SA",2013,"out","official","dfis-out",0
"SA",2013,"out","official","oda-out",4841506808.97225
"SA",2013,"out","official","oofs-out",0
"SA",2013,"out","private","pda-out",0
"SA",2013,"out","private","remittances-devcountries",34474381288.1632
"SE",2013,"in","official","oda-capital-repay",51696194.8272848
"SE",2013,"in","official","oda-interest",0
"SE",2013,"in","official","oofs-capital-repay",55921364.5968225
"SE",2013,"in","official","oofs-interest",4722248.5659539
"SE",2013,"out","commercial","fdi-devcountries",3648390902.6075
"SE",2013,"out","official","dfis-out",0
"SE",2013,"out","official","oda-out",4723771871.94291
"SE",2013,"out","official","oofs-out",37200735.731793
"SE",2013,"out","private","pda-out",0
"SE",2013,"out","private","remittances-devcountries",1239281589.69609
"SI",2013,"in","official","oda-capital-repay",0
"SI",2013,"in","official","oda-interest",0
"SI",2013,"in","official","oofs-capital-repay",0
"SI",2013,"in","official","oofs-interest",0
"SI",2013,"out","commercial","fdi-devcountries",68384216.1181266
"SI",2013,"out","official","dfis-out",0
"SI",2013,"out","official","oda-out",51978298.9608174
"SI",2013,"out","official","oofs-out",0
"SI",2013,"out","private","pda-out",0
"SI",2013,"out","private","remittances-devcountries",310363517.146895
"SK",2013,"in","official","oda-capital-repay",0
"SK",2013,"in","official","oda-interest",0
"SK",2013,"in","official","oofs-capital-repay",0
"SK",2013,"in","official","oofs-interest",0
"SK",2013,"out","commercial","fdi-devcountries",0
"SK",2013,"out","official","dfis-out",0
"SK",2013,"out","official","oda-out",71747199.6530465
"SK",2013,"out","official","oofs-out",0
"SK",2013,"out","private","pda-out",0
"SK",2013,"out","private","remittances-devcountries",31831699.2862657
"TW",2013,"in","official","oda-capital-repay",0
"TW",2013,"in","official","oda-interest",0
"TW",2013,"in","official","oofs-capital-repay",0
"TW",2013,"in","official","oofs-interest",0
"TW",2013,"out","commercial","fdi-devcountries",0
"TW",2013,"out","official","dfis-out",0
"TW",2013,"out","official","oda-out",244703447.573214
"TW",2013,"out","official","oofs-out",0
"TW",2013,"out","private","pda-out",0
"TW",2013,"out","private","remittances-devcountries",0
"US",2013,"in","official","oda-capital-repay",753983971.714165
"US",2013,"in","official","oda-interest",179747428.787417
"US",2013,"in","official","oofs-capital-repay",1276925734.10581
"US",2013,"in","official","oofs-interest",490361257.013718
"US",2013,"out","commercial","fdi-devcountries",32724303320.9548
"US",2013,"out","official","dfis-out",0
"US",2013,"out","official","oda-out",33030849721.6497
"US",2013,"out","official","oofs-out",2909545951.5778
"US",2013,"out","private","pda-out",0
"US",2013,"out","private","remittances-devcountries",106447896449.131
"AE",2012,"in","official","oda-capital-repay",85764770.5761891
"AE",2012,"in","official","oda-interest",0
"AE",2012,"in","official","oofs-capital-repay",226411.749145167
"AE",2012,"in","official","oofs-interest",0
"AE",2012,"out","commercial","fdi-devcountries",0
"AE",2012,"out","official","dfis-out",0
"AE",2012,"out","official","oda-out",773286688.030402
"AE",2012,"out","official","oofs-out",55081450.3320361
"AE",2012,"out","private","pda-out",0
"AE",2012,"out","private","remittances-devcountries",18426797383.7607
"AT",2012,"in","official","oda-capital-repay",6934083.71391869
"AT",2012,"in","official","oda-interest",126402.567701643
"AT",2012,"in","official","oofs-capital-repay",0
"AT",2012,"in","official","oofs-interest",758415.406209857
"AT",2012,"out","commercial","fdi-devcountries",2832800842.45054
"AT",2012,"out","official","dfis-out",0
"AT",2012,"out","official","oda-out",1005297678.44084
"AT",2012,"out","official","oofs-out",133363737.680069
"AT",2012,"out","private","pda-out",0
"ES",2011,"in","official","oofs-capital-repay",0
"AT",2012,"out","private","remittances-devcountries",2393399772.17763
"AU",2012,"in","official","oda-capital-repay",79259504.0190201
"AU",2012,"in","official","oda-interest",0
"AU",2012,"in","official","oofs-capital-repay",0
"AU",2012,"in","official","oofs-interest",0
"AU",2012,"out","commercial","fdi-devcountries",3299235767.28161
"AU",2012,"out","official","dfis-out",0
"AU",2012,"out","official","oda-out",4034735305.7621
"AU",2012,"out","official","oofs-out",239146695.132068
"AU",2012,"out","private","pda-out",0
"AU",2012,"out","private","remittances-devcountries",6269504292.06442
"BE",2012,"in","official","oda-capital-repay",34201613.6484096
"BE",2012,"in","official","oda-interest",17679.8209606666
"BE",2012,"in","official","oofs-capital-repay",81159218.1199402
"BE",2012,"in","official","oofs-interest",0
"BE",2012,"out","commercial","fdi-devcountries",0
"BE",2012,"out","official","dfis-out",330715725.320667
"BE",2012,"out","official","oda-out",2085494000.69928
"BE",2012,"out","official","oofs-out",129734526.209372
"BE",2012,"out","private","pda-out",0
"BE",2012,"out","private","remittances-devcountries",1005743291.39692
"BG",2012,"in","official","oda-capital-repay",0
"BG",2012,"in","official","oda-interest",0
"BG",2012,"in","official","oofs-capital-repay",0
"BG",2012,"out","commercial","fdi-devcountries",0
"BG",2012,"out","official","dfis-out",0
"BG",2012,"out","official","oda-out",36188229.3184604
"BG",2012,"out","official","oofs-out",0
"BG",2012,"out","private","pda-out",0
"BG",2012,"out","private","remittances-devcountries",17758064.3825871
"CA",2012,"in","official","oda-capital-repay",42295414.570547
"CA",2012,"in","official","oda-interest",1813351.42499487
"CA",2012,"in","official","oofs-capital-repay",2570929.35365939
"CA",2012,"in","official","oofs-interest",18117395.5706154
"CA",2012,"out","commercial","fdi-devcountries",0
"CA",2012,"out","official","dfis-out",0
"CA",2012,"out","official","oda-out",4596297827.26466
"CA",2012,"out","official","oofs-out",290482779.604845
"CA",2012,"out","private","pda-out",0
"CA",2012,"out","private","remittances-devcountries",12603168247.0091
"CH",2012,"in","official","oda-capital-repay",24803563.0681568
"CH",2012,"in","official","oda-interest",0
"CH",2012,"in","official","oofs-capital-repay",0
"CH",2012,"in","official","oofs-interest",0
"CH",2012,"out","commercial","fdi-devcountries",0
"CH",2012,"out","official","dfis-out",0
"CH",2012,"out","official","oda-out",2947726302.3428
"CH",2012,"out","official","oofs-out",0
"CH",2012,"out","private","pda-out",0
"CH",2012,"out","private","remittances-devcountries",940718036.54271
"CY",2012,"in","official","oda-capital-repay",0
"CY",2012,"in","official","oda-interest",0
"CY",2012,"in","official","oofs-capital-repay",0
"CY",2012,"in","official","oofs-interest",0
"CY",2012,"out","commercial","fdi-devcountries",0
"CY",2012,"out","official","dfis-out",0
"CY",2012,"out","official","oda-out",20857485.9055282
"CY",2012,"out","official","oofs-out",0
"CY",2012,"out","private","pda-out",0
"CY",2012,"out","private","remittances-devcountries",163205770.496127
"CZ",2012,"in","official","oda-capital-repay",0
"CZ",2012,"in","official","oda-interest",0
"CZ",2012,"in","official","oofs-capital-repay",0
"CZ",2012,"in","official","oofs-interest",0
"CZ",2012,"out","commercial","fdi-devcountries",0
"CZ",2012,"out","official","dfis-out",0
"CZ",2012,"out","official","oda-out",183112500.567013
"CZ",2012,"out","official","oofs-out",0
"CZ",2012,"out","private","pda-out",0
"CZ",2012,"out","private","remittances-devcountries",104237625.304913
"DE",2012,"in","official","oda-capital-repay",1211705660.75873
"DE",2012,"in","official","oda-interest",306515103.234653
"DE",2012,"in","official","oofs-capital-repay",1512652583.05227
"DE",2012,"in","official","oofs-interest",437381070.082213
"DE",2012,"out","commercial","fdi-devcountries",15738146674.9986
"DE",2012,"out","official","dfis-out",2805864050.33004
"DE",2012,"out","official","oda-out",13321246595.5487
"DE",2012,"out","official","oofs-out",1178003994.1759
"DE",2012,"out","private","pda-out",0
"DE",2012,"out","private","remittances-devcountries",6611590127.01772
"DK",2012,"in","official","oda-capital-repay",107011811.620047
"DK",2012,"in","official","oda-interest",0
"DK",2012,"in","official","oofs-capital-repay",28222600.8438577
"DK",2012,"in","official","oofs-interest",7835144.33050433
"DK",2012,"out","commercial","fdi-devcountries",0
"DK",2012,"out","official","dfis-out",69216379.7380772
"DK",2012,"out","official","oda-out",2518708546.28138
"DK",2012,"out","official","oofs-out",33154185.4167635
"DK",2012,"out","private","pda-out",0
"DK",2012,"out","private","remittances-devcountries",923622917.463382
"EE",2012,"in","official","oda-capital-repay",0
"EE",2012,"in","official","oda-interest",0
"EE",2012,"in","official","oofs-capital-repay",0
"EE",2012,"in","official","oofs-interest",0
"EE",2012,"out","commercial","fdi-devcountries",40495494.9569892
"EE",2012,"out","official","dfis-out",0
"EE",2012,"out","official","oda-out",21429047.8101947
"EE",2012,"out","official","oofs-out",0
"EE",2012,"out","private","pda-out",0
"EE",2012,"out","private","remittances-devcountries",20466397.4093501
"ES",2012,"in","official","oda-capital-repay",74750786.6698757
"ES",2012,"in","official","oda-interest",30872866.5066204
"ES",2012,"in","official","oofs-capital-repay",0
"ES",2012,"in","official","oofs-interest",0
"ES",2012,"out","commercial","fdi-devcountries",0
"ES",2012,"out","official","dfis-out",253734599.173405
"ES",2012,"out","official","oda-out",1847013386.34874
"ES",2012,"out","official","oofs-out",2157360.07146854
"ES",2012,"out","private","pda-out",0
"ES",2011,"in","official","oofs-interest",0
"ES",2012,"out","private","remittances-devcountries",8271171943.74823
"FI",2012,"in","official","oda-capital-repay",5819407.04125933
"FI",2012,"in","official","oda-interest",0
"FI",2012,"in","official","oofs-capital-repay",4438989.55705363
"FI",2012,"in","official","oofs-interest",2950304.03487101
"FI",2012,"out","commercial","fdi-devcountries",0
"FI",2012,"out","official","dfis-out",26084459.9071496
"FI",2012,"out","official","oda-out",1196506177.02891
"FI",2012,"out","official","oofs-out",14462805.4064166
"FI",2012,"out","private","pda-out",0
"FI",2012,"out","private","remittances-devcountries",166624916.799694
"FR",2012,"in","official","oda-capital-repay",1222479232.94092
"FR",2012,"in","official","oda-interest",297715619.021173
"FR",2012,"in","official","oofs-capital-repay",513153402.666495
"FR",2012,"in","official","oofs-interest",513153402.666495
"FR",2012,"out","commercial","fdi-devcountries",10881255172.2411
"FR",2012,"out","official","dfis-out",977073974.018158
"FR",2012,"out","official","oda-out",11985916060.7455
"FR",2012,"out","official","oofs-out",1124914660.25958
"FR",2012,"out","private","pda-out",0
"FR",2012,"out","private","remittances-devcountries",7388832306.8484
"GB",2012,"in","official","oda-capital-repay",321483659.560737
"GB",2012,"in","official","oda-interest",0
"GB",2012,"in","official","oofs-capital-repay",28038659.1669246
"GB",2012,"in","official","oofs-interest",0
"GB",2012,"out","commercial","fdi-devcountries",0
"GB",2012,"out","official","dfis-out",12082205.1780326
"GB",2012,"out","official","oda-out",14430967849.5002
"GB",2012,"out","official","oofs-out",64472732.1536714
"GB",2012,"out","private","pda-out",0
"GB",2012,"out","private","remittances-devcountries",15496378897.5312
"GR",2012,"in","official","oda-capital-repay",0
"GR",2012,"in","official","oda-interest",0
"GR",2012,"in","official","oofs-capital-repay",0
"GR",2012,"in","official","oofs-interest",0
"GR",2012,"out","commercial","fdi-devcountries",0
"GR",2012,"out","official","dfis-out",0
"GR",2012,"out","official","oda-out",264336397.162739
"GR",2012,"out","official","oofs-out",0
"GR",2012,"out","private","pda-out",557075.575096331
"GR",2012,"out","private","remittances-devcountries",798027452.75809
"HR",2012,"in","official","oda-capital-repay",0
"HR",2012,"in","official","oda-interest",0
"HR",2012,"in","official","oofs-capital-repay",0
"HR",2012,"in","official","oofs-interest",0
"HR",2012,"out","commercial","fdi-devcountries",0
"HR",2012,"out","official","dfis-out",0
"HR",2012,"out","official","oda-out",19340422.4048129
"HR",2012,"out","official","oofs-out",0
"HR",2012,"out","private","pda-out",0
"HR",2012,"out","private","remittances-devcountries",574971307.330028
"HU",2012,"in","official","oda-capital-repay",0
"HU",2012,"in","official","oda-interest",0
"HU",2012,"in","official","oofs-capital-repay",0
"HU",2012,"in","official","oofs-interest",0
"HU",2012,"out","commercial","fdi-devcountries",929640410.863156
"HU",2012,"out","official","dfis-out",0
"HU",2012,"out","official","oda-out",102654058.607833
"HU",2012,"out","official","oofs-out",0
"HU",2012,"out","private","pda-out",0
"HU",2012,"out","private","remittances-devcountries",66950762.6713526
"IE",2012,"in","official","oda-capital-repay",0
"IE",2012,"in","official","oda-interest",0
"IE",2012,"in","official","oofs-capital-repay",0
"IE",2012,"in","official","oofs-interest",0
"IE",2012,"out","commercial","fdi-devcountries",2347302392.80125
"IE",2012,"out","official","dfis-out",0
"IE",2012,"out","official","oda-out",730805966.250725
"IE",2012,"out","official","oofs-out",0
"IE",2012,"out","private","pda-out",172064321.24388
"IE",2012,"out","private","remittances-devcountries",948676587.034957
"IL",2012,"in","official","oda-capital-repay",0
"IL",2012,"in","official","oda-interest",0
"IL",2012,"in","official","oofs-capital-repay",0
"IL",2012,"in","official","oofs-interest",0
"IL",2012,"out","commercial","fdi-devcountries",0
"IL",2012,"out","official","dfis-out",0
"IL",2012,"out","official","oda-out",190323137.533035
"IL",2012,"out","official","oofs-out",0
"IL",2012,"out","private","pda-out",0
"IL",2012,"out","private","remittances-devcountries",2133754903.66694
"IS",2012,"in","official","oda-capital-repay",0
"IS",2012,"in","official","oda-interest",0
"IS",2012,"in","official","oofs-capital-repay",0
"IS",2012,"in","official","oofs-interest",0
"IS",2012,"out","commercial","fdi-devcountries",0
"IS",2012,"out","official","dfis-out",0
"IS",2012,"out","official","oda-out",27880974.9202228
"IS",2012,"out","official","oofs-out",0
"IS",2012,"out","private","pda-out",0
"IS",2012,"out","private","remittances-devcountries",31973782.576549
"IT",2012,"in","official","oda-capital-repay",84039383.1714711
"IT",2012,"in","official","oda-interest",1895292.23297448
"IT",2012,"in","official","oofs-capital-repay",1284193.33542663
"IT",2012,"in","official","oofs-interest",0
"IT",2012,"out","commercial","fdi-devcountries",0
"IT",2012,"out","official","dfis-out",0
"IT",2012,"out","official","oda-out",2512599541.06118
"IT",2012,"out","official","oofs-out",175004553.848484
"IT",2012,"out","private","pda-out",0
"IT",2012,"out","private","remittances-devcountries",8183304543.4246
"JP",2012,"in","official","oda-capital-repay",5491800993.49883
"JP",2012,"in","official","oda-interest",1628601830.43538
"JP",2012,"in","official","oofs-capital-repay",4112404601.12052
"JP",2012,"in","official","oofs-interest",571720633.362144
"JP",2012,"out","commercial","fdi-devcountries",0
"JP",2012,"out","official","dfis-out",5920839833.79458
"JP",2012,"out","official","oda-out",12726682970.449
"JP",2012,"out","official","oofs-out",8344539379.72971
"JP",2012,"out","private","pda-out",0
"JP",2012,"out","private","remittances-devcountries",5277734690.87683
"KR",2012,"in","official","oda-capital-repay",50546298.7880728
"KR",2012,"in","official","oda-interest",34769914.221416
"KR",2012,"in","official","oofs-capital-repay",3463236064.61747
"KR",2012,"in","official","oofs-interest",282448840.555465
"KR",2012,"out","commercial","fdi-devcountries",0
"KR",2012,"out","official","dfis-out",0
"KR",2012,"out","official","oda-out",1697734895.25904
"KR",2012,"out","official","oofs-out",4671109063.40059
"KR",2012,"out","private","pda-out",0
"KR",2012,"out","private","remittances-devcountries",2723537751.81321
"KW",2012,"in","official","oda-capital-repay",273956501.208913
"KW",2012,"in","official","oda-interest",115759074.329002
"KW",2012,"in","official","oofs-capital-repay",0
"KW",2012,"in","official","oofs-interest",0
"KW",2012,"out","commercial","fdi-devcountries",0
"KW",2012,"out","official","dfis-out",0
"KW",2012,"out","official","oda-out",436736473.199954
"KW",2012,"out","official","oofs-out",0
"KW",2012,"out","private","pda-out",0
"KW",2012,"out","private","remittances-devcountries",7705795837.48654
"LI",2012,"in","official","oda-capital-repay",0
"LI",2012,"in","official","oda-interest",0
"LI",2012,"in","official","oofs-capital-repay",0
"LI",2012,"in","official","oofs-interest",0
"LI",2012,"out","commercial","fdi-devcountries",0
"LI",2012,"out","official","dfis-out",0
"LI",2012,"out","official","oda-out",25897459.3764021
"LI",2012,"out","official","oofs-out",0
"LI",2012,"out","private","pda-out",0
"LI",2012,"out","private","remittances-devcountries",543433.080917653
"LT",2012,"in","official","oda-capital-repay",0
"LT",2012,"in","official","oda-interest",0
"LT",2012,"in","official","oofs-capital-repay",0
"LT",2012,"in","official","oofs-interest",0
"LT",2012,"out","commercial","fdi-devcountries",0
"LT",2012,"out","official","dfis-out",0
"LT",2012,"out","official","oda-out",46148774.3395606
"LT",2012,"out","official","oofs-out",0
"LT",2012,"out","private","pda-out",0
"LT",2012,"out","private","remittances-devcountries",30929142.2133654
"LU",2012,"in","official","oda-capital-repay",2636846.20529752
"LU",2012,"in","official","oda-interest",0
"LU",2012,"in","official","oofs-capital-repay",0
"LU",2012,"in","official","oofs-interest",0
"LU",2012,"out","commercial","fdi-devcountries",0
"LU",2012,"out","official","dfis-out",0
"LU",2012,"out","official","oda-out",370532210.296161
"LU",2012,"out","official","oofs-out",0
"LU",2012,"out","private","pda-out",0
"LU",2012,"out","private","remittances-devcountries",41147762.1611207
"LV",2012,"in","official","oda-capital-repay",0
"LV",2012,"in","official","oda-interest",0
"LV",2012,"in","official","oofs-capital-repay",0
"LV",2012,"in","official","oofs-interest",0
"LV",2012,"out","commercial","fdi-devcountries",0
"LV",2012,"out","official","dfis-out",0
"LV",2012,"out","official","oda-out",18912644.7435658
"LV",2012,"out","official","oofs-out",0
"LV",2012,"out","private","pda-out",0
"LV",2012,"out","private","remittances-devcountries",87660525.7135258
"MT",2012,"in","official","oda-capital-repay",0
"MT",2012,"in","official","oda-interest",0
"MT",2012,"in","official","oofs-capital-repay",0
"MT",2012,"in","official","oofs-interest",0
"MT",2012,"out","commercial","fdi-devcountries",0
"MT",2012,"out","official","dfis-out",0
"MT",2012,"out","official","oda-out",16829122.4512248
"MT",2012,"out","official","oofs-out",0
"MT",2012,"out","private","pda-out",0
"MT",2012,"out","private","remittances-devcountries",0
"NL",2012,"in","official","oda-capital-repay",94127506.7569067
"NL",2012,"in","official","oda-interest",15315062.6306212
"NL",2012,"in","official","oofs-capital-repay",0
"NL",2012,"in","official","oofs-interest",0
"NL",2012,"out","commercial","fdi-devcountries",0
"NL",2012,"out","official","dfis-out",968249271.625457
"NL",2012,"out","official","oda-out",4977651784.98438
"NL",2012,"out","official","oofs-out",0
"NL",2012,"out","private","pda-out",0
"NL",2012,"out","private","remittances-devcountries",1947625892.344
"NO",2012,"in","official","oda-capital-repay",71084306.3142572
"NO",2012,"in","official","oda-interest",0
"NO",2012,"in","official","oofs-capital-repay",0
"NO",2012,"in","official","oofs-interest",0
"NO",2012,"out","commercial","fdi-devcountries",0
"NO",2012,"out","official","dfis-out",0
"NO",2012,"out","official","oda-out",3573707124.77373
"NO",2012,"out","official","oofs-out",0
"NO",2012,"out","private","pda-out",0
"NO",2012,"out","private","remittances-devcountries",504985705.846945
"NZ",2012,"in","official","oda-capital-repay",0
"NZ",2012,"in","official","oda-interest",0
"NZ",2012,"in","official","oofs-capital-repay",0
"NZ",2012,"in","official","oofs-interest",0
"NZ",2012,"out","commercial","fdi-devcountries",0
"NZ",2012,"out","official","dfis-out",0
"NZ",2012,"out","official","oda-out",410906053.743499
"NZ",2012,"out","official","oofs-out",10311536.9086823
"NZ",2012,"out","private","pda-out",0
"NZ",2012,"out","private","remittances-devcountries",1223369334.27085
"PL",2012,"in","official","oda-capital-repay",15372846.3509398
"PL",2012,"in","official","oda-interest",0
"PL",2012,"in","official","oofs-capital-repay",0
"PL",2012,"in","official","oofs-interest",0
"PL",2012,"out","commercial","fdi-devcountries",0
"PL",2012,"out","official","dfis-out",0
"PL",2012,"out","official","oda-out",382316762.70733
"PL",2012,"out","official","oofs-out",0
"PL",2012,"out","private","pda-out",0
"PL",2012,"out","private","remittances-devcountries",367353079.908258
"PT",2012,"in","official","oda-capital-repay",27934606.3316697
"PT",2012,"in","official","oda-interest",15095882.9303658
"PT",2012,"in","official","oofs-capital-repay",117372.295511217
"PT",2012,"in","official","oofs-interest",99315.0192787223
"PT",2012,"out","commercial","fdi-devcountries",479283745.759664
"PT",2012,"out","official","dfis-out",0
"PT",2012,"out","official","oda-out",558547668.423534
"PT",2012,"out","official","oofs-out",1859899.45194698
"PT",2012,"out","private","pda-out",0
"TW",2011,"out","official","oofs-out",0
"PT",2012,"out","private","remittances-devcountries",447302829.808925
"QA",2012,"in","official","oda-capital-repay",0
"QA",2012,"in","official","oda-interest",0
"QA",2012,"in","official","oofs-capital-repay",0
"QA",2012,"in","official","oofs-interest",0
"QA",2012,"out","commercial","fdi-devcountries",0
