"di_id","year","value"
"AT",2015,374138660000
"BE",2015,457652800000
"DK",2015,302768760000
"FR",2015,2458662560000
"DE",2015,3429093730000
"IT",2015,1811822370000
"NL",2015,764747640000
"NO",2015,409057330000
"PT",2015,194726640000
"SE",2015,504738470000
"CH",2015,686202930000
"GB",2015,2632539610000
"FI",2015,233972270000
"IS",2015,16641470000
"IE",2015,226163060000
"LU",2015,38105770000
"CY",2015,20342170000
"GR",2015,195784800000
"MT",2015,9503610000
"ES",2015,1196294640000
"TR",2015,7.82998e+11
"SI",2015,42410600000
"HR",2015,5.5035e+10
"CZ",2015,169115910000
"SK",2015,83857490000
"BG",2015,4.7651e+10
"HU",2015,116104440000
"PL",2015,460044560000
"RO",2015,173815460000
"EE",2015,22000220000
"LV",2015,27038950000
"LT",2015,35712950000
"RU",2015,1.283796e+12
"CA",2015,1529870140000
"US",2015,1.8496e+13
"IL",2015,292017800000
"AE",2015,3.70569e+11
"KZ",2015,173349950000
"JP",2015,4313625440000
"TW",2015,5.39336e+11
"KR",2015,1383852700000
"TH",2015,365013310000
"AU",2015,1200091670000
"NZ",2015,166605740000
"dac-countries-total",2015,43778587760000
"g7-countries-total",2015,0
"non-dac-countries-total",2015,0
"dac-eu-members-total",2015,0
"AT",2014,368030396149
"BE",2014,443447225790
"DK",2014,297272728111
"FR",2014,2437699070022
"DE",2014,3372789168629
"IT",2014,1798867885451
"NL",2014,735806556757
"NO",2014,393424354590
"PT",2014,192378191340
"SE",2014,473682409270
"CH",2014,656617423498
"GB",2014,2580818829987
"FI",2014,230665628750
"IS",2014,15642387052
"IE",2014,188002891834
"LU",2014,34373540241
"CY",2014,16290586197
"GR",2014,192845545460
"MT",2014,9079921598
"ES",2014,1175369952693
"TR",2014,690369444565
"SI",2014,41394634220
"HR",2014,51237766443
"CZ",2014,161338739958
"SK",2014,80811680938
"LI",2014,4862837794
"BG",2014,48454360920
"HU",2014,111527333405
"PL",2014,442283878362
"RO",2014,177462349713
"EE",2014,21805299020
"LV",2014,26596714342
"LT",2014,39048108194
"RU",2014,1205395554762
"CA",2014,1519132422808
"US",2014,18003563654720
"IL",2014,283261040018
"AE",2014,361758499162
"KZ",2014,151651927058
"JP",2014,4281988358744
"TW",2014,490951711833
"KR",2014,1350643672961
"TH",2014,337168493950
"AU",2014,1153063969886
"NZ",2014,159773895032
"dac-countries-total",2014,41572263702679
"g7-countries-total",2014,0
"non-dac-countries-total",2014,0
"dac-eu-members-total",2014,0
"AT",2013,368696476572
"BE",2013,428715033582
"DK",2013,293314419423
"FR",2013,2372863974133
"DE",2013,3240464502463
"IT",2013,1743185834573
"NL",2013,686309197812
"NO",2013,376669773670
"PT",2013,184027182204
"SE",2013,460846995537
"CH",2013,660675898910
"GB",2013,2548856490898
"FI",2013,228146394867
"IS",2013,14081753337
"IE",2013,158340646354
"LU",2013,37327761844
"CY",2013,17167962970
"GR",2013,193156351841
"MT",2013,8056319869
"ES",2013,1131508449822
"TR",2013,667030740765
"SI",2013,40034074325
"HR",2013,50442311527
"CZ",2013,152593509750
"SK",2013,76853533909
"LI",2013,3956428514
"BG",2013,46050833691
"HU",2013,104113510784
"PL",2013,427586627736
"RO",2013,162833772603
"EE",2013,20842620048
"LV",2013,26456059047
"LT",2013,37474733994
"RU",2013,1252942664669
"CA",2013,1474773667165
"US",2013,17671021080499
"IL",2013,275941012343
"AE",2013,362533065170
"KZ",2013,166135174299
"JP",2013,4276501977326
"TW",2013,453131322067
"KR",2013,1306494063128
"TH",2013,338373991901
"AU",2013,1135012883571
"NZ",2013,153162911359
"dac-countries-total",2013,40710699176895
"g7-countries-total",2013,0
"non-dac-countries-total",2013,0
"dac-eu-members-total",2013,0
"AT",2012,356280444225
"BE",2012,431167199433
"DK",2012,289828492759
"FR",2012,2349214694801
"DE",2012,3182370027728
"IT",2012,1769618646487
"NL",2012,688109928771
"NO",2012,376871674214
"PT",2012,186921348531
"SE",2012,452890570741
"CH",2012,625143018154
"GB",2012,2500553482988
"FI",2012,223010513647
"IS",2012,12888567737
"IE",2012,155554105749
"LU",2012,36650327525
"CY",2012,18369582034
"GR",2012,202051714765
"MT",2012,7181388710
"ES",2012,1137160343308
"TR",2012,638677208489
"SI",2012,39473747163
"HR",2012,48984871353
"CZ",2012,151953577898
"SK",2012,77907984251
"LI",2012,3449070726
"BG",2012,45072398853
"HU",2012,103488931458
"PL",2012,408090507393
"RO",2012,150912786028
"EE",2012,20146061949
"LV",2012,25327095321
"LT",2012,36290130183
"RU",2012,1193338796965
