"di_id","aid_type","year","value"
"dac-eu-members-total","out-oda-net-excl-debt-relief",2006,45921660000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2005,41534850000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2004,38347120000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2003,31244340000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2002,25926290000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2001,24649400000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2000,2.3979e+10
"dac-eu-members-total","out-oda-net-excl-debt-relief",1999,25252440000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1998,25741160000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1997,24421880000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1996,29008490000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1995,28932850000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1994,26030720000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1993,27094420000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1992,30742330000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1991,28521640000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1990,25349590000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1989,23507040000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1988,22162470000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1987,19608670000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1986,16240160000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1985,11816960000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1984,11543770000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1983,11585560000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1982,12689220000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1981,12652010000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1980,11984030000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1979,11475080000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1978,8491800000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1977,6796480000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1976,5904450000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1975,5926410000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1974,4809680000
"IE","out-oda-net-excl-debt-relief",1990,57280000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1973,3709240000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1972,2957250000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1971,2838840000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1970,2453730000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1969,2579880000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1968,2259970000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1967,2249490000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1966,1980700000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1965,1960610000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1964,1982700000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1963,1833700000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1962,2012700000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1961,1950800000
"dac-eu-members-total","out-oda-net-excl-debt-relief",1960,1678300000
"DE","out-oda-net-excl-debt-relief",2015,17896590000
"DE","out-oda-net-excl-debt-relief",2014,16101710000
"DE","out-oda-net-excl-debt-relief",2013,14097300000
"DE","out-oda-net-excl-debt-relief",2012,12394920000
"DE","out-oda-net-excl-debt-relief",2011,13816760000
"DE","out-oda-net-excl-debt-relief",2010,12852490000
"DE","out-oda-net-excl-debt-relief",2009,11994030000
"DE","out-oda-net-excl-debt-relief",2008,11416610000
"DE","out-oda-net-excl-debt-relief",2007,9462540000
"DE","out-oda-net-excl-debt-relief",2006,7772670000
"DE","out-oda-net-excl-debt-relief",2005,6599860000
"DE","out-oda-net-excl-debt-relief",2004,7041410000
"DE","out-oda-net-excl-debt-relief",2003,5547300000
"DE","out-oda-net-excl-debt-relief",2002,4636520000
"DE","out-oda-net-excl-debt-relief",2001,4863990000
"DE","out-oda-net-excl-debt-relief",2000,4853850000
"DE","out-oda-net-excl-debt-relief",1999,5426530000
"DE","out-oda-net-excl-debt-relief",1998,5398270000
"DE","out-oda-net-excl-debt-relief",1997,5536320000
"DE","out-oda-net-excl-debt-relief",1996,6916580000
"DE","out-oda-net-excl-debt-relief",1995,7154970000
"DE","out-oda-net-excl-debt-relief",1994,6257410000
"DE","out-oda-net-excl-debt-relief",1993,6345510000
"DE","out-oda-net-excl-debt-relief",1992,6698040000
"DE","out-oda-net-excl-debt-relief",1991,6328760000
"DE","out-oda-net-excl-debt-relief",1990,4761830000
"DE","out-oda-net-excl-debt-relief",1989,4807150000
"DE","out-oda-net-excl-debt-relief",1988,4677280000
"DE","out-oda-net-excl-debt-relief",1987,4348570000
"DE","out-oda-net-excl-debt-relief",1986,3517910000
"DE","out-oda-net-excl-debt-relief",1985,2748950000
"DE","out-oda-net-excl-debt-relief",1984,2737440000
"DE","out-oda-net-excl-debt-relief",1983,3061310000
"DE","out-oda-net-excl-debt-relief",1982,3071870000
"DE","out-oda-net-excl-debt-relief",1981,3020700000
"DE","out-oda-net-excl-debt-relief",1980,2654680000
"DE","out-oda-net-excl-debt-relief",1979,3065530000
"DE","out-oda-net-excl-debt-relief",1978,2261490000
"DE","out-oda-net-excl-debt-relief",1977,1643650000
"DE","out-oda-net-excl-debt-relief",1976,1447900000
"DE","out-oda-net-excl-debt-relief",1975,1508950000
"DE","out-oda-net-excl-debt-relief",1974,1341960000
"DE","out-oda-net-excl-debt-relief",1973,945980000
"DE","out-oda-net-excl-debt-relief",1972,718600000
"DE","out-oda-net-excl-debt-relief",1971,688680000
"DE","out-oda-net-excl-debt-relief",1970,572210000
"DE","out-oda-net-excl-debt-relief",1969,579400000
"DE","out-oda-net-excl-debt-relief",1968,556900000
"DE","out-oda-net-excl-debt-relief",1967,508800000
"DE","out-oda-net-excl-debt-relief",1966,419300000
"DE","out-oda-net-excl-debt-relief",1965,455900000
"DE","out-oda-net-excl-debt-relief",1964,458900000
"DE","out-oda-net-excl-debt-relief",1963,388900000
"DE","out-oda-net-excl-debt-relief",1962,405100000
"DE","out-oda-net-excl-debt-relief",1961,366100000
"DE","out-oda-net-excl-debt-relief",1960,223500000
"DK","out-oda-net-excl-debt-relief",2015,2565510000
"DK","out-oda-net-excl-debt-relief",2014,3003040000
"DK","out-oda-net-excl-debt-relief",2013,2926890000
"DK","out-oda-net-excl-debt-relief",2012,2691680000
"DK","out-oda-net-excl-debt-relief",2011,2930040000
"DK","out-oda-net-excl-debt-relief",2010,2823980000
"DK","out-oda-net-excl-debt-relief",2009,2774560000
"DK","out-oda-net-excl-debt-relief",2008,2707210000
"DK","out-oda-net-excl-debt-relief",2007,2438940000
"DK","out-oda-net-excl-debt-relief",2006,2122740000
"DK","out-oda-net-excl-debt-relief",2005,2078840000
"DK","out-oda-net-excl-debt-relief",2004,2017190000
"DK","out-oda-net-excl-debt-relief",2003,1744590000
"DK","out-oda-net-excl-debt-relief",2002,1594490000
"DK","out-oda-net-excl-debt-relief",2001,1614710000
"DK","out-oda-net-excl-debt-relief",2000,1653630000
"DK","out-oda-net-excl-debt-relief",1999,1720570000
"DK","out-oda-net-excl-debt-relief",1998,1658450000
"DK","out-oda-net-excl-debt-relief",1997,1612610000
"DK","out-oda-net-excl-debt-relief",1996,1756930000
"DK","out-oda-net-excl-debt-relief",1995,1622670000
"DK","out-oda-net-excl-debt-relief",1994,1389410000
"DK","out-oda-net-excl-debt-relief",1993,1334870000
"DK","out-oda-net-excl-debt-relief",1992,1370680000
"DK","out-oda-net-excl-debt-relief",1991,1193830000
"DK","out-oda-net-excl-debt-relief",1990,1151100000
"DK","out-oda-net-excl-debt-relief",1989,903780000
"DK","out-oda-net-excl-debt-relief",1988,913140000
"DK","out-oda-net-excl-debt-relief",1987,799220000
"DK","out-oda-net-excl-debt-relief",1986,568200000
"DK","out-oda-net-excl-debt-relief",1985,425910000
"DK","out-oda-net-excl-debt-relief",1984,448720000
"DK","out-oda-net-excl-debt-relief",1983,394870000
"DK","out-oda-net-excl-debt-relief",1982,413980000
"DK","out-oda-net-excl-debt-relief",1981,401090000
"DK","out-oda-net-excl-debt-relief",1980,471770000
"DK","out-oda-net-excl-debt-relief",1979,371600000
"DK","out-oda-net-excl-debt-relief",1978,387620000
"DK","out-oda-net-excl-debt-relief",1977,257890000
"DK","out-oda-net-excl-debt-relief",1976,214410000
"DK","out-oda-net-excl-debt-relief",1975,202910000
"DK","out-oda-net-excl-debt-relief",1974,164400000
"DK","out-oda-net-excl-debt-relief",1973,131630000
"DK","out-oda-net-excl-debt-relief",1972,95610000
"DK","out-oda-net-excl-debt-relief",1971,74390000
"DK","out-oda-net-excl-debt-relief",1970,59130000
"DK","out-oda-net-excl-debt-relief",1969,54520000
"DK","out-oda-net-excl-debt-relief",1968,28730000
"DK","out-oda-net-excl-debt-relief",1967,25980000
"DK","out-oda-net-excl-debt-relief",1966,21120000
"DK","out-oda-net-excl-debt-relief",1965,13030000
"DK","out-oda-net-excl-debt-relief",1964,10100000
"DK","out-oda-net-excl-debt-relief",1963,8700000
"DK","out-oda-net-excl-debt-relief",1962,7500000
"DK","out-oda-net-excl-debt-relief",1961,8100000
"DK","out-oda-net-excl-debt-relief",1960,5300000
"EE","out-oda-net-excl-debt-relief",2015,33890000
"EE","out-oda-net-excl-debt-relief",2014,37520000
"EE","out-oda-net-excl-debt-relief",2013,30680000
"EE","out-oda-net-excl-debt-relief",2012,23240000
"EE","out-oda-net-excl-debt-relief",2011,24210000
"EE","out-oda-net-excl-debt-relief",2010,18760000
"EE","out-oda-net-excl-debt-relief",2009,18440000
"EE","out-oda-net-excl-debt-relief",2008,22010000
"EE","out-oda-net-excl-debt-relief",2007,16120000
"EE","out-oda-net-excl-debt-relief",2006,14020000
"EE","out-oda-net-excl-debt-relief",2005,9500000
"EE","out-oda-net-excl-debt-relief",2004,4840000
"EE","out-oda-net-excl-debt-relief",2003,1080000
"EE","out-oda-net-excl-debt-relief",2002,1250000
"EE","out-oda-net-excl-debt-relief",2001,490000
"EE","out-oda-net-excl-debt-relief",2000,520000
"EE","out-oda-net-excl-debt-relief",1999,370000
"EE","out-oda-net-excl-debt-relief",1998,150000
"ES","out-oda-net-excl-debt-relief",2015,1275060000
"ES","out-oda-net-excl-debt-relief",2014,1876830000
"ES","out-oda-net-excl-debt-relief",2013,2104400000
"ES","out-oda-net-excl-debt-relief",2012,1961550000
"ES","out-oda-net-excl-debt-relief",2011,4142710000
"ES","out-oda-net-excl-debt-relief",2010,5610380000
"ES","out-oda-net-excl-debt-relief",2009,6487700000
"ES","out-oda-net-excl-debt-relief",2008,6525310000
"ES","out-oda-net-excl-debt-relief",2007,4897170000
"ES","out-oda-net-excl-debt-relief",2006,3298730000
"ES","out-oda-net-excl-debt-relief",2005,2394030000
"ES","out-oda-net-excl-debt-relief",2004,2219350000
"ES","out-oda-net-excl-debt-relief",2003,1855410000
"ES","out-oda-net-excl-debt-relief",2002,1594120000
"ES","out-oda-net-excl-debt-relief",2001,1347570000
"ES","out-oda-net-excl-debt-relief",2000,1178030000
"ES","out-oda-net-excl-debt-relief",1999,1302510000
"ES","out-oda-net-excl-debt-relief",1998,1256920000
"ES","out-oda-net-excl-debt-relief",1997,1140650000
"ES","out-oda-net-excl-debt-relief",1996,1130980000
"ES","out-oda-net-excl-debt-relief",1995,1287140000
"ES","out-oda-net-excl-debt-relief",1994,1237540000
"ES","out-oda-net-excl-debt-relief",1993,1300400000
"ES","out-oda-net-excl-debt-relief",1992,1518220000
"ES","out-oda-net-excl-debt-relief",1991,1261690000
"ES","out-oda-net-excl-debt-relief",1990,9.65e+08
"ES","out-oda-net-excl-debt-relief",1989,541300000
"ES","out-oda-net-excl-debt-relief",1988,248200000
"ES","out-oda-net-excl-debt-relief",1987,231360000
"ES","out-oda-net-excl-debt-relief",1986,203200000
"ES","out-oda-net-excl-debt-relief",1985,168800000
"ES","out-oda-net-excl-debt-relief",1984,1.35e+08
"ES","out-oda-net-excl-debt-relief",1983,6.9e+07
"ES","out-oda-net-excl-debt-relief",1982,2.36e+08
"ES","out-oda-net-excl-debt-relief",1981,2.38e+08
"ES","out-oda-net-excl-debt-relief",1980,1.62e+08
"EU","out-oda-net-excl-debt-relief",2015,13669600000
"EU","out-oda-net-excl-debt-relief",2014,16451100000
"EU","out-oda-net-excl-debt-relief",2013,15959200000
"EU","out-oda-net-excl-debt-relief",2012,17471110000
"EU","out-oda-net-excl-debt-relief",2011,17375020000
"EU","out-oda-net-excl-debt-relief",2010,12724180000
"EU","out-oda-net-excl-debt-relief",2009,13422610000
"EU","out-oda-net-excl-debt-relief",2008,13068500000
"EU","out-oda-net-excl-debt-relief",2007,11634230000
"EU","out-oda-net-excl-debt-relief",2006,10245200000
"EU","out-oda-net-excl-debt-relief",2005,9389960000
"EU","out-oda-net-excl-debt-relief",2004,8703570000
"EU","out-oda-net-excl-debt-relief",2003,7173220000
"EU","out-oda-net-excl-debt-relief",2002,5448130000
"EU","out-oda-net-excl-debt-relief",2001,5961290000
"EU","out-oda-net-excl-debt-relief",2000,4912250000
"EU","out-oda-net-excl-debt-relief",1999,4936650000
"EU","out-oda-net-excl-debt-relief",1998,5139520000
"EU","out-oda-net-excl-debt-relief",1997,5261120000
"EU","out-oda-net-excl-debt-relief",1996,5454790000
"EU","out-oda-net-excl-debt-relief",1995,5397730000
"EU","out-oda-net-excl-debt-relief",1994,4825120000
"EU","out-oda-net-excl-debt-relief",1993,3966480000
"EU","out-oda-net-excl-debt-relief",1992,4500840000
"EU","out-oda-net-excl-debt-relief",1991,3822300000
"EU","out-oda-net-excl-debt-relief",1990,2862940000
"EU","out-oda-net-excl-debt-relief",1989,2690350000
"EU","out-oda-net-excl-debt-relief",1988,2915120000
"EU","out-oda-net-excl-debt-relief",1987,1950680000
"EU","out-oda-net-excl-debt-relief",1986,1898820000
"EU","out-oda-net-excl-debt-relief",1985,1509900000
"EU","out-oda-net-excl-debt-relief",1984,1475640000
"EU","out-oda-net-excl-debt-relief",1983,1386270000
"EU","out-oda-net-excl-debt-relief",1982,1338520000
"EU","out-oda-net-excl-debt-relief",1981,1676340000
"EU","out-oda-net-excl-debt-relief",1980,1293910000
"EU","out-oda-net-excl-debt-relief",1979,1297640000
"EU","out-oda-net-excl-debt-relief",1978,804630000
"EU","out-oda-net-excl-debt-relief",1977,549230000
"EU","out-oda-net-excl-debt-relief",1976,501140000
"EU","out-oda-net-excl-debt-relief",1975,721700000
"EU","out-oda-net-excl-debt-relief",1974,597500000
"EU","out-oda-net-excl-debt-relief",1973,374500000
"EU","out-oda-net-excl-debt-relief",1972,245900000
"EU","out-oda-net-excl-debt-relief",1971,258100000
"EU","out-oda-net-excl-debt-relief",1970,2.1e+08
"FI","out-oda-net-excl-debt-relief",2015,1.288e+09
"FI","out-oda-net-excl-debt-relief",2014,1634570000
"FI","out-oda-net-excl-debt-relief",2013,1435360000
"FI","out-oda-net-excl-debt-relief",2012,1319710000
"FI","out-oda-net-excl-debt-relief",2011,1406040000
"FI","out-oda-net-excl-debt-relief",2010,1332950000
"FI","out-oda-net-excl-debt-relief",2009,1290180000
"FI","out-oda-net-excl-debt-relief",2008,1163590000
"FI","out-oda-net-excl-debt-relief",2007,981340000
"FI","out-oda-net-excl-debt-relief",2006,834400000
"FI","out-oda-net-excl-debt-relief",2005,751520000
"FI","out-oda-net-excl-debt-relief",2004,654940000
"FI","out-oda-net-excl-debt-relief",2003,558490000
"FI","out-oda-net-excl-debt-relief",2002,462160000
"FI","out-oda-net-excl-debt-relief",2001,387830000
"FI","out-oda-net-excl-debt-relief",2000,370840000
"FI","out-oda-net-excl-debt-relief",1999,415110000
"FI","out-oda-net-excl-debt-relief",1998,396300000
"FI","out-oda-net-excl-debt-relief",1997,378880000
"FI","out-oda-net-excl-debt-relief",1996,408180000
"FI","out-oda-net-excl-debt-relief",1995,386040000
"FI","out-oda-net-excl-debt-relief",1994,290070000
"FI","out-oda-net-excl-debt-relief",1993,336320000
"FI","out-oda-net-excl-debt-relief",1992,592690000
"FI","out-oda-net-excl-debt-relief",1991,923030000
"FI","out-oda-net-excl-debt-relief",1990,836540000
"FI","out-oda-net-excl-debt-relief",1989,686130000
"FI","out-oda-net-excl-debt-relief",1988,564950000
"FI","out-oda-net-excl-debt-relief",1987,432730000
"FI","out-oda-net-excl-debt-relief",1986,312760000
"FI","out-oda-net-excl-debt-relief",1985,210880000
"FI","out-oda-net-excl-debt-relief",1984,177770000
"FI","out-oda-net-excl-debt-relief",1983,153290000
"FI","out-oda-net-excl-debt-relief",1982,144480000
"FI","out-oda-net-excl-debt-relief",1981,134710000
"FI","out-oda-net-excl-debt-relief",1980,109710000
"FI","out-oda-net-excl-debt-relief",1979,44210000
"FI","out-oda-net-excl-debt-relief",1978,54760000
"FI","out-oda-net-excl-debt-relief",1977,47640000
"FI","out-oda-net-excl-debt-relief",1976,50680000
"FI","out-oda-net-excl-debt-relief",1975,48170000
"FI","out-oda-net-excl-debt-relief",1974,37920000
"FI","out-oda-net-excl-debt-relief",1973,28030000
"FI","out-oda-net-excl-debt-relief",1972,20410000
"FI","out-oda-net-excl-debt-relief",1971,13300000
"FI","out-oda-net-excl-debt-relief",1970,6800000
"FI","out-oda-net-excl-debt-relief",1969,13400000
"FI","out-oda-net-excl-debt-relief",1968,4600000
"FI","out-oda-net-excl-debt-relief",1967,4100000
"FI","out-oda-net-excl-debt-relief",1966,3400000
"FI","out-oda-net-excl-debt-relief",1965,2e+06
"FI","out-oda-net-excl-debt-relief",1964,2600000
"FI","out-oda-net-excl-debt-relief",1963,2800000
"FI","out-oda-net-excl-debt-relief",1962,2200000
"FI","out-oda-net-excl-debt-relief",1961,1900000
"FR","out-oda-net-excl-debt-relief",2015,8900150000
"FR","out-oda-net-excl-debt-relief",2014,10590300000
"FR","out-oda-net-excl-debt-relief",2013,10642800000
"FR","out-oda-net-excl-debt-relief",2012,10553690000
"FR","out-oda-net-excl-debt-relief",2011,11746370000
"FR","out-oda-net-excl-debt-relief",2010,11438380000
"FR","out-oda-net-excl-debt-relief",2009,11196300000
"FR","out-oda-net-excl-debt-relief",2008,9933800000
"FR","out-oda-net-excl-debt-relief",2007,8386020000
"FR","out-oda-net-excl-debt-relief",2006,7099790000
"FR","out-oda-net-excl-debt-relief",2005,6662670000
"FR","out-oda-net-excl-debt-relief",2004,6718880000
"FR","out-oda-net-excl-debt-relief",2003,4534340000
"FR","out-oda-net-excl-debt-relief",2002,4131350000
"FR","out-oda-net-excl-debt-relief",2001,3735950000
"FR","out-oda-net-excl-debt-relief",2000,3625190000
"FR","out-oda-net-excl-debt-relief",1999,4797850000
"FR","out-oda-net-excl-debt-relief",1998,5035060000
"FR","out-oda-net-excl-debt-relief",1997,5184830000
"FR","out-oda-net-excl-debt-relief",1996,6507250000
"FR","out-oda-net-excl-debt-relief",1995,7344250000
"FR","out-oda-net-excl-debt-relief",1994,6376820000
"FR","out-oda-net-excl-debt-relief",1993,6927520000
"FR","out-oda-net-excl-debt-relief",1992,7373660000
"FR","out-oda-net-excl-debt-relief",1991,6571220000
"FR","out-oda-net-excl-debt-relief",1990,6226510000
"FR","out-oda-net-excl-debt-relief",1989,5377300000
"FR","out-oda-net-excl-debt-relief",1988,5346730000
"FR","out-oda-net-excl-debt-relief",1987,5090890000
"FR","out-oda-net-excl-debt-relief",1986,3921910000
"FR","out-oda-net-excl-debt-relief",1985,2963080000
"FR","out-oda-net-excl-debt-relief",1984,2.847e+09
"FR","out-oda-net-excl-debt-relief",1983,2898800000
"FR","out-oda-net-excl-debt-relief",1982,3024540000
"FR","out-oda-net-excl-debt-relief",1981,2839320000
"FR","out-oda-net-excl-debt-relief",1980,2.874e+09
"FR","out-oda-net-excl-debt-relief",1979,2447670000
"FR","out-oda-net-excl-debt-relief",1978,1805310000
"FR","out-oda-net-excl-debt-relief",1977,1456300000
"FR","out-oda-net-excl-debt-relief",1976,1414210000
"FR","out-oda-net-excl-debt-relief",1975,1476130000
"FR","out-oda-net-excl-debt-relief",1974,1150850000
"FR","out-oda-net-excl-debt-relief",1973,1031270000
"FR","out-oda-net-excl-debt-relief",1972,745450000
"FR","out-oda-net-excl-debt-relief",1971,790450000
"FR","out-oda-net-excl-debt-relief",1970,727700000
"FR","out-oda-net-excl-debt-relief",1969,955200000
"FR","out-oda-net-excl-debt-relief",1968,855500000
"FR","out-oda-net-excl-debt-relief",1967,790300000
"FR","out-oda-net-excl-debt-relief",1966,7.33e+08
"FR","out-oda-net-excl-debt-relief",1965,737500000
"FR","out-oda-net-excl-debt-relief",1964,810300000
"FR","out-oda-net-excl-debt-relief",1963,803900000
"FR","out-oda-net-excl-debt-relief",1962,941200000
"FR","out-oda-net-excl-debt-relief",1961,8.99e+08
"FR","out-oda-net-excl-debt-relief",1960,823100000
"g7-countries-total","out-oda-net-excl-debt-relief",2015,93693510000
"g7-countries-total","out-oda-net-excl-debt-relief",2014,96778070000
"g7-countries-total","out-oda-net-excl-debt-relief",2013,91296180000
"g7-countries-total","out-oda-net-excl-debt-relief",2012,86131130000
"g7-countries-total","out-oda-net-excl-debt-relief",2011,89265770000
"g7-countries-total","out-oda-net-excl-debt-relief",2010,85617980000
"g7-countries-total","out-oda-net-excl-debt-relief",2009,80485860000
"g7-countries-total","out-oda-net-excl-debt-relief",2008,75036670000
"g7-countries-total","out-oda-net-excl-debt-relief",2007,62894060000
"g7-countries-total","out-oda-net-excl-debt-relief",2006,59107110000
"g7-countries-total","out-oda-net-excl-debt-relief",2005,59707990000
"g7-countries-total","out-oda-net-excl-debt-relief",2004,53932430000
"g7-countries-total","out-oda-net-excl-debt-relief",2003,42919310000
"g7-countries-total","out-oda-net-excl-debt-relief",2002,38078450000
"g7-countries-total","out-oda-net-excl-debt-relief",2001,36653730000
"g7-countries-total","out-oda-net-excl-debt-relief",2000,38639930000
"g7-countries-total","out-oda-net-excl-debt-relief",1999,37853350000
"g7-countries-total","out-oda-net-excl-debt-relief",1998,36688030000
"g7-countries-total","out-oda-net-excl-debt-relief",1997,32974990000
"g7-countries-total","out-oda-net-excl-debt-relief",1996,39159850000
"g7-countries-total","out-oda-net-excl-debt-relief",1995,42226430000
"g7-countries-total","out-oda-net-excl-debt-relief",1994,42174620000
"g7-countries-total","out-oda-net-excl-debt-relief",1993,40640900000
"g7-countries-total","out-oda-net-excl-debt-relief",1992,45076730000
"g7-countries-total","out-oda-net-excl-debt-relief",1991,34746400000
"g7-countries-total","out-oda-net-excl-debt-relief",1990,37522660000
"g7-countries-total","out-oda-net-excl-debt-relief",1989,35158960000
"g7-countries-total","out-oda-net-excl-debt-relief",1988,37043870000
"g7-countries-total","out-oda-net-excl-debt-relief",1987,31880930000
"g7-countries-total","out-oda-net-excl-debt-relief",1986,28203510000
"g7-countries-total","out-oda-net-excl-debt-relief",1985,23059060000
"g7-countries-total","out-oda-net-excl-debt-relief",1984,22694500000
"g7-countries-total","out-oda-net-excl-debt-relief",1983,21596740000
"g7-countries-total","out-oda-net-excl-debt-relief",1982,20998640000
"g7-countries-total","out-oda-net-excl-debt-relief",1981,18638700000
"g7-countries-total","out-oda-net-excl-debt-relief",1980,19428300000
"g7-countries-total","out-oda-net-excl-debt-relief",1979,16285440000
"g7-countries-total","out-oda-net-excl-debt-relief",1978,14538990000
"g7-countries-total","out-oda-net-excl-debt-relief",1977,11370300000
"g7-countries-total","out-oda-net-excl-debt-relief",1976,9912020000
"g7-countries-total","out-oda-net-excl-debt-relief",1975,9972730000
"g7-countries-total","out-oda-net-excl-debt-relief",1974,8866780000
"g7-countries-total","out-oda-net-excl-debt-relief",1973,6752960000
"g7-countries-total","out-oda-net-excl-debt-relief",1972,7056700000
"g7-countries-total","out-oda-net-excl-debt-relief",1971,5977710000
"g7-countries-total","out-oda-net-excl-debt-relief",1970,5859900000
"g7-countries-total","out-oda-net-excl-debt-relief",1969,6133060000
"g7-countries-total","out-oda-net-excl-debt-relief",1968,6281170000
"g7-countries-total","out-oda-net-excl-debt-relief",1967,5755330000
"g7-countries-total","out-oda-net-excl-debt-relief",1966,5985150000
"g7-countries-total","out-oda-net-excl-debt-relief",1965,6060010000
"g7-countries-total","out-oda-net-excl-debt-relief",1964,5605200000
"g7-countries-total","out-oda-net-excl-debt-relief",1963,5460100000
"g7-countries-total","out-oda-net-excl-debt-relief",1962,5291570000
"g7-countries-total","out-oda-net-excl-debt-relief",1961,4.976e+09
"g7-countries-total","out-oda-net-excl-debt-relief",1960,4459770000
"GB","out-oda-net-excl-debt-relief",2015,18544860000
"GB","out-oda-net-excl-debt-relief",2014,19300380000
"GB","out-oda-net-excl-debt-relief",2013,17806680000
"GB","out-oda-net-excl-debt-relief",2012,13778990000
"GB","out-oda-net-excl-debt-relief",2011,13650760000
"GB","out-oda-net-excl-debt-relief",2010,12889170000
"GB","out-oda-net-excl-debt-relief",2009,11240020000
"GB","out-oda-net-excl-debt-relief",2008,10950570000
"GB","out-oda-net-excl-debt-relief",2007,9778330000
"GB","out-oda-net-excl-debt-relief",2006,8956010000
"GB","out-oda-net-excl-debt-relief",2005,7242140000
"GB","out-oda-net-excl-debt-relief",2004,7092260000
"GB","out-oda-net-excl-debt-relief",2003,6155750000
"GB","out-oda-net-excl-debt-relief",2002,4326110000
"GB","out-oda-net-excl-debt-relief",2001,4204730000
"GB","out-oda-net-excl-debt-relief",2000,4346160000
"GB","out-oda-net-excl-debt-relief",1999,3312840000
"GB","out-oda-net-excl-debt-relief",1998,3749780000
"GB","out-oda-net-excl-debt-relief",1997,3145350000
"GB","out-oda-net-excl-debt-relief",1996,3124760000
"GB","out-oda-net-excl-debt-relief",1995,3076070000
"GB","out-oda-net-excl-debt-relief",1994,3121460000
"GB","out-oda-net-excl-debt-relief",1993,2869490000
"GB","out-oda-net-excl-debt-relief",1992,3117440000
"GB","out-oda-net-excl-debt-relief",1991,3145640000
"GB","out-oda-net-excl-debt-relief",1990,2589610000
"GB","out-oda-net-excl-debt-relief",1989,2547840000
"GB","out-oda-net-excl-debt-relief",1988,2600580000
"GB","out-oda-net-excl-debt-relief",1987,1828170000
"GB","out-oda-net-excl-debt-relief",1986,1694330000
"GB","out-oda-net-excl-debt-relief",1985,1.492e+09
"GB","out-oda-net-excl-debt-relief",1984,1395090000
"GB","out-oda-net-excl-debt-relief",1983,1573010000
"GB","out-oda-net-excl-debt-relief",1982,1755430000
"GB","out-oda-net-excl-debt-relief",1981,2116510000
"GB","out-oda-net-excl-debt-relief",1980,1695040000
"GB","out-oda-net-excl-debt-relief",1979,2112260000
"GB","out-oda-net-excl-debt-relief",1978,1450090000
"GB","out-oda-net-excl-debt-relief",1977,1067760000
"GB","out-oda-net-excl-debt-relief",1976,855620000
"GB","out-oda-net-excl-debt-relief",1975,883430000
"GB","out-oda-net-excl-debt-relief",1974,759180000
"GB","out-oda-net-excl-debt-relief",1973,639450000
"GB","out-oda-net-excl-debt-relief",1972,577220000
"GB","out-oda-net-excl-debt-relief",1971,611870000
"GB","out-oda-net-excl-debt-relief",1970,489610000
"GB","out-oda-net-excl-debt-relief",1969,484920000
"GB","out-oda-net-excl-debt-relief",1968,422920000
"GB","out-oda-net-excl-debt-relief",1967,488440000
"GB","out-oda-net-excl-debt-relief",1966,4.86e+08
"GB","out-oda-net-excl-debt-relief",1965,4.72e+08
"GB","out-oda-net-excl-debt-relief",1964,493300000
"GB","out-oda-net-excl-debt-relief",1963,414500000
"GB","out-oda-net-excl-debt-relief",1962,4.21e+08
