"di_id","aid_type","year","value"
"all-donors-total","out-oda-net-excl-debt-relief",1997,52691420000
"all-donors-total","out-oda-net-excl-debt-relief",1996,59713640000
"all-donors-total","out-oda-net-excl-debt-relief",1995,62350280000
"all-donors-total","out-oda-net-excl-debt-relief",1994,60293430000
"all-donors-total","out-oda-net-excl-debt-relief",1993,57557930000
"all-donors-total","out-oda-net-excl-debt-relief",1992,64712540000
"all-donors-total","out-oda-net-excl-debt-relief",1991,54729740000
"all-donors-total","out-oda-net-excl-debt-relief",1990,59545800000
"all-donors-total","out-oda-net-excl-debt-relief",1989,49596410000
"all-donors-total","out-oda-net-excl-debt-relief",1988,51444810000
"all-donors-total","out-oda-net-excl-debt-relief",1987,45508510000
"all-donors-total","out-oda-net-excl-debt-relief",1986,41399430000
"all-donors-total","out-oda-net-excl-debt-relief",1985,33347130000
"all-donors-total","out-oda-net-excl-debt-relief",1984,33575680000
"all-donors-total","out-oda-net-excl-debt-relief",1983,32495400000
"all-donors-total","out-oda-net-excl-debt-relief",1982,33995410000
"all-donors-total","out-oda-net-excl-debt-relief",1981,34525160000
"all-donors-total","out-oda-net-excl-debt-relief",1980,36544790000
"all-donors-total","out-oda-net-excl-debt-relief",1979,30197680000
"all-donors-total","out-oda-net-excl-debt-relief",1978,26931390000
"all-donors-total","out-oda-net-excl-debt-relief",1977,20310330000
"all-donors-total","out-oda-net-excl-debt-relief",1976,18928420000
"all-donors-total","out-oda-net-excl-debt-relief",1975,19666210000
"all-donors-total","out-oda-net-excl-debt-relief",1974,15800610000
"all-donors-total","out-oda-net-excl-debt-relief",1973,11042190000
"all-donors-total","out-oda-net-excl-debt-relief",1972,9238800000
"all-donors-total","out-oda-net-excl-debt-relief",1971,7625970000
"all-donors-total","out-oda-net-excl-debt-relief",1970,7254330000
"all-donors-total","out-oda-net-excl-debt-relief",1969,6852250000
"all-donors-total","out-oda-net-excl-debt-relief",1968,6821790000
"all-donors-total","out-oda-net-excl-debt-relief",1967,6260210000
"all-donors-total","out-oda-net-excl-debt-relief",1966,6715100000
"all-donors-total","out-oda-net-excl-debt-relief",1965,6446420000
"all-donors-total","out-oda-net-excl-debt-relief",1964,5905700000
"all-donors-total","out-oda-net-excl-debt-relief",1963,5736300000
"all-donors-total","out-oda-net-excl-debt-relief",1962,5550370000
"all-donors-total","out-oda-net-excl-debt-relief",1961,5239700000
"AU","out-oda-net-excl-debt-relief",1963,95900000
"all-donors-total","out-oda-net-excl-debt-relief",1960,4675670000
"AT","out-oda-net-excl-debt-relief",2015,1322890000
"AT","out-oda-net-excl-debt-relief",2014,1125630000
"AT","out-oda-net-excl-debt-relief",2013,1126600000
"AT","out-oda-net-excl-debt-relief",2012,999980000
"AT","out-oda-net-excl-debt-relief",2011,1068100000
"AT","out-oda-net-excl-debt-relief",2010,1053300000
"AT","out-oda-net-excl-debt-relief",2009,1083010000
"AT","out-oda-net-excl-debt-relief",2008,980170000
"AT","out-oda-net-excl-debt-relief",2007,883960000
"AT","out-oda-net-excl-debt-relief",2006,741820000
"AT","out-oda-net-excl-debt-relief",2005,669460000
"AT","out-oda-net-excl-debt-relief",2004,584710000
"AT","out-oda-net-excl-debt-relief",2003,466080000
"AT","out-oda-net-excl-debt-relief",2002,353990000
"AT","out-oda-net-excl-debt-relief",2001,389400000
"AT","out-oda-net-excl-debt-relief",2000,383990000
"AT","out-oda-net-excl-debt-relief",1999,450400000
"AT","out-oda-net-excl-debt-relief",1998,412860000
"AT","out-oda-net-excl-debt-relief",1997,458790000
"AT","out-oda-net-excl-debt-relief",1996,484220000
"AT","out-oda-net-excl-debt-relief",1995,581500000
"AT","out-oda-net-excl-debt-relief",1994,298720000
"AT","out-oda-net-excl-debt-relief",1993,186290000
"AT","out-oda-net-excl-debt-relief",1992,178070000
"AT","out-oda-net-excl-debt-relief",1991,289990000
"AT","out-oda-net-excl-debt-relief",1990,164730000
"AT","out-oda-net-excl-debt-relief",1989,282470000
"AT","out-oda-net-excl-debt-relief",1988,301260000
"AT","out-oda-net-excl-debt-relief",1987,200930000
"AT","out-oda-net-excl-debt-relief",1986,197550000
"AT","out-oda-net-excl-debt-relief",1985,248380000
"AT","out-oda-net-excl-debt-relief",1984,1.81e+08
"AT","out-oda-net-excl-debt-relief",1983,157520000
"AT","out-oda-net-excl-debt-relief",1982,235420000
"AT","out-oda-net-excl-debt-relief",1981,219820000
"AT","out-oda-net-excl-debt-relief",1980,177860000
"AT","out-oda-net-excl-debt-relief",1979,131380000
"AT","out-oda-net-excl-debt-relief",1978,154140000
"AT","out-oda-net-excl-debt-relief",1977,105620000
"AT","out-oda-net-excl-debt-relief",1976,46890000
"AT","out-oda-net-excl-debt-relief",1975,76190000
"AT","out-oda-net-excl-debt-relief",1974,58190000
"AT","out-oda-net-excl-debt-relief",1973,40220000
"AT","out-oda-net-excl-debt-relief",1972,16580000
"AT","out-oda-net-excl-debt-relief",1971,10420000
"AT","out-oda-net-excl-debt-relief",1970,9200000
"AT","out-oda-net-excl-debt-relief",1969,13030000
"AT","out-oda-net-excl-debt-relief",1968,16470000
"AT","out-oda-net-excl-debt-relief",1967,15110000
"AT","out-oda-net-excl-debt-relief",1966,12580000
"AT","out-oda-net-excl-debt-relief",1965,10880000
"AT","out-oda-net-excl-debt-relief",1964,6600000
"AT","out-oda-net-excl-debt-relief",1963,4200000
"AT","out-oda-net-excl-debt-relief",1962,2300000
"AT","out-oda-net-excl-debt-relief",1961,2900000
"AT","out-oda-net-excl-debt-relief",1960,1e+05
"AU","out-oda-net-excl-debt-relief",2015,3485800000
"AU","out-oda-net-excl-debt-relief",2014,4382420000
"AU","out-oda-net-excl-debt-relief",2013,4845550000
"AU","out-oda-net-excl-debt-relief",2012,5394310000
"AU","out-oda-net-excl-debt-relief",2011,4970160000
"AU","out-oda-net-excl-debt-relief",2010,3818530000
"AU","out-oda-net-excl-debt-relief",2009,2758650000
"AU","out-oda-net-excl-debt-relief",2008,2697970000
"AU","out-oda-net-excl-debt-relief",2007,2376830000
"AU","out-oda-net-excl-debt-relief",2006,1846100000
"AU","out-oda-net-excl-debt-relief",2005,1660140000
"AU","out-oda-net-excl-debt-relief",2004,1447940000
"AU","out-oda-net-excl-debt-relief",2003,1211730000
"AU","out-oda-net-excl-debt-relief",2002,984240000
"AU","out-oda-net-excl-debt-relief",2001,863860000
"AU","out-oda-net-excl-debt-relief",2000,978780000
"AU","out-oda-net-excl-debt-relief",1999,977530000
"AU","out-oda-net-excl-debt-relief",1998,947670000
"AU","out-oda-net-excl-debt-relief",1997,1060710000
"AU","out-oda-net-excl-debt-relief",1996,1067450000
"AU","out-oda-net-excl-debt-relief",1995,1189150000
"AU","out-oda-net-excl-debt-relief",1994,1087060000
"AU","out-oda-net-excl-debt-relief",1993,948820000
"AU","out-oda-net-excl-debt-relief",1992,1010740000
"AU","out-oda-net-excl-debt-relief",1991,1049800000
"AU","out-oda-net-excl-debt-relief",1990,955180000
"AU","out-oda-net-excl-debt-relief",1989,1019570000
"AU","out-oda-net-excl-debt-relief",1988,1100980000
"AU","out-oda-net-excl-debt-relief",1987,627390000
"AU","out-oda-net-excl-debt-relief",1986,752440000
"AU","out-oda-net-excl-debt-relief",1985,748720000
"AU","out-oda-net-excl-debt-relief",1984,776810000
"AU","out-oda-net-excl-debt-relief",1983,753380000
"AU","out-oda-net-excl-debt-relief",1982,882440000
"AU","out-oda-net-excl-debt-relief",1981,649530000
"AU","out-oda-net-excl-debt-relief",1980,667370000
"AU","out-oda-net-excl-debt-relief",1979,628480000
"AU","out-oda-net-excl-debt-relief",1978,587520000
"AU","out-oda-net-excl-debt-relief",1977,399740000
"AU","out-oda-net-excl-debt-relief",1976,377310000
"AU","out-oda-net-excl-debt-relief",1975,551680000
"AU","out-oda-net-excl-debt-relief",1974,432740000
"AU","out-oda-net-excl-debt-relief",1973,301600000
"AU","out-oda-net-excl-debt-relief",1972,279490000
"AU","out-oda-net-excl-debt-relief",1971,215800000
"AU","out-oda-net-excl-debt-relief",1970,211720000
"AU","out-oda-net-excl-debt-relief",1969,187630000
"AU","out-oda-net-excl-debt-relief",1968,159650000
"AU","out-oda-net-excl-debt-relief",1967,160480000
"AU","out-oda-net-excl-debt-relief",1966,132090000
"AU","out-oda-net-excl-debt-relief",1965,118560000
"AU","out-oda-net-excl-debt-relief",1964,1e+08
"AU","out-oda-net-excl-debt-relief",1962,73800000
"AU","out-oda-net-excl-debt-relief",1961,70700000
"AU","out-oda-net-excl-debt-relief",1960,58900000
"BE","out-oda-net-excl-debt-relief",2015,1905120000
"BE","out-oda-net-excl-debt-relief",2014,2440360000
"BE","out-oda-net-excl-debt-relief",2013,2286840000
"BE","out-oda-net-excl-debt-relief",2012,2042830000
"BE","out-oda-net-excl-debt-relief",2011,2671450000
"BE","out-oda-net-excl-debt-relief",2010,2451660000
"BE","out-oda-net-excl-debt-relief",2009,2505470000
"BE","out-oda-net-excl-debt-relief",2008,2284930000
"BE","out-oda-net-excl-debt-relief",2007,1765810000
"BE","out-oda-net-excl-debt-relief",2006,1578720000
"BE","out-oda-net-excl-debt-relief",2005,1491630000
"BE","out-oda-net-excl-debt-relief",2004,1256880000
"BE","out-oda-net-excl-debt-relief",2003,1100710000
"BE","out-oda-net-excl-debt-relief",2002,908330000
"BE","out-oda-net-excl-debt-relief",2001,817650000
"BE","out-oda-net-excl-debt-relief",2000,788030000
"BE","out-oda-net-excl-debt-relief",1999,725370000
"BE","out-oda-net-excl-debt-relief",1998,765160000
"BE","out-oda-net-excl-debt-relief",1997,712880000
"BE","out-oda-net-excl-debt-relief",1996,855100000
"BE","out-oda-net-excl-debt-relief",1995,977190000
"BE","out-oda-net-excl-debt-relief",1994,650540000
"BE","out-oda-net-excl-debt-relief",1993,804770000
"BE","out-oda-net-excl-debt-relief",1992,837350000
"BE","out-oda-net-excl-debt-relief",1991,828600000
"BE","out-oda-net-excl-debt-relief",1990,889340000
"BE","out-oda-net-excl-debt-relief",1989,703330000
"BE","out-oda-net-excl-debt-relief",1988,600740000
"BE","out-oda-net-excl-debt-relief",1987,687200000
"BE","out-oda-net-excl-debt-relief",1986,546560000
"BE","out-oda-net-excl-debt-relief",1985,440310000
"BE","out-oda-net-excl-debt-relief",1984,446260000
"BE","out-oda-net-excl-debt-relief",1983,479260000
"BE","out-oda-net-excl-debt-relief",1982,499210000
"BE","out-oda-net-excl-debt-relief",1981,571050000
"BE","out-oda-net-excl-debt-relief",1980,591050000
"BE","out-oda-net-excl-debt-relief",1979,639130000
"BE","out-oda-net-excl-debt-relief",1978,536090000
"BE","out-oda-net-excl-debt-relief",1977,370970000
"BE","out-oda-net-excl-debt-relief",1976,340100000
"BE","out-oda-net-excl-debt-relief",1975,377660000
"BE","out-oda-net-excl-debt-relief",1974,271450000
"BE","out-oda-net-excl-debt-relief",1973,234750000
"BE","out-oda-net-excl-debt-relief",1972,193150000
"BE","out-oda-net-excl-debt-relief",1971,146120000
"BE","out-oda-net-excl-debt-relief",1970,119640000
"BE","out-oda-net-excl-debt-relief",1969,116110000
"BE","out-oda-net-excl-debt-relief",1968,87790000
"BE","out-oda-net-excl-debt-relief",1967,88780000
"BE","out-oda-net-excl-debt-relief",1966,76110000
"BE","out-oda-net-excl-debt-relief",1965,101580000
"BE","out-oda-net-excl-debt-relief",1964,71300000
"BE","out-oda-net-excl-debt-relief",1963,79700000
"BE","out-oda-net-excl-debt-relief",1962,69800000
"BE","out-oda-net-excl-debt-relief",1961,92100000
"BE","out-oda-net-excl-debt-relief",1960,100900000
"BG","out-oda-net-excl-debt-relief",2015,40930000
"BG","out-oda-net-excl-debt-relief",2014,48670000
"BG","out-oda-net-excl-debt-relief",2013,49650000
"BG","out-oda-net-excl-debt-relief",2012,39950000
"BG","out-oda-net-excl-debt-relief",2011,48380000
"BG","out-oda-net-excl-debt-relief",2010,40490000
"CA","out-oda-net-excl-debt-relief",2015,4277230000
"CA","out-oda-net-excl-debt-relief",2014,4240040000
"CA","out-oda-net-excl-debt-relief",2013,4947240000
"CA","out-oda-net-excl-debt-relief",2012,5452680000
"CA","out-oda-net-excl-debt-relief",2011,5454820000
"CA","out-oda-net-excl-debt-relief",2010,5156840000
"CA","out-oda-net-excl-debt-relief",2009,3951840000
"CA","out-oda-net-excl-debt-relief",2008,4651960000
"CA","out-oda-net-excl-debt-relief",2007,4064780000
"CA","out-oda-net-excl-debt-relief",2006,3422720000
"CA","out-oda-net-excl-debt-relief",2005,3301570000
"CA","out-oda-net-excl-debt-relief",2004,2525140000
"CA","out-oda-net-excl-debt-relief",2003,1934950000
"CA","out-oda-net-excl-debt-relief",2002,1739920000
"CA","out-oda-net-excl-debt-relief",2001,1521510000
"CA","out-oda-net-excl-debt-relief",2000,1731340000
"CA","out-oda-net-excl-debt-relief",1999,1649420000
"CA","out-oda-net-excl-debt-relief",1998,1613360000
"CA","out-oda-net-excl-debt-relief",1997,2030980000
"CA","out-oda-net-excl-debt-relief",1996,1676190000
"CA","out-oda-net-excl-debt-relief",1995,1969180000
"CA","out-oda-net-excl-debt-relief",1994,2244750000
"CA","out-oda-net-excl-debt-relief",1993,2.216e+09
"CA","out-oda-net-excl-debt-relief",1992,2515180000
"CA","out-oda-net-excl-debt-relief",1991,2603860000
"CA","out-oda-net-excl-debt-relief",1990,1894390000
"CA","out-oda-net-excl-debt-relief",1989,2320440000
"CA","out-oda-net-excl-debt-relief",1988,2291380000
"CA","out-oda-net-excl-debt-relief",1987,1885340000
"CA","out-oda-net-excl-debt-relief",1986,1695110000
"CA","out-oda-net-excl-debt-relief",1985,1627890000
"CA","out-oda-net-excl-debt-relief",1984,1624290000
"CA","out-oda-net-excl-debt-relief",1983,1429200000
"CA","out-oda-net-excl-debt-relief",1982,1196670000
"CA","out-oda-net-excl-debt-relief",1981,1185530000
"CA","out-oda-net-excl-debt-relief",1980,1075110000
"CA","out-oda-net-excl-debt-relief",1979,1055730000
"CA","out-oda-net-excl-debt-relief",1978,855690000
"CA","out-oda-net-excl-debt-relief",1977,991370000
"CA","out-oda-net-excl-debt-relief",1976,885400000
"CA","out-oda-net-excl-debt-relief",1975,879680000
"CA","out-oda-net-excl-debt-relief",1974,715610000
"CA","out-oda-net-excl-debt-relief",1973,514860000
"CA","out-oda-net-excl-debt-relief",1972,468060000
"CA","out-oda-net-excl-debt-relief",1971,389630000
"CA","out-oda-net-excl-debt-relief",1970,333860000
"CA","out-oda-net-excl-debt-relief",1969,215180000
"CA","out-oda-net-excl-debt-relief",1968,193010000
"CA","out-oda-net-excl-debt-relief",1967,194550000
"CA","out-oda-net-excl-debt-relief",1966,192660000
"CA","out-oda-net-excl-debt-relief",1965,96510000
"CA","out-oda-net-excl-debt-relief",1964,77900000
"CA","out-oda-net-excl-debt-relief",1963,64600000
"CA","out-oda-net-excl-debt-relief",1962,41670000
"CA","out-oda-net-excl-debt-relief",1961,60600000
"CA","out-oda-net-excl-debt-relief",1960,64870000
"CH","out-oda-net-excl-debt-relief",2015,3561500000
"CH","out-oda-net-excl-debt-relief",2014,3521940000
"CH","out-oda-net-excl-debt-relief",2013,3200120000
"CH","out-oda-net-excl-debt-relief",2012,3036990000
"CH","out-oda-net-excl-debt-relief",2011,2973140000
"CH","out-oda-net-excl-debt-relief",2010,2269610000
"CH","out-oda-net-excl-debt-relief",2009,2147220000
"CH","out-oda-net-excl-debt-relief",2008,1938770000
"CH","out-oda-net-excl-debt-relief",2007,1620840000
"CH","out-oda-net-excl-debt-relief",2006,1548380000
"CH","out-oda-net-excl-debt-relief",2005,1547610000
"CH","out-oda-net-excl-debt-relief",2004,1537200000
"CH","out-oda-net-excl-debt-relief",2003,1262430000
"CH","out-oda-net-excl-debt-relief",2002,938390000
"CH","out-oda-net-excl-debt-relief",2001,908210000
"CH","out-oda-net-excl-debt-relief",2000,884490000
"CH","out-oda-net-excl-debt-relief",1999,964940000
"CH","out-oda-net-excl-debt-relief",1998,887700000
"CH","out-oda-net-excl-debt-relief",1997,910520000
"CH","out-oda-net-excl-debt-relief",1996,994220000
"CH","out-oda-net-excl-debt-relief",1995,1025720000
"CH","out-oda-net-excl-debt-relief",1994,951970000
"CH","out-oda-net-excl-debt-relief",1993,760180000
"CH","out-oda-net-excl-debt-relief",1992,1097240000
"CH","out-oda-net-excl-debt-relief",1991,730010000
"CH","out-oda-net-excl-debt-relief",1990,749740000
"CH","out-oda-net-excl-debt-relief",1989,557660000
"CH","out-oda-net-excl-debt-relief",1988,616950000
"CH","out-oda-net-excl-debt-relief",1987,546690000
"CH","out-oda-net-excl-debt-relief",1986,421530000
"CH","out-oda-net-excl-debt-relief",1985,302510000
"CH","out-oda-net-excl-debt-relief",1984,285510000
"CH","out-oda-net-excl-debt-relief",1983,319920000
"CH","out-oda-net-excl-debt-relief",1982,252160000
"CH","out-oda-net-excl-debt-relief",1981,236950000
"CH","out-oda-net-excl-debt-relief",1980,252620000
"CH","out-oda-net-excl-debt-relief",1979,212630000
"CH","out-oda-net-excl-debt-relief",1978,170550000
"CH","out-oda-net-excl-debt-relief",1977,46970000
"CH","out-oda-net-excl-debt-relief",1976,106200000
"CH","out-oda-net-excl-debt-relief",1975,9.3e+07
"CH","out-oda-net-excl-debt-relief",1974,67740000
"CH","out-oda-net-excl-debt-relief",1973,65250000
"CH","out-oda-net-excl-debt-relief",1972,64810000
"CH","out-oda-net-excl-debt-relief",1971,28360000
"CH","out-oda-net-excl-debt-relief",1970,30170000
"CH","out-oda-net-excl-debt-relief",1969,29880000
"CH","out-oda-net-excl-debt-relief",1968,24200000
"CH","out-oda-net-excl-debt-relief",1967,1.3e+07
"CH","out-oda-net-excl-debt-relief",1966,1.3e+07
"CH","out-oda-net-excl-debt-relief",1965,11800000
"CH","out-oda-net-excl-debt-relief",1964,9200000
"CH","out-oda-net-excl-debt-relief",1963,6200000
"CH","out-oda-net-excl-debt-relief",1962,4900000
"CH","out-oda-net-excl-debt-relief",1961,7900000
"CH","out-oda-net-excl-debt-relief",1960,3500000
"CY","out-oda-net-excl-debt-relief",2015,18240000
"CY","out-oda-net-excl-debt-relief",2014,18510000
"CY","out-oda-net-excl-debt-relief",2013,20390000
"CY","out-oda-net-excl-debt-relief",2012,25080000
"CY","out-oda-net-excl-debt-relief",2011,37610000
"CY","out-oda-net-excl-debt-relief",2010,51170000
"CY","out-oda-net-excl-debt-relief",2009,45500000
"CY","out-oda-net-excl-debt-relief",2008,37440000
"CY","out-oda-net-excl-debt-relief",2007,34880000
"CY","out-oda-net-excl-debt-relief",2006,26020000
"CY","out-oda-net-excl-debt-relief",2005,15100000
"CZ","out-oda-net-excl-debt-relief",2015,1.99e+08
"CZ","out-oda-net-excl-debt-relief",2014,212150000
"CZ","out-oda-net-excl-debt-relief",2013,210880000
"CZ","out-oda-net-excl-debt-relief",2012,219630000
"CZ","out-oda-net-excl-debt-relief",2011,250460000
"CZ","out-oda-net-excl-debt-relief",2010,227560000
"CZ","out-oda-net-excl-debt-relief",2009,211630000
"CZ","out-oda-net-excl-debt-relief",2008,248010000
"CZ","out-oda-net-excl-debt-relief",2007,167550000
"CZ","out-oda-net-excl-debt-relief",2006,146140000
"CZ","out-oda-net-excl-debt-relief",2005,125550000
"CZ","out-oda-net-excl-debt-relief",2004,97550000
"CZ","out-oda-net-excl-debt-relief",2003,81770000
"CZ","out-oda-net-excl-debt-relief",2002,33820000
"CZ","out-oda-net-excl-debt-relief",2001,26490000
"CZ","out-oda-net-excl-debt-relief",2000,16160000
"CZ","out-oda-net-excl-debt-relief",1999,14800000
"CZ","out-oda-net-excl-debt-relief",1998,16160000
"CZ","out-oda-net-excl-debt-relief",1994,25250000
"CZ","out-oda-net-excl-debt-relief",1993,2e+07
"dac-countries-total","out-oda-net-excl-debt-relief",2015,130939790000
"dac-countries-total","out-oda-net-excl-debt-relief",2014,136698820000
"dac-countries-total","out-oda-net-excl-debt-relief",2013,131076490000
"dac-countries-total","out-oda-net-excl-debt-relief",2012,123919370000
"dac-countries-total","out-oda-net-excl-debt-relief",2011,130847240000
"dac-countries-total","out-oda-net-excl-debt-relief",2010,124459510000
"dac-countries-total","out-oda-net-excl-debt-relief",2009,118968890000
"dac-countries-total","out-oda-net-excl-debt-relief",2008,113932530000
"dac-countries-total","out-oda-net-excl-debt-relief",2007,95883470000
"dac-countries-total","out-oda-net-excl-debt-relief",2006,86236100000
"IE","out-oda-net-excl-debt-relief",1991,72430000
"dac-countries-total","out-oda-net-excl-debt-relief",2005,84375090000
"dac-countries-total","out-oda-net-excl-debt-relief",2004,74910930000
"dac-countries-total","out-oda-net-excl-debt-relief",2003,61136620000
"dac-countries-total","out-oda-net-excl-debt-relief",2002,53248860000
"dac-countries-total","out-oda-net-excl-debt-relief",2001,50368920000
"dac-countries-total","out-oda-net-excl-debt-relief",2000,52085400000
"dac-countries-total","out-oda-net-excl-debt-relief",1999,51615850000
"dac-countries-total","out-oda-net-excl-debt-relief",1998,49791600000
"dac-countries-total","out-oda-net-excl-debt-relief",1997,45987600000
"dac-countries-total","out-oda-net-excl-debt-relief",1996,52995870000
"dac-countries-total","out-oda-net-excl-debt-relief",1995,55821520000
"dac-countries-total","out-oda-net-excl-debt-relief",1994,54028750000
"dac-countries-total","out-oda-net-excl-debt-relief",1993,51991870000
"dac-countries-total","out-oda-net-excl-debt-relief",1992,5.845e+10
"dac-countries-total","out-oda-net-excl-debt-relief",1991,47042440000
"dac-countries-total","out-oda-net-excl-debt-relief",1990,49213210000
"dac-countries-total","out-oda-net-excl-debt-relief",1989,44942650000
"dac-countries-total","out-oda-net-excl-debt-relief",1988,46401090000
"dac-countries-total","out-oda-net-excl-debt-relief",1987,39960880000
"dac-countries-total","out-oda-net-excl-debt-relief",1986,34958300000
"dac-countries-total","out-oda-net-excl-debt-relief",1985,28266330000
"dac-countries-total","out-oda-net-excl-debt-relief",1984,27791110000
"dac-countries-total","out-oda-net-excl-debt-relief",1983,26538190000
"dac-countries-total","out-oda-net-excl-debt-relief",1982,26789560000
"dac-countries-total","out-oda-net-excl-debt-relief",1981,24087400000
"dac-countries-total","out-oda-net-excl-debt-relief",1980,24992740000
"dac-countries-total","out-oda-net-excl-debt-relief",1979,21196300000
"dac-countries-total","out-oda-net-excl-debt-relief",1978,18313520000
"dac-countries-total","out-oda-net-excl-debt-relief",1977,14607690000
"dac-countries-total","out-oda-net-excl-debt-relief",1976,12640230000
"dac-countries-total","out-oda-net-excl-debt-relief",1975,12768920000
"dac-countries-total","out-oda-net-excl-debt-relief",1974,10903450000
"dac-countries-total","out-oda-net-excl-debt-relief",1973,8257220000
"dac-countries-total","out-oda-net-excl-debt-relief",1972,8313960000
"dac-countries-total","out-oda-net-excl-debt-relief",1971,6888710000
"dac-countries-total","out-oda-net-excl-debt-relief",1970,6658960000
"dac-countries-total","out-oda-net-excl-debt-relief",1969,6852250000
"dac-countries-total","out-oda-net-excl-debt-relief",1968,6821790000
"dac-countries-total","out-oda-net-excl-debt-relief",1967,6260210000
"dac-countries-total","out-oda-net-excl-debt-relief",1966,6417490000
"dac-countries-total","out-oda-net-excl-debt-relief",1965,6446420000
"dac-countries-total","out-oda-net-excl-debt-relief",1964,5905700000
"dac-countries-total","out-oda-net-excl-debt-relief",1963,5736300000
"dac-countries-total","out-oda-net-excl-debt-relief",1962,5550370000
"dac-countries-total","out-oda-net-excl-debt-relief",1961,5239700000
"dac-countries-total","out-oda-net-excl-debt-relief",1960,4675670000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2015,72806620000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2014,74548830000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2013,69902820000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2012,62015060000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2011,7.0022e+10
"dac-eu-members-total","out-oda-net-excl-debt-relief",2010,66803130000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2009,65905880000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2008,65379230000
"dac-eu-members-total","out-oda-net-excl-debt-relief",2007,55281990000
