"di_id","year","value"
"AT",2015,1329970000
"AU",2015,3497350000
"BE",2015,1976630000
"CA",2015,4320080000
"CH",2015,3630560000
"CZ",2015,1.99e+08
"dac-countries-total",2015,142976670000
"DE",2015,19751630000
"DK",2015,2665480000
"ES",2015,1798740000
"EU",2015,15679170000
"FI",2015,1308360000
"FR",2015,10943740000
"GB",2015,18676160000
"GR",2015,238690000
"IE",2015,718380000
"IS",2015,39880000
"IT",2015,4056720000
"JP",2015,15028660000
"KR",2015,1995500000
"LU",2015,362880000
"NL",2015,5818660000
"NO",2015,4304470000
"NZ",2015,441760000
"PL",2015,465590000
"PT",2015,353650000
"SE",2015,7170130000
"SI",2015,63290000
"SK",2015,84960000
"US",2015,31735730000
"AT",2014,1239230000
"AU",2014,4404910000
"BE",2014,2495010000
"CA",2014,4285640000
"CH",2014,3603020000
"CZ",2014,212150000
"dac-countries-total",2014,151042900000
"DE",2014,19347100000
"DK",2014,3151340000
"ES",2014,2118400000
"EU",2014,18515520000
"FI",2014,1634570000
"FR",2014,12540120000
"GB",2014,19916790000
"GR",2014,247440000
"IE",2014,815790000
"IS",2014,37330000
"IT",2014,4096350000
"JP",2014,15924540000
"KR",2014,1937880000
"LU",2014,427330000
"NL",2014,5725950000
"NO",2014,5110440000
"NZ",2014,506170000
"PL",2014,473140000
"PT",2014,474400000
"SE",2014,6308650000
"SI",2014,61540000
"SK",2014,83230000
"US",2014,33864430000
"AT",2013,1176360000
"AU",2013,4924250000
"BE",2013,2356860000
"CA",2013,4990300000
"CH",2013,3225630000
"CZ",2013,210880000
"dac-countries-total",2013,151657730000
"DE",2013,16220840000
"DK",2013,3101190000
"ES",2013,2577560000
"EU",2013,17402190000
"FI",2013,1435360000
"FR",2013,12879560000
"GB",2013,18286220000
"GR",2013,239070000
"IE",2013,845870000
"IS",2013,34910000
"IT",2013,3510050000
"JP",2013,22414520000
"KR",2013,1820810000
"LU",2013,432570000
"NL",2013,5613090000
"NO",2013,5671950000
"NZ",2013,457330000
"PL",2013,506220000
"PT",2013,528280000
"SE",2013,5891900000
"SI",2013,61600000
"SK",2013,86040000
"US",2013,32158530000
"AT",2012,1113480000
"AU",2012,5514610000
"BE",2012,2359230000
"CA",2012,5702280000
"CH",2012,3078060000
"CZ",2012,219620000
"dac-countries-total",2012,140130390000
"DE",2012,14569640000
"DK",2012,2819230000
"ES",2012,2123270000
"EU",2012,18387820000
"FI",2012,1326160000
"FR",2012,13556510000
"GB",2012,14267010000
"GR",2012,327390000
"IE",2012,808360000
"IS",2012,26130000
"IT",2012,2839310000
"JP",2012,18662110000
"KR",2012,1646490000
"LU",2012,401890000
"NL",2012,5629290000
"NO",2012,4849450000
"NZ",2012,449140000
"PL",2012,438700000
"PT",2012,618630000
"SE",2012,5247950000
"SI",2012,58440000
"SK",2012,79680000
"US",2012,31398320000
"AT",2011,1115720000
"AU",2011,4982870000
"BE",2011,3018440000
"CA",2011,5505660000
"CH",2011,3102760000
"CZ",2011,250420000
"dac-countries-total",2011,150054340000
"DE",2011,15596180000
"DK",2011,3001500000
"ES",2011,4476990000
"EU",2011,18292080000
"FI",2011,1426060000
"FR",2011,14436130000
"GB",2011,14173480000
"GR",2011,424770000
"IE",2011,913520000
"IS",2011,25580000
"IT",2011,4626060000
"JP",2011,20246870000
"KR",2011,1369250000
"LU",2011,413410000
"NL",2011,6558430000
"NO",2011,4755610000
"NZ",2011,424130000
"PL",2011,424930000
"PT",2011,745810000
"SE",2011,5606290000
"SI",2011,62770000
"SK",2011,86020000
"US",2011,32284680000
"AT",2010,1214380000
"AU",2010,3826080000
"BE",2010,3051660000
"CA",2010,5257690000
"CH",2010,2315870000
"CZ",2010,227560000
"dac-countries-total",2010,141219420000
"DE",2010,14386460000
"DK",2010,2976420000
"ES",2010,6316640000
"EU",2010,12889020000
"FI",2010,1332970000
"FR",2010,14374780000
"GB",2010,13400660000
"GR",2010,507720000
"IE",2010,895180000
"IS",2010,28750000
"IT",2010,3179590000
"JP",2010,18864980000
"KR",2010,1206360000
"LU",2010,402880000
"NL",2010,6468050000
"NO",2010,4370680000
"NZ",2010,342190000
"PL",2010,383750000
"PT",2010,684680000
"SE",2010,4541130000
"SI",2010,58600000
"SK",2010,73710000
"US",2010,3.053e+10
"AT",2009,1151930000
"AU",2009,2761620000
"BE",2009,2658170000
"CA",2009,4041210000
"CH",2009,2320070000
"CZ",2009,214700000
"dac-countries-total",2009,132267540000
"DE",2009,13342290000
"DK",2009,2845670000
"ES",2009,6984190000
"EU",2009,13583350000
"FI",2009,1290230000
"FR",2009,14113780000
"GB",2009,11490210000
"GR",2009,607270000
"IE",2009,1005870000
"IS",2009,34420000
"IT",2009,3475770000
"JP",2009,16450620000
"KR",2009,850760000
"LU",2009,414740000
"NL",2009,6542040000
"NO",2009,4081250000
"NZ",2009,309240000
"PL",2009,379090000
"PT",2009,548290000
"SE",2009,4548280000
"SI",2009,71240000
"SK",2009,75400000
"US",2009,29659190000
"AT",2008,1759400000
"AU",2008,2954120000
"BE",2008,2437070000
"CA",2008,4833710000
"CH",2008,2049260000
"CZ",2008,249210000
"dac-countries-total",2008,136954200000
"DE",2008,15961190000
