"di_id","year","value_rural","value_urban"
"GL",1985,11725,41475
"GM",1985,490355,241737
"GN",1985,3726742,1351947
"GQ",1985,220274,94133
"GR",1985,2928632,7005668
"GT",1985,4939498,3178001
"GU",1985,8930,107646
"GW",1985,732991,211950
"GY",1985,535301,229742
"HK",1985,386299,5069901
"HN",1985,2638651,1599208
"HR",1985,2242847,2458153
"HT",1985,4899232,1484964
"HU",1985,3717466,6932312
"ID",1985,121960513,43051682
"IE",1985,1547203,1991233
"IL",1985,430496,3802504
"IM",1985,31089,33364
"IN",1985,591647399,190437728
"IQ",1985,4864508,10711888
"IR",1985,22042239,25253283
"IS",1985,25179,216226
"IT",1985,18771922,37821149
"JM",1985,1192065,1119035
"JO",1985,918352,1864533
"JP",1985,28123607,92630393
"KE",1985,16499270,3161443
"KG",1985,2458823,1531477
"KH",1985,6664456,1078609
"KI",1985,42538,21468
"KM",1985,266615,91114
"KN",1985,27210,14807
"KP",1985,7954404,10823697
"KR",1985,14330977,26474767
"KW",1985,36442,1698878
"KY",1985,0,19315
"KZ",1985,6775782,8627224
"LA",1985,3172285,507860
"LB",1985,550843,2125750
"LC",1985,91121,35295
"LI",1985,22456,4803
"LK",1985,12881685,2949315
"LR",1985,1266386,931056
"LS",1985,1295383,172473
"LT",1985,1239172,2305371
"LU",1985,70884,295822
"LV",1985,810798,1768075
"LY",1985,942876,2897759
"MA",1985,12477585,10118548
"MC",1985,0,28836
"MD",1985,1992774,1577226
"ME",1985,349194,256265
"MF",1985,,
"MG",1985,7892066,2089047
"MH",1985,14590,23748
"MK",1985,877819,1103713
"ML",1985,6186411,1645480
"MM",1985,29235897,9272924
"MN",1985,864079,1057806
"MO",1985,1837,294385
"MP",1985,3526,26815
"MR",1985,1148632,618223
"MT",1985,34217,302235
"MU",1985,588641,431990
"MV",1985,141234,48317
"MW",1985,6473542,732093
"MX",1985,24008681,53313962
"MY",1985,8530084,7234256
"MZ",1985,10701205,2401777
"NA",1985,846295,303094
"NC",1985,63587,90863
"NE",1985,5843900,994270
"NG",1985,62397598,21512363
"NI",1985,1812262,1896829
"NL",1985,4822815,9668817
"NO",1985,1191357,2961159
"NP",1985,15479146,1235189
"NR",1985,0,8174
"NZ",1985,530251,2716849
"OM",1985,643120,855296
"PA",1985,1062145,1157131
"PE",1985,6477196,13067754
"PF",1985,72466,102742
"PG",1985,3162954,514900
"PH",1985,30937319,23386332
"PK",1985,65123835,27041230
"PL",1985,14903075,22298810
"PR",1985,529514,2847486
"PS",1985,,
"PT",1985,5482916,4540697
"PW",1985,4468,9230
"PY",1985,2020239,1651587
"QA",1985,36736,334335
"RO",1985,11459633,11295794
"RS",1985,,
"RU",1985,40395326,103462674
"RW",1985,5808397,309569
"SA",1985,3654311,9706973
"SB",1985,237147,33662
"SC",1985,34179,33221
"SD",1985,13175425,3922194
"SE",1985,1411215,6939171
"SG",1985,0,2735957
"SI",1985,978975,962666
"SK",1985,2365122,2796646
"SL",1985,2356910,1109134
"SM",1985,2659,20049
"SN",1985,4020546,2417478
"SO",1985,4365018,1703407
"SR",1985,128788,242681
"SS",1985,4909128,535779
"ST",1985,64154,39403
"SV",1985,2625809,2295123
"SX",1985,,
"SY",1985,5558701,5108544
"SZ",1985,551695,153797
"TC",1985,3284,6218
"TD",1985,4085324,1007326
"TG",1985,2389000,863995
"TH",1985,37423020,14623653
"TJ",1985,3031817,1509325
"TL",1985,535075,121943
"TM",1985,1744575,1484924
"TN",1985,3351383,3908978
"TO",1985,73030,20923
"TR",1985,23384177,25793902
"TT",1985,1058525,112410
"TV",1985,5686,2962
"TZ",1985,18179169,3662918
"UA",1985,17983884,32933116
"UG",1985,13292344,1338745
"US",1985,60694412,177229588
"UY",1985,385825,2626082
"UZ",1985,10773632,7400511
"VC",1985,64149,40328
"VE",1985,3165457,14344353
"VG",1985,9352,3956
"VI",1985,16820,90180
"VN",1985,47353419,11514581
"VU",1985,108287,21741
"WS",1985,126104,33926
"XK",1985,,
"YE",1985,7978714,1795528
"ZA",1985,15851180,15456700
"ZM",1985,4234936,2783058
"ZW",1985,6610614,2251987
"AD",1984,2285,40419
"AE",1984,255672,1024606
"AF",1984,9923121,1989389
"AG",1984,43501,23362
"AL",1984,1893107,1011322
"AM",1984,1088849,2198739
"AO",1984,7370814,2075048
"AR",1984,4601835,25319072
"AS",1984,8630,29057
"AT",1984,2606426,4955008
"AU",1984,2250771,13293229
"AW",1984,31158,31673
"AZ",1984,3067656,3501201
"BA",1984,2709302,1608999
"BB",1984,161589,93631
"BD",1984,75110082,15449458
"BE",1984,410969,9445389
"BF",1984,6662138,869106
"BG",1984,3216884,5743795
"BH",1984,53143,354080
"BI",1984,4391999,232618
"BJ",1984,2911030,1252938
"BM",1984,0,56423
"BN",1984,83460,133433
"BO",1984,3073177,3012322
"BR",1984,41511276,92439275
"BS",1984,55227,174789
"BT",1984,399894,56241
"BW",1984,868382,276334
"BY",1984,3884720,6025280
"BZ",1984,82400,77942
"CA",1984,6119646,19584924
"CD",1984,20988098,8202581
"CF",1984,1657864,900568
"CG",1984,981065,1044255
"CH",1984,2351925,4089940
"CI",1984,6087129,3681976
"CL",1984,2087438,9833969
"CM",1984,6510759,3560020
"CN",1984,806649850,230175150
"CO",1984,10652879,19697203
"CR",1984,1475110,1184662
"CU",1984,2962045,7055016
"CV",1984,216423,91828
"CW",1984,25860,126080
"CY",1984,249434,448283
"CZ",1984,2542265,7787948
"DE",1984,21068560,56790125
"DJ",1984,102321,302309
"DK",1984,805591,4306028
"DM",1984,34888,39327
"DO",1984,2947129,3404443
"DZ",1984,11586229,10307628
"EC",1984,4373049,4450697
"EE",1984,447081,1071536
"EG",1984,26952915,21108631
"ER",1984,2271149,404568
"ES",1984,9960085,28318490
"ET",1984,35058383,4435120
"EU",1984,142665797,326784011
"FI",1984,1219963,3662329
"FJ",1984,431636,268730
"FM",1984,61416,21826
"FO",1984,31283,13956
"FR",1984,14925224,41551192
"GA",1984,314508,493580
"GB",1984,12164599,44257473
"GD",1984,65827,32623
"GE",1984,2133145,2489517
"GH",1984,8345739,3965427
"GI",1984,0,26621
"GL",1984,11805,40895
"GM",1984,476676,224421
"GN",1984,3636270,1300960
"GQ",1984,209425,85665
"GR",1984,2936084,6959717
"GT",1984,4846420,3067394
"GU",1984,8388,105573
"GW",1984,726561,197817
"GY",1984,540383,232919
"HK",1984,396746,5001154
"HN",1984,2583995,1527785
"HR",1984,2249208,2430792
"HT",1984,4848736,1391594
"HU",1984,3743435,6925727
"ID",1984,120778955,40776629
"IE",1984,1550380,1982396
"IL",1984,427545,3731455
"IM",1984,30967,33240
"IN",1984,580303721,184360557
"IQ",1984,4845753,10358993
"IR",1984,21506098,23922921
"IS",1984,25580,213931
"IT",1984,18755182,37821536
"JM",1984,1180532,1099368
"JO",1984,919383,1757132
"JP",1984,28084212,91933788
"KE",1984,15915572,3027027
"KG",1984,2411327,1505073
"KH",1984,6456167,1018844
"KI",1984,41879,20889
"KM",1984,260626,86922
"KN",1984,27335,14959
"KP",1984,7859248,10630598
"KR",1984,14828986,25576970
"KW",1984,40619,1617301
"KY",1984,0,18543
"KZ",1984,6709396,8504655
"LA",1984,3096155,483215
"LB",1984,577455,2089774
"LC",1984,90065,34403
"LI",1984,22212,4797
"LK",1984,12678329,2904671
"LR",1984,1301980,861855
"LS",1984,1270117,168131
"LT",1984,1255274,2258931
"LU",1984,70967,295031
"LV",1984,812681,1749366
"LY",1984,917423,2796841
"MA",1984,12359672,9734844
"MC",1984,0,28514
"MD",1984,2001022,1534978
"ME",1984,353320,247564
"MF",1984,,
"MG",1984,7729702,1984640
"MH",1984,14199,22372
"MK",1984,882804,1091265
"ML",1984,6116336,1576201
"MM",1984,28659364,9065217
"MN",1984,852280,1018807
"MO",1984,2156,281516
"MP",1984,3262,24101
"MR",1984,1144787,573854
"MT",1984,33654,296939
"MU",1984,586987,425234
"MV",1984,137239,45625
"MW",1984,6208099,684428
"MX",1984,23897614,51823596
"MY",1984,8414953,6918416
"MZ",1984,10741672,2226663
"NA",1984,821689,290355
"NC",1984,62662,88988
"NE",1984,5700193,951917
"NG",1984,61437719,20337496
"NI",1984,1777053,1842199
"NL",1984,4858074,9566137
"NO",1984,1193177,2946922
"NP",1984,15173914,1163203
"NR",1984,0,8007
"NZ",1984,528276,2698824
"OM",1984,641055,789871
"PA",1984,1046128,1124479
"PE",1984,6407907,12691668
"PF",1984,70306,100108
"PG",1984,3088797,494910
"PH",1984,30714494,22164772
"PK",1984,63230860,25952299
"PL",1984,14920341,21983793
"PR",1984,612656,2731534
"PS",1984,,
"PT",1984,5519919,4476313
"PW",1984,4491,8880
"PY",1984,1989021,1578729
"QA",1984,34265,307021
"RO",1984,11570389,11085551
"RS",1984,,
"RU",1984,40682325,102062675
"RW",1984,5584266,293290
"SA",1984,3629859,9044230
"SB",1984,231088,31631
"SC",1984,33913,32989
"SD",1984,12932739,3626466
"SE",1984,1408886,6927719
"SG",1984,0,2732221
"SI",1984,977283,954871
"SK",1984,2373333,2753764
"SL",1984,2311126,1065583
"SM",1984,2899,19558
"SN",1984,3923201,2322939
"SO",1984,4413768,1699484
"SR",1984,127708,239903
"SS",1984,4822248,492110
"ST",1984,64219,37652
"SV",1984,2616025,2239255
"SX",1984,,
"SY",1984,5396015,4917470
"SZ",1984,537672,142649
"TC",1984,3322,5775
"TD",1984,3984882,970206
"TG",1984,2318524,821831
"TH",1984,36882795,14222643
"TJ",1984,2929135,1472049
"TL",1984,521242,115428
"TM",1984,1695379,1455883
"TN",1984,3309294,3733256
"TO",1984,73156,20682
"TR",1984,23765825,24372366
"TT",1984,1041980,113721
"TV",1984,5692,2845
"TZ",1984,17726052,3454145
"UA",1984,18220686,32533314
"UG",1984,12916851,1247779
"US",1984,60512695,175312305
"UY",1984,393533,2599115
"UZ",1984,10498490,7214502
"VC",1984,64268,39474
"VE",1984,3169337,13888449
"VG",1984,9134,3595
"VI",1984,17809,90191
"VN",1984,46442060,11249940
"VU",1984,106365,20729
"WS",1984,125513,33768
"XK",1984,,
"YE",1984,7710638,1691432
"ZA",1984,15530279,14975082
"ZM",1984,4096606,2697781
"ZW",1984,6418420,2109908
"AD",1983,2415,38447
"AE",1983,240599,977624
"AF",1983,10260412,2018683
"AG",1983,44268,23690
"AL",1983,1861372,982588
"AM",1983,1079629,2159907
"AO",1983,7175123,1953532
"AR",1983,4656794,24797945
"AS",1983,8524,27641
"AT",1983,2609615,4952295
"AU",1983,2216210,13152790
"AW",1983,30835,31369
"AZ",1983,3029394,3435381
"BA",1983,2693466,1577132
"BB",1983,159326,95189
"BD",1983,73516676,14664535
"BE",1983,419845,9435675
"BF",1983,6548089,792818
"BG",1983,3254065,5685673
"BH",1983,52569,343878
"BI",1983,4269012,217601
"BJ",1983,2856828,1188524
"BM",1983,0,55930
"BN",1983,82728,128205
"BO",1983,3069976,2889986
"BR",1983,41741168,89273169
"BS",1983,55666,169542
"BT",1983,392571,52263
"BW",1983,866640,240463
"BY",1983,3962792,5880208
"BZ",1983,79780,76040
"CA",1983,6101803,19356742
"CD",1983,20528165,7919957
"CF",1983,1619163,866503
"CG",1983,971402,996194
"CH",1983,2456464,3962309
"CI",1983,5866432,3516857
"CL",1983,2071299,9670758
"CM",1983,6401668,3368887
"CN",1983,802889026,220523305
"CO",1983,10625012,19062084
"CR",1983,1446218,1143714
"CU",1983,2997993,6969736
"CV",1983,217172,85002
"CW",1983,26181,124978
"CY",1983,251116,442958
"CZ",1983,2537604,7786252
"DE",1983,21016508,57111774
"DJ",1983,100192,292716
"DK",1983,811639,4302658
"DM",1983,36433,38317
"DO",1983,2901095,3313762
"DZ",1983,11422942,9805346
"EC",1983,4332368,4273846
"EE",1983,447343,1061402
"EG",1983,26254170,20553051
"ER",1983,2210651,387975
"ES",1983,10007138,28115291
"ET",1983,34043193,4216183
"EU",1983,142868021,325551720
"FI",1983,1252793,3602994
"FJ",1983,423433,261956
"FM",1983,59476,21202
"FO",1983,30847,13814
"FR",1983,14881415,41274869
"GA",1983,316932,470085
"GB",1983,12117196,44215652
"GD",1983,64221,31760
"GE",1983,2130132,2452768
"GH",1983,8107721,3787409
"GI",1983,0,26650
"GL",1983,11858,40242
"GM",1983,464461,208769
"GN",1983,3552144,1252596
"GQ",1983,196293,76906
"GR",1983,2941187,6905440
"GT",1983,4750990,2959152
"GU",1983,7865,103540
"GW",1983,719986,184496
"GY",1983,544618,235827
"HK",1983,407297,4937803
"HN",1983,2529425,1458946
"HR",1983,2255422,2403578
"HT",1983,4794437,1302253
"HU",1983,3770174,6919289
"ID",1983,119465719,38594429
"IE",1983,1546419,1964532
"IL",1983,426510,3678491
"IM",1983,31062,33342
"IN",1983,568901740,178473116
"IQ",1983,4819567,10005309
"IR",1983,20967931,22642575
"IS",1983,25925,211052
"IT",1983,18739678,37824396
"JM",1983,1164768,1076032
"JO",1983,917497,1651085
"JP",1983,28037791,91221209
"KE",1983,15344608,2896723
"KG",1983,2361322,1476978
"KH",1983,6237613,959245
"KI",1983,41361,20399
"KM",1983,254910,82943
"KN",1983,27438,15101
"KP",1983,7758837,10433044
"KR",1983,15289675,24620728
"KW",1983,47110,1539095
"KY",1983,0,17911
"KZ",1983,6694582,8335913
"LA",1983,3023323,460169
"LB",1983,603435,2047860
"LC",1983,89157,33581
"LI",1983,21977,4791
"LK",1983,12478277,2860724
"LR",1983,1302660,804863
"LS",1983,1243205,163613
"LT",1983,1271747,2213445
"LU",1983,71077,294545
"LV",1983,814724,1731287
"LY",1983,929836,2653705
"MA",1983,12227192,9356554
"MC",1983,0,28098
"MD",1983,2007250,1492750
"ME",1983,356169,238337
"MF",1983,,
"MG",1983,7575552,1886791
"MH",1983,13818,21077
"MK",1983,887418,1078070
"ML",1983,6036164,1506213
"MM",1983,28057665,8860315
"MN",1983,841231,981984
"MO",1983,2499,269175
"MP",1983,2975,21333
"MR",1983,1139342,531738
"MT",1983,33680,296844
"MU",1983,583986,417705
"MV",1983,133498,42760
"MW",1983,6013486,645967
"MX",1983,23781987,50351390
"MY",1983,8308355,6620114
"MZ",1983,10715225,2051634
"NA",1983,802002,279738
"NC",1983,61666,87034
"NE",1983,5560929,912042
"NG",1983,60498601,19230710
"NI",1983,1740683,1787252
"NL",1983,4896297,9470773
"NO",1983,1195181,2933251
"NP",1983,14868633,1095113
"NR",1983,0,7855
"NZ",1983,525005,2674295
"OM",1983,635686,725235
"PA",1983,1029980,1092153
"PE",1983,6338952,12321491
"PF",1983,68165,97446
"PG",1983,3014145,475257
"PH",1983,30466527,20988510
"PK",1983,61368651,24895970
"PL",1983,14921298,21650510
"PR",1983,704941,2606197
"PS",1983,,
"PT",1983,5550514,4407351
"PW",1983,4501,8514
"PY",1983,1957828,1507968
"QA",1983,31515,277761
"RO",1983,11698734,10890056
"RS",1983,,
"RU",1983,40984552,100683448
"RW",1983,5390324,278927
"SA",1983,3585085,8377159
"SB",1983,224915,29687
"SC",1983,33635,32732
"SD",1983,12667960,3347160
"SE",1983,1407607,6921426
"SG",1983,0,2681061
"SI",1983,975386,946935
"SK",1983,2381006,2710965
"SL",1983,2270980,1025880
"SM",1983,3155,19048
"SN",1983,3829796,2232886
"SO",1983,4492282,1707389
"SR",1983,127177,238065
"SS",1983,4715697,449926
"ST",1983,64293,35992
"SV",1983,2605473,2183999
"SX",1983,,
"SY",1983,5231429,4729404
"SZ",1983,525809,132687
"TC",1983,3340,5331
"TD",1983,3893990,936065
"TG",1983,2246178,780200
"TH",1983,36347624,13835482
"TJ",1983,2832996,1437206
"TL",1983,505572,108807
"TM",1983,1648050,1427817
"TN",1983,3289607,3615529
"TO",1983,73313,20462
"TR",1983,24096465,22976138
"TT",1983,1023781,114892
"TV",1983,5686,2728
"TZ",1983,17274703,3253762
"UA",1983,18455860,32108140
"UG",1983,12564714,1162713
"US",1983,60341715,173450285
"UY",1983,401417,2572044
"UZ",1983,10225231,7032543
"VC",1983,64366,38619
"VE",1983,3172251,13445092
"VG",1983,8926,3266
"VI",1983,17971,86029
"VN",1983,45646934,11013732
"VU",1983,104493,19768
"WS",1983,124806,33577
"XK",1983,,
"YE",1983,7449796,1593414
"ZA",1983,15183021,14540983
"ZM",1983,3959433,2612897
"ZW",1983,6224410,1973154
"AD",1982,2554,36558
"AE",1982,226251,932226
"AF",1982,10617480,2049521
"AG",1982,44969,23981
"AL",1982,1829549,954729
"AM",1982,1070572,2122305
"AO",1982,6972026,1835485
"AR",1982,4708624,24285365
"AS",1982,8428,26312
"AT",1982,2616865,4957275
"AU",1982,2179561,12998439
"AW",1982,30402,30942
"AZ",1982,2989003,3373286
"BA",1982,2679282,1547381
"BB",1982,157074,96762
"BD",1982,71948988,13919240
"BE",1982,429735,9426568
"BF",1982,6435988,722268
"BG",1982,3290542,5626915
"BH",1982,51987,333963
"BI",1982,4155551,203571
"BJ",1982,2803449,1127906
"BM",1982,0,55449
"BN",1982,81963,123098
"BO",1982,3065223,2769963
"BR",1982,41925127,86129630
"BS",1982,56016,164259
"BT",1982,385821,48564
"BW",1982,861426,208536
"BY",1982,4041398,5734602
"BZ",1982,77279,74219
"CA",1982,6081243,19120757
"CD",1982,20090108,7650996
"CF",1982,1578935,832758
"CG",1982,960941,949859
"CH",1982,2560358,3830951
"CI",1982,5648106,3354294
"CL",1982,2055835,9513300
"CM",1982,6294196,3186442
"CN",1982,797826330,210803670
"CO",1982,10589107,18438051
"CR",1982,1416894,1104269
"CU",1982,3036247,6889371
"CV",1982,217523,78577
"CW",1982,26448,123653
"CY",1982,256210,435501
"CZ",1982,2532290,7782536
"DE",1982,21063842,57269524
"DJ",1982,100264,284479
"DK",1982,817826,4300496
"DM",1982,37945,37223
"DO",1982,2854004,3224812
"DZ",1982,11254908,9320793
"EC",1982,4295504,4097431
"EE",1982,447426,1050988
"EG",1982,25592012,20018418
"ER",1982,2152819,372186
"ES",1982,10051049,27895550
"ET",1982,33097978,4011539
"EU",1982,143194887,324151351
"FI",1982,1285412,3541521
"FJ",1982,413814,254382
"FM",1982,57489,20568
"FO",1982,30424,13681
"FR",1982,14847250,41017063
"GA",1982,319247,447620
"GB",1982,12084907,44228734
"GD",1982,62334,30757
"GE",1982,2126939,2415861
"GH",1982,7856720,3631392
"GI",1982,0,26671
"GL",1982,11912,39588
"GM",1982,453028,195174
"GN",1982,3494536,1190456
"GQ",1982,180786,70515
"GR",1982,2942728,6846785
"GT",1982,4655811,2852350
"GU",1982,7384,101527
"GW",1982,713178,171988
"GY",1982,547470,238075
"HK",1982,416422,4848078
"HN",1982,2475709,1392587
"HR",1982,2260026,2374974
"HT",1982,4729076,1226785
"HU",1982,3795112,6910423
"ID",1982,118027337,36478929
"IE",1982,1541072,1944728
"IL",1982,431720,3599280
"IM",1982,31255,33562
"IN",1982,557586692,172716769
"IQ",1982,4787528,9650133
"IR",1982,20441397,21425163
"IS",1982,26192,207668
"IT",1982,18721569,37821979
"JM",1982,1148232,1051868
"JO",1982,914254,1548714
"JP",1982,27977654,90471346
"KE",1982,14788845,2770933
"KG",1982,2310842,1448458
"KH",1982,6040113,904940
"KI",1982,40949,19969
"KM",1982,249254,79134
"KN",1982,27525,15236
"KP",1982,7660873,10238363
"KR",1982,15706945,23619407
"KW",1982,54527,1464328
"KY",1982,0,17357
"KZ",1982,6681326,8172667
"LA",1982,2956125,438988
"LB",1982,629378,2002903
"LC",1982,88330,32820
"LI",1982,21731,4783
"LK",1982,12279086,2816914
"LR",1982,1279423,756902
"LS",1982,1215067,158977
"LT",1982,1288491,2168688
"LU",1982,71277,294248
"LV",1982,817033,1714047
"LY",1982,939456,2510622
"MA",1982,12088230,8982417
"MC",1982,0,27629
"MD",1982,2012930,1451070
"ME",1982,358188,228813
"MF",1982,,
"MG",1982,7426346,1794347
"MH",1982,13464,19870
"MK",1982,890889,1064101
"ML",1982,5948485,1438184
"MM",1982,27438780,8660128
"MN",1982,830732,946995
"MO",1982,2896,258025
"MP",1982,2687,18706
"MR",1982,1132307,492166
"MT",1982,33242,292656
"MU",1982,576456,416065
"MV",1982,129825,40036
"MW",1982,5868928,614643
"MX",1982,23650646,48897349
"MY",1982,8206945,6336640
"MZ",1982,10631331,1881784
"NA",1982,786122,270636
"NC",1982,60903,84797
"NE",1982,5425624,873719
"NG",1982,59548801,18181001
"NI",1982,1703334,1732193
"NL",1982,4936447,9376243
"NO",1982,1196580,2918207
"NP",1982,14563556,1032456
"NR",1982,0,7719
"NZ",1982,519178,2636922
"OM",1982,627201,662935
"PA",1982,1013479,1060347
"PE",1982,6267828,11957899
"PF",1982,66139,94744
"PG",1982,2939742,456056
"PH",1982,30206322,19867178
"PK",1982,59550565,23876957
"PL",1982,14916089,21314392
"PR",1982,805926,2471527
"PS",1982,,
"PT",1982,5576362,4335409
"PW",1982,4507,8160
"PY",1982,1926441,1440622
"QA",1982,28667,248575
"RO",1982,11822831,10694810
"RS",1982,,
"RU",1982,41359715,99463285
"RW",1982,5220339,266092
"SA",1982,3523712,7723373
"SB",1982,218672,27830
"SC",1982,33324,32456
"SD",1982,12317544,3152871
"SE",1982,1406969,6918294
"SG",1982,0,2646466
"SI",1982,972360,937974
"SK",1982,2387018,2668081
"SL",1982,2235117,989229
"SM",1982,3428,18516
"SN",1982,3740223,2148038
"SO",1982,4560662,1710876
"SR",1982,126997,236996
"SS",1982,4581538,425607
"ST",1982,64318,34374
"SV",1982,2593000,2129272
"SX",1982,,
"SY",1982,5069208,4544309
"SZ",1982,515558,123775
"TC",1982,3345,4901
"TD",1982,3811530,904543
"TG",1982,2174992,740156
"TH",1982,35811162,13454435
"TJ",1982,2742360,1404563
"TL",1982,491245,102692
"TM",1982,1602286,1400499
"TN",1982,3246155,3483023
"TO",1982,73457,20226
"TR",1982,24378908,21619032
"TT",1982,1004739,115871
"TV",1982,5671,2613
"TZ",1982,16828907,3065770
"UA",1982,18692464,31691536
"UG",1982,12232720,1085429
"US",1982,60139974,171524026
"UY",1982,409463,2544818
"UZ",1982,9958799,6852138
"VC",1982,64438,37764
"VE",1982,3175673,13010222
"VG",1982,8741,2974
"VI",1982,18472,83528
"VN",1982,44900428,10786572
"VU",1982,102599,18834
"WS",1982,124032,33369
"XK",1982,,
"YE",1982,7197847,1500457
"ZA",1982,14845170,14126669
"ZM",1982,3824242,2528955
"ZW",1982,6030970,1845444
"AD",1981,2700,34802
"AE",1981,211188,881920
"AF",1981,10926513,2070410
"AG",1981,45547,24203
"AL",1981,1798652,927404
"AM",1981,1061422,2084463
"AO",1981,6772866,1725084
"AR",1981,4763888,23779478
"AS",1981,8359,25129
"AT",1981,2618774,4950693
"AU",1981,2134561,12792439
"AW",1981,30005,30562
"AZ",1981,2949375,3312567
"BA",1981,2666729,1518345
"BB",1981,154758,98322
"BD",1981,70390848,13208734
"BE",1981,440696,9419271
"BF",1981,6326458,658700
"BG",1981,3325278,5565839
"BH",1981,51180,322945
"BI",1981,4048888,190785
"BJ",1981,2751606,1070600
"BM",1981,0,55050
"BN",1981,80730,118426
"BO",1981,3057990,2653608
"BR",1981,42073613,83033769
"BS",1981,56350,159054
"BT",1981,378743,45144
"BW",1981,851769,181304
"BY",1981,4118982,5591018
"BZ",1981,74993,72573
"CA",1981,6048210,18851790
"CD",1981,19656614,7392531
"CF",1981,1539890,800369
"CG",1981,950331,905060
"CH",1981,2661086,3692988
"CI",1981,5432895,3196226
